year,date,family,range_min,rr,direction,signal_time,entry_time,exit_time,entry,stop,target,exit,reason,risk,r,scenario
2025,2025-01-02,ORB,30,2.0,long,2025-01-02 17:05:00,2025-01-02 17:06:00,2025-01-02 19:30:00,21160.22,20914.14,21652.380000000005,20914.14,stop,246.08000000000175,-1.0,PRIMARY
2025,2025-01-03,ORB,30,2.0,short,2025-01-03 17:21:00,2025-01-03 17:22:00,2025-01-03 18:31:00,21027.74,21181.99,20719.24,21181.99,stop,154.25,-1.0,PRIMARY
2025,2025-01-06,ORB,30,2.0,long,2025-01-06 17:15:00,2025-01-06 17:16:00,2025-01-06 20:46:00,21611.4,21482.85,21868.500000000007,21482.85,stop,128.5500000000029,-1.0,PRIMARY
2025,2025-01-07,ORB,30,2.0,short,2025-01-07 17:01:00,2025-01-07 17:02:00,2025-01-07 22:22:00,21414.71,21567.23,21109.67,21109.67,target,152.52000000000044,2.0,PRIMARY
2025,2025-01-08,ORB,30,2.0,long,2025-01-08 17:03:00,2025-01-08 17:04:00,2025-01-08 17:13:00,21158.43,21051.23,21372.83,21051.23,stop,107.20000000000073,-1.0,PRIMARY
2025,2025-01-10,ORB,30,2.0,short,2025-01-10 17:01:00,2025-01-10 17:02:00,2025-01-10 22:55:00,20751.56,20967.33,20320.02,20815.760000000002,time_exit,215.77000000000044,-0.29753904620661165,PRIMARY
2025,2025-01-13,ORB,30,2.0,long,2025-01-13 17:07:00,2025-01-13 17:08:00,2025-01-13 22:55:00,20632.48,20485.78,20925.88,20718.28,time_exit,146.70000000000073,0.5848670756646138,PRIMARY
2025,2025-01-14,ORB,30,2.0,short,2025-01-14 17:00:00,2025-01-14 17:01:00,2025-01-14 22:55:00,20767.59,20915.72,20471.329999999998,20680.170000000002,time_exit,148.13000000000102,0.590157294268532,PRIMARY
2025,2025-01-15,ORB,30,2.0,long,2025-01-15 17:01:00,2025-01-15 17:02:00,2025-01-15 22:55:00,21145.75,20977.43,21482.39,21194.8,time_exit,168.3199999999997,0.29140922053231555,PRIMARY
2025,2025-01-16,ORB,30,2.0,short,2025-01-16 17:01:00,2025-01-16 17:02:00,2025-01-16 22:55:00,21142.4,21292.92,20841.360000000008,21085.97,time_exit,150.5199999999968,0.37490034546905054,PRIMARY
2025,2025-01-17,ORB,30,2.0,short,2025-01-17 17:28:00,2025-01-17 17:29:00,2025-01-17 20:19:00,21285.73,21465.26,20926.670000000002,21465.26,stop,179.52999999999884,-1.0,PRIMARY
2025,2025-01-20,ORB,30,2.0,short,2025-01-20 17:17:00,2025-01-20 17:18:00,2025-01-20 19:59:00,21519.09,21586.09,21385.09,21496.04,end_of_day_data,67.0,0.3440298507462578,PRIMARY
2025,2025-01-21,ORB,30,2.0,short,2025-01-21 17:12:00,2025-01-21 17:13:00,2025-01-21 19:43:00,21378.42,21530.7,21073.859999999993,21530.7,stop,152.28000000000247,-1.0,PRIMARY
2025,2025-01-22,ORB,30,2.0,long,2025-01-22 17:13:00,2025-01-22 17:14:00,2025-01-22 22:55:00,21848.82,21719.77,22106.92,21833.37,time_exit,129.04999999999927,-0.11972103835723219,PRIMARY
2025,2025-01-23,ORB,30,2.0,long,2025-01-23 17:35:00,2025-01-23 17:36:00,2025-01-23 22:55:00,21741.030000000002,21686.23,21850.63000000001,21827.08,time_exit,54.80000000000291,1.5702554744524582,PRIMARY
2025,2025-01-24,ORB,30,2.0,short,2025-01-24 17:21:00,2025-01-24 17:22:00,2025-01-24 22:55:00,21819.53,21901.53,21655.53,21721.98,time_exit,82.0,1.1896341463414546,PRIMARY
2025,2025-01-27,ORB,30,2.0,long,2025-01-27 17:29:00,2025-01-27 17:30:00,2025-01-27 21:51:00,21185.89,20944.47,21668.729999999996,20944.47,stop,241.41999999999825,-1.0,PRIMARY
2025,2025-01-28,ORB,30,2.0,long,2025-01-28 17:02:00,2025-01-28 17:03:00,2025-01-28 22:55:00,21177.86,20999.91,21533.760000000002,21432.91,time_exit,177.95000000000073,1.4332677718460143,PRIMARY
2025,2025-01-29,ORB,30,2.0,short,2025-01-29 17:29:00,2025-01-29 17:30:00,2025-01-29 22:55:00,21334.12,21448.9,21104.559999999994,21369.45,time_exit,114.78000000000247,-0.30780623802056967,PRIMARY
2025,2025-01-30,ORB,30,2.0,short,2025-01-30 17:04:00,2025-01-30 17:05:00,2025-01-30 22:55:00,21425.07,21594.57,21086.07,21472.4,time_exit,169.5,-0.2792330383480929,PRIMARY
2025,2025-01-31,ORB,30,2.0,long,2025-01-31 17:00:00,2025-01-31 17:01:00,2025-01-31 20:35:00,21715.88,21614.05,21919.540000000005,21614.05,stop,101.83000000000175,-1.0,PRIMARY
2025,2025-02-03,ORB,30,2.0,short,2025-02-03 17:03:00,2025-02-03 17:04:00,2025-02-03 17:25:00,21018.19,21173.06,20708.449999999993,21173.06,stop,154.87000000000262,-1.0,PRIMARY
2025,2025-02-04,ORB,30,2.0,long,2025-02-04 17:01:00,2025-02-04 17:02:00,2025-02-04 22:55:00,21449.7,21268.15,21812.8,21541.0,time_exit,181.54999999999927,0.502891765353895,PRIMARY
2025,2025-02-05,ORB,30,2.0,long,2025-02-05 17:01:00,2025-02-05 17:02:00,2025-02-05 17:04:00,21456.06,21386.13,21595.920000000002,21386.13,stop,69.93000000000029,-1.0,PRIMARY
2025,2025-02-06,ORB,30,2.0,long,2025-02-06 17:12:00,2025-02-06 17:13:00,2025-02-06 21:34:00,21699.16,21608.49,21880.499999999996,21608.49,stop,90.66999999999825,-1.0,PRIMARY
2025,2025-02-07,ORB,30,2.0,short,2025-02-07 17:01:00,2025-02-07 17:02:00,2025-02-07 21:22:00,21711.14,21840.14,21453.14,21453.14,target,129.0,2.0,PRIMARY
2025,2025-02-10,ORB,30,2.0,long,2025-02-10 17:02:00,2025-02-10 17:03:00,2025-02-10 22:55:00,21695.25,21625.45,21834.85,21734.8,time_exit,69.79999999999927,0.5666189111747806,PRIMARY
2025,2025-02-11,ORB,30,2.0,long,2025-02-11 17:02:00,2025-02-11 17:03:00,2025-02-11 22:55:00,21718.600000000002,21606.8,21942.200000000008,21684.8,time_exit,111.80000000000291,-0.302325581395367,PRIMARY
2025,2025-02-12,ORB,30,2.0,long,2025-02-12 17:23:00,2025-02-12 17:24:00,2025-02-12 22:55:00,21611.2,21444.9,21943.8,21701.7,time_exit,166.29999999999927,0.5441972339146145,PRIMARY
2025,2025-02-13,ORB,30,2.0,long,2025-02-13 17:17:00,2025-02-13 17:18:00,2025-02-13 22:55:00,21863.5,21745.8,22098.9,22006.2,time_exit,117.70000000000073,1.2124044180118934,PRIMARY
