date,gap,side,entry,exit,net,scenario,asset,net_points
2015-12-23 00:00:00,0.005896658445904368,1,175.9952,175.9866,-0.00024886496904465963,PRIMARY,SPY,
2015-12-28 00:00:00,-0.0030656754165208078,-1,176.064,175.9866,0.00023961286804783394,PRIMARY,SPY,
2015-12-29 00:00:00,0.006432818484886305,1,177.8436,177.9296,0.00028357095785278583,PRIMARY,SPY,
2015-12-31 00:00:00,-0.0039332921779785535,-1,176.1758,176.2187,-0.0004435067699422255,PRIMARY,SPY,
2016-01-04 00:00:00,-0.016819088707460406,-1,172.0061,172.1522,-0.0010493884809899211,PRIMARY,SPY,
2016-01-05 00:00:00,0.0020399659716314744,1,173.2011,173.0549,-0.001044105493556291,PRIMARY,SPY,
2016-01-06 00:00:00,-0.015340524890096852,-1,170.6133,171.0165,-0.0025632389737493488,PRIMARY,SPY,
2016-01-07 00:00:00,-0.017404929973037664,-1,167.759,168.507,-0.004658777174399131,PRIMARY,SPY,
2016-01-08 00:00:00,0.006082276504066897,1,168.292,167.8622,-0.002753894421600589,PRIMARY,SPY,
2016-01-11 00:00:00,0.005836694984345803,1,166.1341,165.7214,-0.0026841378139707216,PRIMARY,SPY,
2016-01-12 00:00:00,0.009059155802946472,1,166.6328,166.9036,0.0014251302264620459,PRIMARY,SPY,
2016-01-13 00:00:00,0.004286895172917582,1,167.226,167.4839,0.001342224295265182,PRIMARY,SPY,
2016-01-14 00:00:00,0.0038127197010433544,1,162.6952,162.3513,-0.002313768568464125,PRIMARY,SPY,
2016-01-15 00:00:00,-0.026681861026164877,-1,161.1735,161.5174,-0.002333725457348801,PRIMARY,SPY,
2016-01-19 00:00:00,0.011609266600594692,1,163.1509,162.8671,-0.001939493928626934,PRIMARY,SPY,
2016-01-20 00:00:00,-0.015902621959178687,-1,159.4454,158.8608,0.003466458863033961,PRIMARY,SPY,
2016-01-21 00:00:00,0.002260702652178148,1,160.3052,159.7893,-0.0034182362144210775,PRIMARY,SPY,
2016-01-22 00:00:00,0.01660619722943424,1,163.1036,162.8671,-0.0016499986511641306,PRIMARY,SPY,
2016-01-25 00:00:00,-0.0029401007144781444,-1,163.2196,163.1165,0.0004316643344305151,PRIMARY,SPY,
2016-01-26 00:00:00,0.004049912977076353,1,162.4373,162.1622,-0.0018935765369159307,PRIMARY,SPY,
2016-01-27 00:00:00,-0.0031546763887945195,-1,162.7726,163.0649,-0.0019957567797035613,PRIMARY,SPY,
2016-01-28 00:00:00,0.009780977578381034,1,163.4131,163.0391,-0.0024886782026655395,PRIMARY,SPY,
2016-01-29 00:00:00,0.004652873269163305,1,163.4337,163.8128,0.0021195950406802445,PRIMARY,SPY,
2016-02-01 00:00:00,-0.005989034416079675,-1,165.2744,165.6699,-0.0025929900819485984,PRIMARY,SPY,
2016-02-02 00:00:00,-0.008931606223839483,-1,164.8961,164.5006,0.0021984800125654847,PRIMARY,SPY,
2016-02-03 00:00:00,0.006731905709272734,1,164.3373,164.1739,-0.0011942964865553573,PRIMARY,SPY,
2016-02-04 00:00:00,-0.0025107728398501283,-1,164.1911,163.7699,0.0023653034786903283,PRIMARY,SPY,
2016-02-05 00:00:00,-0.0029238310141047608,-1,163.7441,163.9074,-0.0011972878412107812,PRIMARY,SPY,
2016-02-08 00:00:00,-0.011598769943701681,-1,159.2735,158.8866,0.0022291548813833995,PRIMARY,SPY,
2016-02-09 00:00:00,-0.010788866020782106,-1,157.9409,158.6803,-0.004881497952715219,PRIMARY,SPY,
2016-02-10 00:00:00,0.00555665009794426,1,160.2622,160.2278,-0.00041464824518824253,PRIMARY,SPY,
2016-02-11 00:00:00,-0.01592097391513947,-1,157.0769,156.8318,0.0013603822076957207,PRIMARY,SPY,
2016-02-12 00:00:00,0.010488486301809319,1,158.8264,158.7318,-0.0007956188643702065,PRIMARY,SPY,
2016-02-16 00:00:00,0.011412197066058116,1,162.188,162.0762,-0.0008893235011220522,PRIMARY,SPY,
2016-02-17 00:00:00,0.007324507557114224,1,164.5092,164.621,0.00047959725048827304,PRIMARY,SPY,
2016-02-19 00:00:00,-0.004529915979416321,-1,164.5092,163.8292,0.0039335074269402975,PRIMARY,SPY,
2016-02-22 00:00:00,0.00963441907572582,1,166.7445,167.1142,0.0020171645841393416,PRIMARY,SPY,
2016-02-23 00:00:00,-0.004055731676805063,-1,166.7359,166.7316,-0.00017421071286984874,PRIMARY,SPY,
2016-02-24 00:00:00,-0.00904549472688776,-1,163.4776,163.5893,-0.0008832740387674452,PRIMARY,SPY,
2016-02-25 00:00:00,0.002639707338627284,1,166.9165,166.5038,-0.002672493731895842,PRIMARY,SPY,
2016-02-26 00:00:00,0.0053187660653089,1,168.911,168.9325,-7.271403283384253e-05,PRIMARY,SPY,
2016-03-01 00:00:00,0.007907274536267606,1,167.63,167.3721,-0.0017385074270715116,PRIMARY,SPY,
2016-03-02 00:00:00,-0.002220315386908811,-1,169.9685,170.1233,-0.00111075699320764,PRIMARY,SPY,
2016-03-07 00:00:00,-0.005190030219547448,-1,171.4301,171.6708,-0.0016040708137019743,PRIMARY,SPY,
2016-03-08 00:00:00,-0.006330996659381638,-1,171.2237,171.1549,0.00020181353399093566,PRIMARY,SPY,
2016-03-09 00:00:00,0.005041753671807481,1,171.3699,171.2151,-0.0011033091575590958,PRIMARY,SPY,
2016-03-10 00:00:00,0.002708122384034173,1,172.092,172.1608,0.00019978616089064721,PRIMARY,SPY,
2016-03-11 00:00:00,0.008619624320316488,1,173.1925,173.2699,0.00024690156906335156,PRIMARY,SPY,
2016-03-14 00:00:00,-0.00281193163236626,-1,173.8889,173.9577,-0.0005956549267951637,PRIMARY,SPY,
2016-03-15 00:00:00,-0.005605117786168012,-1,173.042,173.0206,-7.633060181924095e-05,PRIMARY,SPY,
2016-03-16 00:00:00,-0.002868482989021426,-1,173.5364,173.7556,-0.0014631355727097394,PRIMARY,SPY,
2016-03-18 00:00:00,0.002778163002234768,1,176.3806,176.5361,0.0006816162321707566,PRIMARY,SPY,
2016-03-22 00:00:00,-0.004494747929447707,-1,176.225,176.13,0.0003390835579515141,PRIMARY,SPY,
2016-03-23 00:00:00,-0.0023462148902064772,-1,176.346,176.2553,0.00031432978349374993,PRIMARY,SPY,
2016-03-24 00:00:00,-0.006101504992347628,-1,174.4535,174.6004,-0.001042058198889717,PRIMARY,SPY,
2016-03-28 00:00:00,0.002313972187899971,1,175.8189,175.6201,-0.0013307089283347783,PRIMARY,SPY,
2016-03-29 00:00:00,-0.0024594923880987274,-1,175.1967,175.0498,0.0006384861130374954,PRIMARY,SPY,
2016-03-30 00:00:00,0.005556768331102413,1,178.1477,178.394,0.001182560650516451,PRIMARY,SPY,
2016-04-01 00:00:00,-0.005886562075474777,-1,176.5188,176.4411,0.0002401797428942311,PRIMARY,SPY,
2016-04-05 00:00:00,-0.007756647934244021,-1,176.8947,176.8558,1.990483604095167e-05,PRIMARY,SPY,
2016-04-07 00:00:00,-0.006249390364906571,-1,177.357,177.4607,-0.0007846964032996116,PRIMARY,SPY,
2016-04-08 00:00:00,0.00686474834268358,1,177.2966,177.2966,-0.0002,PRIMARY,SPY,
2016-04-11 00:00:00,0.0035203557698020305,1,177.3484,177.5558,0.0009694495129361826,PRIMARY,SPY,
2016-04-13 00:00:00,0.0051471691412599,1,178.9644,179.0637,0.0003548589551889194,PRIMARY,SPY,
2016-04-18 00:00:00,-0.0032721175601230224,-1,179.0421,179.2409,-0.0013103533749883266,PRIMARY,SPY,
2016-04-19 00:00:00,0.0021979759820667244,1,181.2111,181.1766,-0.00039038568829377043,PRIMARY,SPY,
2016-04-25 00:00:00,-0.0034928481884587415,-1,180.1742,180.1828,-0.0002477315842111192,PRIMARY,SPY,
2016-04-26 00:00:00,0.0020613615637057325,1,180.5285,180.5198,-0.000248191836745981,PRIMARY,SPY,
2016-04-27 00:00:00,-0.0023928413010720906,-1,180.5371,180.563,-0.0003434608177486307,PRIMARY,SPY,
2016-04-28 00:00:00,-0.004251520176893342,-1,180.0445,180.3816,-0.002072314899927563,PRIMARY,SPY,
2016-04-29 00:00:00,-0.00366272581092264,-1,178.973,178.9471,-5.5285434115725894e-05,PRIMARY,SPY,
2016-05-02 00:00:00,0.00285924205968624,1,178.6792,178.8174,0.0005734532055212462,PRIMARY,SPY,
2016-05-03 00:00:00,-0.006972660227625549,-1,178.4459,178.4286,-0.00010305184932792849,PRIMARY,SPY,
2016-05-04 00:00:00,-0.005626927520188896,-1,177.357,177.0287,0.0016510687483438425,PRIMARY,SPY,
2016-05-05 00:00:00,0.0027808356055345484,1,177.6422,177.7625,0.0004772039526643514,PRIMARY,SPY,
2016-05-06 00:00:00,-0.004488168172508189,-1,176.4851,176.9077,-0.0025945364226216626,PRIMARY,SPY,
2016-05-10 00:00:00,0.004031616687846684,1,178.7829,178.7224,-0.000538399254067423,PRIMARY,SPY,
2016-05-11 00:00:00,-0.0024950906011036444,-1,179.7507,179.7507,-0.0002,PRIMARY,SPY,
2016-05-12 00:00:00,0.0035339390927726644,1,179.2236,178.9644,-0.0016462381070349251,PRIMARY,SPY,
2016-05-18 00:00:00,-0.0021480293257120087,-1,176.4583,176.588,-0.0009350178484093472,PRIMARY,SPY,
2016-05-19 00:00:00,-0.004390929965880974,-1,176.3719,176.5015,-0.0009348109307661055,PRIMARY,SPY,
2016-05-20 00:00:00,0.00342766932085814,1,177.3052,177.3657,0.000141219546860394,PRIMARY,SPY,
