scenario,scenario_role,spread_usd,commission_rt_usd,sample,entry_model,risk_rule,vol_floor_k,target_r,trades,tp_pct,sl_pct,time_pct,ambiguous_same_bar_pct,avg_gross_R,pf_gross,avg_net_R,pf_net,median_risk_price,min_risk_price,median_entry_delay_minutes,sum_net_R
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,0.5,16,18.75,81.25,0.0,37.5,-0.7187499999999791,0.11538461538464097,-0.859232416582987,0.08558228212412021,0.46432778071834946,0.21900000000005093,6.0,-13.747718665327792
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,1.0,16,18.75,81.25,0.0,31.25,-0.625,0.23076923076923078,-0.7654824165830078,0.18535349582176472,0.46432778071834946,0.21900000000005093,6.0,-12.247718665328124
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,1.5,16,12.5,87.5,0.0,31.25,-0.6875000000000208,0.21428571428569052,-0.8279824165830285,0.1757357163720006,0.46432778071834946,0.21900000000005093,6.0,-13.247718665328456
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,2.0,16,12.5,87.5,0.0,31.25,-0.625,0.2857142857142857,-0.7654824165830078,0.23795505424075486,0.46432778071834946,0.21900000000005093,6.0,-12.247718665328124
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,2.5,16,12.5,87.5,0.0,31.25,-0.5624999999999791,0.35714285714288085,-0.702982416582987,0.3001743921095091,0.46432778071834946,0.21900000000005093,6.0,-11.247718665327792
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,3.0,16,12.5,87.5,0.0,31.25,-0.5,0.42857142857142855,-0.6404824165830079,0.36239372997822195,0.46432778071834946,0.21900000000005093,6.0,-10.247718665328126
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,0.5,981,60.040774719673806,23.751274209989806,16.207951070336392,0.0,0.0455573796057041,1.1708199775261638,0.015465041928006398,1.0560061798887215,2.4446383721499387,0.40099999999983993,1.0,15.171206131374277
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,1.0,981,37.61467889908257,33.53720693170234,28.848114169215087,0.0,0.05059605581866341,1.136017433000947,0.02050371814096573,1.0531448296057575,2.4446383721499387,0.40099999999983993,1.0,20.11414749628738
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,1.5,981,24.057084607543324,37.81855249745158,38.1243628950051,0.0,0.03682967097804862,1.0874861784383898,0.006737333300350922,1.0154075899804438,2.4446383721499387,0.40099999999983993,1.0,6.609323967644254
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,2.0,981,16.71763506625892,39.24566768603466,44.03669724770643,0.0,0.045114185870883304,1.1029808547529296,0.015021848193185607,1.032987086129743,2.4446383721499387,0.40099999999983993,1.0,14.73643307751508
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,2.5,981,11.213047910295616,39.75535168195719,49.03160040774719,0.0,0.053922377843483235,1.121671485327933,0.023830040165785535,1.0517257663093305,2.4446383721499387,0.40099999999983993,1.0,23.37726940263561
