scenario,scenario_role,spread_usd,commission_rt_usd,sample,entry_model,risk_rule,vol_floor_k,target_r,trades,tp_pct,sl_pct,time_pct,ambiguous_same_bar_pct,avg_gross_R,pf_gross,avg_net_R,pf_net,median_risk_price,min_risk_price,median_entry_delay_minutes,sum_net_R
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,0.5,18,33.33333333333333,66.66666666666666,0.0,38.88888888888889,-0.5055653906675347,0.2479302568931697,-0.610477763763049,0.18445639017091725,0.5434040510160685,0.26499999999987267,7.0,-10.988599747734881
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,1.0,18,33.33333333333333,66.66666666666666,0.0,38.88888888888889,-0.3388987240009024,0.49586051378623713,-0.44381109709641653,0.4071081279404249,0.5434040510160685,0.26499999999987267,7.0,-7.988599747735497
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,1.5,18,27.77777777777778,72.22222222222221,0.0,38.88888888888889,-0.31112094622315895,0.572511347111548,-0.41603331931867316,0.4865531593289546,0.5434040510160685,0.26499999999987267,7.0,-7.488599747736116
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,2.0,18,22.22222222222222,77.77777777777779,0.0,38.88888888888889,-0.3388987240009024,0.5673687629477974,-0.4438110970964166,0.4921784047136559,0.5434040510160685,0.26499999999987267,7.0,-7.988599747735498
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,2.5,18,22.22222222222222,77.77777777777779,0.0,38.88888888888889,-0.2277876128897569,0.7092109536847905,-0.33269998598527106,0.6193149771600229,0.5434040510160685,0.26499999999987267,7.0,-5.988599747734879
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,3.0,18,22.22222222222222,77.77777777777779,0.0,38.88888888888889,-0.11667650177868014,0.851053144421696,-0.22158887487419435,0.7464515496063111,0.5434040510160685,0.26499999999987267,7.0,-3.988599747735498
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,0.5,1004,59.561752988047814,20.418326693227094,20.0199203187251,0.199203187250996,0.06045567286095994,1.242952312271892,0.04468465696175092,1.1763115390822212,4.741564288370682,0.6665258747425469,1.0,44.86339558959792
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,1.0,1004,34.8605577689243,27.689243027888445,37.45019920318725,0.099601593625498,0.06499663802638574,1.192153755996427,0.049225622127176724,1.1426030391784447,4.741564288370682,0.6665258747425469,1.0,49.42252461568543
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,1.5,1004,23.50597609561753,31.573705179282868,44.9203187250996,0.0,0.07979930199582536,1.210695380023965,0.06402828609661632,1.1655466686358678,4.741564288370682,0.6665258747425469,1.0,64.28439924100279
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,2.0,1004,16.235059760956176,34.26294820717131,49.50199203187251,0.0,0.06214845547493282,1.1522846633118955,0.0463774395757238,1.1112110929024748,4.741564288370682,0.6665258747425469,1.0,46.5629493340267
