scenario,scenario_role,spread_usd,commission_rt_usd,sample,entry_model,risk_rule,vol_floor_k,target_r,trades,tp_pct,sl_pct,time_pct,ambiguous_same_bar_pct,avg_gross_R,pf_gross,avg_net_R,pf_net,median_risk_price,min_risk_price,median_entry_delay_minutes,sum_net_R
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,0.5,9,22.22222222222222,77.77777777777779,0.0,55.55555555555556,-0.6666666666666765,0.14285714285713016,-0.7616380190372046,0.11930747629005209,0.6488774128752084,0.2864999999999327,6.0,-6.854742171334841
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,1.0,9,22.22222222222222,77.77777777777779,0.0,55.55555555555556,-0.5555555555555556,0.2857142857142857,-0.6505269079260836,0.24778678327156134,0.6488774128752084,0.2864999999999327,6.0,-5.8547421713347525
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,1.5,9,22.22222222222222,77.77777777777779,0.0,55.55555555555556,-0.4444444444444346,0.42857142857144126,-0.5394157968149625,0.37626609025307056,0.6488774128752084,0.2864999999999327,6.0,-4.854742171334663
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,2.0,9,22.22222222222222,77.77777777777779,0.0,55.55555555555556,-0.3333333333333333,0.5714285714285714,-0.4283046857038614,0.5047453972345569,0.6488774128752084,0.2864999999999327,6.0,-3.8547421713347525
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,2.5,9,22.22222222222222,77.77777777777779,0.0,55.55555555555556,-0.2222222222222321,0.7142857142857016,-0.31719357459276015,0.6332247042160434,0.6488774128752084,0.2864999999999327,6.0,-2.8547421713348413
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,3.0,9,22.22222222222222,77.77777777777779,0.0,55.55555555555556,-0.1111111111111111,0.8571428571428571,-0.20608246348163914,0.7617040111975525,0.6488774128752084,0.2864999999999327,6.0,-1.8547421713347523
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,0.5,999,56.95695695695696,22.922922922922922,20.12012012012012,0.0,0.023281537303248244,1.085284641823304,0.0020571092983740586,1.0073569091673282,3.5822337321324085,0.3450000000000273,1.0,2.0550521890756848
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,1.0,999,36.53653653653654,30.03003003003003,33.433433433433436,0.0,0.06375041334016626,1.180602788816984,0.042525985335292074,1.1174673503909933,3.5822337321324085,0.3450000000000273,1.0,42.48345934995678
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,1.5,999,24.024024024024023,34.53453453453454,41.44144144144144,0.10010010010010009,0.061289212723056506,1.1533024765803792,0.040064784718182325,1.097599031770991,3.5822337321324085,0.3450000000000273,1.0,40.02471993346414
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,2.0,999,15.815815815815814,37.03703703703704,47.147147147147145,0.0,0.05143586146041112,1.1207441225691657,0.030211433455536927,1.069017158413304,3.5822337321324085,0.3450000000000273,1.0,30.18122202208139
