scenario,scenario_role,spread_usd,commission_rt_usd,sample,entry_model,risk_rule,vol_floor_k,target_r,trades,tp_pct,sl_pct,time_pct,ambiguous_same_bar_pct,avg_gross_R,pf_gross,avg_net_R,pf_net,median_risk_price,min_risk_price,median_entry_delay_minutes,sum_net_R
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,0.5,13,69.23076923076923,30.76923076923077,0.0,7.6923076923076925,0.038461538461564374,1.1250000000000844,-0.044910099366299604,0.8627421125846811,0.8309772602012799,0.35500000000024556,6.0,-0.5838312917618949
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,1.0,13,61.53846153846154,38.46153846153847,0.0,7.6923076923076925,0.23076923076923078,1.6,0.14739759294136676,1.3586834882095686,0.8309772602012799,0.35500000000024556,6.0,1.9161687082377679
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,1.5,13,61.53846153846154,38.46153846153847,0.0,7.6923076923076925,0.5384615384615127,2.399999999999933,0.4550899006336486,2.107434862068308,0.8309772602012799,0.35500000000024556,6.0,5.916168708237432
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,2.0,13,38.46153846153847,61.53846153846154,0.0,7.6923076923076925,0.15384615384615385,1.25,0.07047451601828986,1.1066209863629235,0.8309772602012799,0.35500000000024556,6.0,0.9161687082377681
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,2.5,13,38.46153846153847,61.53846153846154,0.0,7.6923076923076925,0.3461538461538813,1.562500000000057,0.26278220832601734,1.397563542587165,0.8309772602012799,0.35500000000024556,6.0,3.4161687082382257
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,STRUCTURAL,,3.0,13,38.46153846153847,61.53846153846154,0.0,7.6923076923076925,0.5384615384615384,1.875,0.45508990063367444,1.6885060988112999,0.8309772602012799,0.35500000000024556,6.0,5.916168708237768
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,0.5,824,58.616504854368934,17.83980582524272,23.54368932038835,0.12135922330097086,0.07707027671356792,1.339802150867039,0.055755316884224644,1.2395072794237265,3.563204415542941,0.3830000000002656,1.0,45.942381112601105
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,1.0,824,37.74271844660194,25.364077669902912,36.89320388349515,0.0,0.1162453898588931,1.3726919045133532,0.09493043002954983,1.295972801561986,3.563204415542941,0.3830000000002656,1.0,78.22267434434906
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,1.5,824,25.12135922330097,29.004854368932037,45.87378640776699,0.0,0.12947347661073286,1.3693529267389024,0.10815851678138957,1.2995487885286778,3.563204415542941,0.3830000000002656,1.0,89.12261782786501
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,2.0,824,17.718446601941746,31.31067961165049,50.970873786407765,0.0,0.133471001940448,1.3567699820472856,0.11215604211110472,1.2909270947235525,3.563204415542941,0.3830000000002656,1.0,92.41657869955029
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,2.5,824,13.349514563106796,31.917475728155342,54.73300970873787,0.0,0.16150872082861395,1.4243497466382544,0.14019376099927067,1.3572190396850354,3.563204415542941,0.3830000000002656,1.0,115.51965906339903
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,STRUCTURAL,,3.0,824,9.587378640776699,32.40291262135923,58.009708737864074,0.0,0.1678477445492766,1.43528246193659,0.1465327847199333,1.368311272124276,3.563204415542941,0.3830000000002656,1.0,120.74301460922504
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,FAILED_AUCTION,STRUCTURAL,,0.5,212,62.735849056603776,35.37735849056604,1.8867924528301887,0.0,-0.047067944009626085,0.8697380421664183,-0.0890109899282095,0.7634357057922239,1.683726904905484,0.3716664153432703,2.0,-18.870329864780413
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,FAILED_AUCTION,STRUCTURAL,,1.0,212,46.69811320754717,48.113207547169814,5.188679245283019,0.0,-0.013993591087410977,0.9714681775127886,-0.05593663700599439,0.8904982120945055,1.683726904905484,0.3716664153432703,2.0,-11.85856704527081
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,FAILED_AUCTION,STRUCTURAL,,1.5,212,34.90566037735849,56.132075471698116,8.962264150943396,0.0,-0.016853103846072397,0.970466531384216,-0.05879614976465578,0.9011720345271702,1.683726904905484,0.3716664153432703,2.0,-12.464783750107026
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,FAILED_AUCTION,STRUCTURAL,,2.0,212,24.528301886792452,62.735849056603776,12.735849056603774,0.0,-0.0766216110220338,0.8796548142581646,-0.11856465694061719,0.8215785487531421,1.683726904905484,0.3716664153432703,2.0,-25.135707271410844
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,FAILED_AUCTION,STRUCTURAL,,2.5,212,22.169811320754718,64.15094339622641,13.679245283018867,0.0,-0.01923151838568169,0.9704509134008169,-0.061174564304265065,0.9099534586341741,1.683726904905484,0.3716664153432703,2.0,-12.969007632504194
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,FAILED_AUCTION,STRUCTURAL,,3.0,212,20.754716981132077,65.09433962264151,14.150943396226415,0.0,0.04668052322812812,1.0706994766997433,0.00473747730954471,1.0068735275466139,1.683726904905484,0.3716664153432703,2.0,1.0043451896234785
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,STRUCTURAL,,0.5,446,50.0,49.775784753363226,0.2242152466367713,34.753363228699556,-0.27329534687269097,0.4778689333840366,-0.36977255962947037,0.35911227899005044,0.7116018746229429,0.2082500000001346,1.0,-164.91856159474378
S10_C6,sensitivity,0.1,6.0,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,STRUCTURAL,,1.0,446,43.49775784753363,55.60538116591929,0.8968609865470852,34.08071748878923,-0.1450527424543253,0.7506480255863707,-0.24152995521110474,0.6221991485364524,0.7116018746229429,0.2082500000001346,1.0,-107.7223600241527
