entry_time,exit_time,model,direction,tag,risk_ticks,raw_r,spread_cost_points,primary_r,stress_r,reason,year,period,session,hour,weekday,model_direction,md_session,md_weekday,risk_quartile
2022-06-01 13:32:00,2022-06-01 13:33:00,pm_mom,short,pm_mom_short,53.599999999998545,-0.004664179104477738,0.2,-0.019589552238806502,-0.03451492537313527,trail,2022,DEV,PM_1330_1500,13,Wednesday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Wednesday,Q3
2022-06-02 10:16:00,2022-06-02 10:17:00,or_rev,short,or_rev_short,58.80000000000291,0.7474489795917503,0.2,0.7338435374148802,0.7202380952380101,trail,2022,DEV,OPEN_0930_1030,10,Thursday,or_rev__short,or_rev__short__OPEN_0930_1030,or_rev__short__Thursday,Q4_WIDE
2022-06-02 11:06:00,2022-06-02 11:07:00,vwap_rev,short,vwap_rev_short,45.80000000000291,-0.0054585152838424475,0.2,-0.022925764192138282,-0.04039301310043412,trail,2022,DEV,MORNING_1030_1200,11,Thursday,vwap_rev__short,vwap_rev__short__MORNING_1030_1200,vwap_rev__short__Thursday,Q2
2022-06-02 13:46:00,2022-06-02 13:56:00,pm_mom,long,pm_mom_long,45.599999999998545,-1.005482456140351,0.2,-1.0230263157894743,-1.0405701754385979,stop,2022,DEV,PM_1330_1500,13,Thursday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Thursday,Q2
2022-06-02 14:30:00,2022-06-02 14:32:00,ou_rev,short,ou_rev_short,58.0,-1.0043103448275863,0.2,-1.0181034482758622,-1.031896551724138,stop,2022,DEV,PM_1330_1500,14,Thursday,ou_rev__short,ou_rev__short__PM_1330_1500,ou_rev__short__Thursday,Q4_WIDE
2022-06-02 14:39:00,2022-06-02 14:44:00,ou_rev,short,ou_rev_short,41.19999999999709,1.0813106796117975,0.2,1.0618932038836408,1.0424757281554842,trail,2022,DEV,PM_1330_1500,14,Thursday,ou_rev__short,ou_rev__short__PM_1330_1500,ou_rev__short__Thursday,Q1_TIGHT
2022-06-03 10:45:00,2022-06-03 10:46:00,vwap_rev,long,vwap_rev_long,43.19999999999709,1.6099537037038796,0.2,1.5914351851853599,1.5729166666668402,trail,2022,DEV,MORNING_1030_1200,10,Friday,vwap_rev__long,vwap_rev__long__MORNING_1030_1200,vwap_rev__long__Friday,Q1_TIGHT
2022-06-03 11:09:00,2022-06-03 11:11:00,ou_rev,long,ou_rev_long,41.0,-0.006097560975609756,0.2,-0.025609756097560978,-0.045121951219512194,trail,2022,DEV,MORNING_1030_1200,11,Friday,ou_rev__long,ou_rev__long__MORNING_1030_1200,ou_rev__long__Friday,Q1_TIGHT
2022-06-03 11:20:00,2022-06-03 11:26:00,ou_rev,long,ou_rev_long,76.0,-1.0032894736842106,0.2,-1.0138157894736843,-1.024342105263158,stop,2022,DEV,MORNING_1030_1200,11,Friday,ou_rev__long,ou_rev__long__MORNING_1030_1200,ou_rev__long__Friday,Q4_WIDE
2022-06-03 12:17:00,2022-06-03 12:19:00,vwap_scalp,long,vwap_scalp_long,42.599999999998545,-0.005868544600939167,0.2,-0.024647887323944503,-0.043427230046949844,trail,2022,DEV,LUNCH_1200_1330,12,Friday,vwap_scalp__long,vwap_scalp__long__LUNCH_1200_1330,vwap_scalp__long__Friday,Q1_TIGHT
2022-06-03 12:39:00,2022-06-03 12:40:00,kalman_mom,long,kalman_mom_long,43.0,0.9709302325581395,0.2,0.9523255813953488,0.9337209302325581,trail,2022,DEV,LUNCH_1200_1330,12,Friday,kalman_mom__long,kalman_mom__long__LUNCH_1200_1330,kalman_mom__long__Friday,Q1_TIGHT
2022-06-03 13:32:00,2022-06-03 13:33:00,pm_mom,short,pm_mom_short,55.80000000000291,-0.004480286738351021,0.2,-0.018817204301074288,-0.033154121863797556,trail,2022,DEV,PM_1330_1500,13,Friday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Friday,Q4_WIDE
2022-06-06 11:15:00,2022-06-06 11:16:00,ema_rev,long,ema_rev_long,52.0,-1.0048076923076923,0.2,-1.0201923076923076,-1.0355769230769232,stop,2022,DEV,MORNING_1030_1200,11,Monday,ema_rev__long,ema_rev__long__MORNING_1030_1200,ema_rev__long__Monday,Q3
2022-06-06 11:22:00,2022-06-06 11:23:00,vwap_rev,long,vwap_rev_long,44.19999999999709,0.6685520361992049,0.2,0.6504524886878915,0.632352941176578,trail,2022,DEV,MORNING_1030_1200,11,Monday,vwap_rev__long,vwap_rev__long__MORNING_1030_1200,vwap_rev__long__Monday,Q2
2022-06-06 13:31:00,2022-06-06 13:32:00,pm_mom,long,pm_mom_long,42.19999999999709,1.9561611374409622,0.2,1.937203791469397,1.9182464454978316,trail,2022,DEV,PM_1330_1500,13,Monday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Monday,Q1_TIGHT
2022-06-07 10:04:00,2022-06-07 10:06:00,or_rev,short,or_rev_short,50.80000000000291,-1.0049212598425195,0.2,-1.0206692913385815,-1.0364173228346436,stop,2022,DEV,OPEN_0930_1030,10,Tuesday,or_rev__short,or_rev__short__OPEN_0930_1030,or_rev__short__Tuesday,Q3
2022-06-07 10:07:00,2022-06-07 10:07:00,sweep,long,sweep_pdl_long,74.19999999999709,-1.003369272237197,0.2,-1.014150943396227,-1.024932614555257,stop,2022,DEV,OPEN_0930_1030,10,Tuesday,sweep__long,sweep__long__OPEN_0930_1030,sweep__long__Tuesday,Q4_WIDE
2022-06-07 10:32:00,2022-06-07 10:33:00,ou_rev,short,ou_rev_short,54.80000000000291,-1.0045620437956202,0.2,-1.019160583941605,-1.0337591240875894,stop,2022,DEV,MORNING_1030_1200,10,Tuesday,ou_rev__short,ou_rev__short__MORNING_1030_1200,ou_rev__short__Tuesday,Q3
2022-06-07 10:40:00,2022-06-07 10:43:00,vwap_rev,short,vwap_rev_short,48.400000000001455,-1.0051652892561982,0.2,-1.0216942148760324,-1.0382231404958666,stop,2022,DEV,MORNING_1030_1200,10,Tuesday,vwap_rev__short,vwap_rev__short__MORNING_1030_1200,vwap_rev__short__Tuesday,Q3
2022-06-07 10:47:00,2022-06-07 10:53:00,kalman_mom,long,kalman_mom_long,45.80000000000291,-0.0054585152838424475,0.2,-0.022925764192138282,-0.04039301310043412,trail,2022,DEV,MORNING_1030_1200,10,Tuesday,kalman_mom__long,kalman_mom__long__MORNING_1030_1200,kalman_mom__long__Tuesday,Q2
2022-06-07 13:33:00,2022-06-07 13:35:00,pm_mom,long,pm_mom_long,41.400000000001455,-1.006038647342995,0.2,-1.025362318840579,-1.0446859903381627,trail,2022,DEV,PM_1330_1500,13,Tuesday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Tuesday,Q1_TIGHT
2022-06-07 14:02:00,2022-06-07 14:03:00,ou_rev,short,ou_rev_short,51.599999999998545,-1.0048449612403103,0.2,-1.020348837209303,-1.0358527131782957,stop,2022,DEV,PM_1330_1500,14,Tuesday,ou_rev__short,ou_rev__short__PM_1330_1500,ou_rev__short__Tuesday,Q3
2022-06-08 09:52:00,2022-06-08 09:54:00,ema_rev,short,ema_rev_short,54.0,1.0324074074074074,0.2,1.0175925925925926,1.0027777777777778,trail,2022,DEV,OPEN_0930_1030,9,Wednesday,ema_rev__short,ema_rev__short__OPEN_0930_1030,ema_rev__short__Wednesday,Q3
2022-06-08 10:01:00,2022-06-08 10:02:00,or_rev,short,or_rev_short,43.0,3.38953488372093,0.2,3.3709302325581394,3.3523255813953488,trail,2022,DEV,OPEN_0930_1030,10,Wednesday,or_rev__short,or_rev__short__OPEN_0930_1030,or_rev__short__Wednesday,Q1_TIGHT
2022-06-09 10:06:00,2022-06-09 10:07:00,or_rev,short,or_rev_short,58.0,1.0474137931034482,0.2,1.0336206896551723,1.0198275862068964,trail,2022,DEV,OPEN_0930_1030,10,Thursday,or_rev__short,or_rev__short__OPEN_0930_1030,or_rev__short__Thursday,Q4_WIDE
2022-06-09 10:38:00,2022-06-09 10:40:00,vwap_scalp,short,vwap_scalp_short,48.0,-1.0052083333333333,0.2,-1.0218749999999999,-1.0385416666666667,trail,2022,DEV,MORNING_1030_1200,10,Thursday,vwap_scalp__short,vwap_scalp__short__MORNING_1030_1200,vwap_scalp__short__Thursday,Q2
2022-06-09 11:42:00,2022-06-09 11:44:00,pd_rev,long,pd_pdl_long,57.80000000000291,2.109861591695345,0.2,2.096020761245519,2.0821799307956925,trail,2022,DEV,MORNING_1030_1200,11,Thursday,pd_rev__long,pd_rev__long__MORNING_1030_1200,pd_rev__long__Thursday,Q4_WIDE
2022-06-10 14:02:00,2022-06-10 14:05:00,pm_mom,short,pm_mom_short,65.0,0.5653846153846154,0.2,0.553076923076923,0.5407692307692308,trail,2022,DEV,PM_1330_1500,14,Friday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Friday,Q4_WIDE
2022-06-10 14:57:00,2022-06-10 14:57:00,ou_rev,short,ou_rev_short,41.0,-1.0060975609756098,0.2,-1.025609756097561,-1.0451219512195122,stop,2022,DEV,PM_1330_1500,14,Friday,ou_rev__short,ou_rev__short__PM_1330_1500,ou_rev__short__Friday,Q1_TIGHT
2022-06-13 13:34:00,2022-06-13 13:36:00,pm_mom,short,pm_mom_short,45.80000000000291,1.2216157205238762,0.2,1.2041484716155804,1.1866812227072845,trail,2022,DEV,PM_1330_1500,13,Monday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Monday,Q2
2022-06-14 10:18:00,2022-06-14 10:18:00,kalman_mom,short,kalman_mom_short,42.0,-1.005952380952381,0.2,-1.025,-1.0440476190476191,stop,2022,DEV,OPEN_0930_1030,10,Tuesday,kalman_mom__short,kalman_mom__short__OPEN_0930_1030,kalman_mom__short__Tuesday,Q1_TIGHT
2022-06-14 10:31:00,2022-06-14 10:32:00,trend,short,trend_cont_short,64.19999999999709,-0.0038940809968849117,0.2,-0.01635514018691663,-0.028816199376948348,trail,2022,DEV,MORNING_1030_1200,10,Tuesday,trend__short,trend__short__MORNING_1030_1200,trend__short__Tuesday,Q4_WIDE
2022-06-14 10:34:00,2022-06-14 10:35:00,trend,short,trend_cont_short,68.0,0.9816176470588235,0.2,0.9698529411764706,0.9580882352941176,trail,2022,DEV,MORNING_1030_1200,10,Tuesday,trend__short,trend__short__MORNING_1030_1200,trend__short__Tuesday,Q4_WIDE
2022-06-14 13:20:00,2022-06-14 13:23:00,vwap_rev,short,vwap_rev_short,45.0,-1.0055555555555555,0.2,-1.0233333333333332,-1.041111111111111,stop,2022,DEV,LUNCH_1200_1330,13,Tuesday,vwap_rev__short,vwap_rev__short__LUNCH_1200_1330,vwap_rev__short__Tuesday,Q2
2022-06-14 13:31:00,2022-06-14 13:33:00,pm_mom,short,pm_mom_short,53.19999999999709,0.9125939849625107,0.2,0.8975563909775475,0.8825187969925842,trail,2022,DEV,PM_1330_1500,13,Tuesday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Tuesday,Q3
2022-06-14 13:49:00,2022-06-14 14:02:00,trend,short,trend_cont_short,75.19999999999709,-1.0033244680851066,0.2,-1.0139627659574475,-1.0246010638297882,stop,2022,DEV,PM_1330_1500,13,Tuesday,trend__short,trend__short__PM_1330_1500,trend__short__Tuesday,Q4_WIDE
2022-06-15 12:20:00,2022-06-15 12:21:00,vwap_scalp,short,vwap_scalp_short,42.19999999999709,-0.005924170616114153,0.2,-0.024881516587679443,-0.04383886255924473,trail,2022,DEV,LUNCH_1200_1330,12,Wednesday,vwap_scalp__short,vwap_scalp__short__LUNCH_1200_1330,vwap_scalp__short__Wednesday,Q1_TIGHT
2022-06-15 12:35:00,2022-06-15 12:36:00,ou_lunch,short,ou_lunch_short,44.80000000000291,1.0256696428570113,0.2,1.0078124999998697,0.989955357142728,trail,2022,DEV,LUNCH_1200_1330,12,Wednesday,ou_lunch__short,ou_lunch__short__LUNCH_1200_1330,ou_lunch__short__Wednesday,Q2
2022-06-15 13:51:00,2022-06-15 13:52:00,pm_mom,short,pm_mom_short,47.19999999999709,1.939618644067978,0.2,1.922669491525604,1.90572033898323,trail,2022,DEV,PM_1330_1500,13,Wednesday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Wednesday,Q2
2022-06-16 11:49:00,2022-06-16 11:51:00,trend,short,trend_cont_short,43.599999999998545,-1.0057339449541287,0.2,-1.0240825688073403,-1.042431192660552,trail,2022,DEV,MORNING_1030_1200,11,Thursday,trend__short,trend__short__MORNING_1030_1200,trend__short__Thursday,Q1_TIGHT
2022-06-16 11:52:00,2022-06-16 11:53:00,trend,short,trend_cont_short,49.19999999999709,-0.005081300813008431,0.2,-0.02134146341463541,-0.037601626016262386,trail,2022,DEV,MORNING_1030_1200,11,Thursday,trend__short,trend__short__MORNING_1030_1200,trend__short__Thursday,Q3
2022-06-16 13:38:00,2022-06-16 13:40:00,pm_mom,short,pm_mom_short,63.19999999999709,-1.0039556962025318,0.2,-1.0166139240506336,-1.0292721518987356,stop,2022,DEV,PM_1330_1500,13,Thursday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Thursday,Q4_WIDE
2022-06-17 10:23:00,2022-06-17 10:24:00,kalman_mom,short,kalman_mom_short,46.400000000001455,1.0420258620689016,0.2,1.0247844827585573,1.007543103448213,trail,2022,DEV,OPEN_0930_1030,10,Friday,kalman_mom__short,kalman_mom__short__OPEN_0930_1030,kalman_mom__short__Friday,Q2
2022-06-17 13:20:00,2022-06-17 13:22:00,vwap_rev,short,vwap_rev_short,44.0,0.8125,0.2,0.7943181818181818,0.7761363636363636,trail,2022,DEV,LUNCH_1200_1330,13,Friday,vwap_rev__short,vwap_rev__short__LUNCH_1200_1330,vwap_rev__short__Friday,Q1_TIGHT
2022-06-17 13:33:00,2022-06-17 13:35:00,pd_rev,short,pd_pdh_short,55.19999999999709,-1.0045289855072466,0.2,-1.0190217391304357,-1.0335144927536248,trail,2022,DEV,PM_1330_1500,13,Friday,pd_rev__short,pd_rev__short__PM_1330_1500,pd_rev__short__Friday,Q3
2022-06-17 14:13:00,2022-06-17 14:15:00,ou_rev,short,ou_rev_short,65.80000000000291,-1.0037993920972643,0.2,-1.01595744680851,-1.0281155015197556,stop,2022,DEV,PM_1330_1500,14,Friday,ou_rev__short,ou_rev__short__PM_1330_1500,ou_rev__short__Friday,Q4_WIDE
2022-06-17 14:20:00,2022-06-17 14:27:00,ou_rev,short,ou_rev_short,43.19999999999709,0.6377314814815919,0.2,0.619212962963072,0.6006944444445523,trail,2022,DEV,PM_1330_1500,14,Friday,ou_rev__short,ou_rev__short__PM_1330_1500,ou_rev__short__Friday,Q1_TIGHT
2022-06-17 14:30:00,2022-06-17 14:32:00,ou_rev,short,ou_rev_short,74.0,1.1722972972972974,0.2,1.1614864864864867,1.1506756756756757,trail,2022,DEV,PM_1330_1500,14,Friday,ou_rev__short,ou_rev__short__PM_1330_1500,ou_rev__short__Friday,Q4_WIDE
2022-06-20 12:09:00,2022-06-20 12:34:00,ou_lunch,short,ou_lunch_short,48.0,-0.3135416666667273,0.2,-0.33020833333339394,-0.3468750000000606,time_stop,2022,DEV,LUNCH_1200_1330,12,Monday,ou_lunch__short,ou_lunch__short__LUNCH_1200_1330,ou_lunch__short__Monday,Q2
2022-06-20 12:39:00,2022-06-20 12:47:00,ou_lunch,short,ou_lunch_short,42.19999999999709,-1.0059241706161142,0.2,-1.0248815165876795,-1.0438388625592447,stop,2022,DEV,LUNCH_1200_1330,12,Monday,ou_lunch__short,ou_lunch__short__LUNCH_1200_1330,ou_lunch__short__Monday,Q1_TIGHT
2022-06-21 10:02:00,2022-06-21 10:03:00,or_rev,short,or_rev_short,46.599999999998545,0.8186695278970525,0.2,0.801502145922803,0.7843347639485536,trail,2022,DEV,OPEN_0930_1030,10,Tuesday,or_rev__short,or_rev__short__OPEN_0930_1030,or_rev__short__Tuesday,Q2
2022-06-21 13:31:00,2022-06-21 13:32:00,pm_mom,short,pm_mom_short,55.599999999998545,-1.004496402877698,0.2,-1.0188848920863314,-1.0332733812949648,stop,2022,DEV,PM_1330_1500,13,Tuesday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Tuesday,Q4_WIDE
2022-06-22 10:07:00,2022-06-22 10:08:00,or_rev,short,or_rev_short,48.599999999998545,-0.005144032921810854,0.2,-0.021604938271605586,-0.03806584362140032,trail,2022,DEV,OPEN_0930_1030,10,Wednesday,or_rev__short,or_rev__short__OPEN_0930_1030,or_rev__short__Wednesday,Q3
2022-06-22 10:12:00,2022-06-22 10:13:00,ou_rev,short,ou_rev_short,47.0,-0.005319148936170213,0.2,-0.022340425531914895,-0.039361702127659576,trail,2022,DEV,OPEN_0930_1030,10,Wednesday,ou_rev__short,ou_rev__short__OPEN_0930_1030,ou_rev__short__Wednesday,Q2
2022-06-22 10:20:00,2022-06-22 10:23:00,ou_rev,short,ou_rev_short,69.59999999999854,-1.0035919540229885,0.2,-1.015086206896552,-1.0265804597701154,stop,2022,DEV,OPEN_0930_1030,10,Wednesday,ou_rev__short,ou_rev__short__OPEN_0930_1030,ou_rev__short__Wednesday,Q4_WIDE
2022-06-22 11:18:00,2022-06-22 11:19:00,pd_rev,short,pd_pdh_short,59.80000000000291,-1.0041806020066888,0.2,-1.0175585284280928,-1.0309364548494968,stop,2022,DEV,MORNING_1030_1200,11,Wednesday,pd_rev__short,pd_rev__short__MORNING_1030_1200,pd_rev__short__Wednesday,Q4_WIDE
2022-06-22 11:26:00,2022-06-22 11:27:00,vwap_scalp,short,vwap_scalp_short,50.0,0.795,0.2,0.779,0.763,trail,2022,DEV,MORNING_1030_1200,11,Wednesday,vwap_scalp__short,vwap_scalp__short__MORNING_1030_1200,vwap_scalp__short__Wednesday,Q3
2022-06-22 11:29:00,2022-06-22 11:32:00,vwap_scalp,short,vwap_scalp_short,41.0,-1.0060975609756098,0.2,-1.025609756097561,-1.0451219512195122,trail,2022,DEV,MORNING_1030_1200,11,Wednesday,vwap_scalp__short,vwap_scalp__short__MORNING_1030_1200,vwap_scalp__short__Wednesday,Q1_TIGHT
2022-06-22 11:47:00,2022-06-22 11:49:00,kalman_mom,short,kalman_mom_short,42.400000000001455,1.6591981132074558,0.2,1.6403301886791546,1.6214622641508534,trail,2022,DEV,MORNING_1030_1200,11,Wednesday,kalman_mom__short,kalman_mom__short__MORNING_1030_1200,kalman_mom__short__Wednesday,Q1_TIGHT
2022-06-23 10:44:00,2022-06-23 10:46:00,ou_rev,short,ou_rev_short,61.400000000001455,0.6897394136807418,0.2,0.67671009771983,0.6636807817589183,trail,2022,DEV,MORNING_1030_1200,10,Thursday,ou_rev__short,ou_rev__short__MORNING_1030_1200,ou_rev__short__Thursday,Q4_WIDE
2022-06-23 10:59:00,2022-06-23 11:01:00,ou_rev,short,ou_rev_short,51.400000000001455,0.999027237354029,0.2,0.983463035019399,0.9678988326847692,trail,2022,DEV,MORNING_1030_1200,10,Thursday,ou_rev__short,ou_rev__short__MORNING_1030_1200,ou_rev__short__Thursday,Q3
2022-06-23 11:02:00,2022-06-23 11:05:00,ou_rev,short,ou_rev_short,54.80000000000291,2.517335766423171,0.2,2.502737226277186,2.4881386861312014,trail,2022,DEV,MORNING_1030_1200,11,Thursday,ou_rev__short,ou_rev__short__MORNING_1030_1200,ou_rev__short__Thursday,Q3
2022-06-24 09:56:00,2022-06-24 09:57:00,ema_rev,short,ema_rev_short,56.0,1.0491071428571428,0.2,1.0348214285714286,1.0205357142857143,trail,2022,DEV,OPEN_0930_1030,9,Friday,ema_rev__short,ema_rev__short__OPEN_0930_1030,ema_rev__short__Friday,Q4_WIDE
2022-06-24 10:15:00,2022-06-24 10:16:00,or_rev,short,or_rev_short,56.400000000001455,-1.0044326241134751,0.2,-1.0186170212765953,-1.0328014184397156,trail,2022,DEV,OPEN_0930_1030,10,Friday,or_rev__short,or_rev__short__OPEN_0930_1030,or_rev__short__Friday,Q4_WIDE
2022-06-24 10:45:00,2022-06-24 10:47:00,kalman_mom,short,kalman_mom_short,43.400000000001455,-0.005760368663594277,0.2,-0.02419354838709596,-0.04262672811059765,trail,2022,DEV,MORNING_1030_1200,10,Friday,kalman_mom__short,kalman_mom__short__MORNING_1030_1200,kalman_mom__short__Friday,Q1_TIGHT
2022-06-27 10:26:00,2022-06-27 10:26:00,or_rev,long,or_rev_long,56.19999999999709,-1.0044483985765127,0.2,-1.0186832740213534,-1.0329181494661939,stop,2022,DEV,OPEN_0930_1030,10,Monday,or_rev__long,or_rev__long__OPEN_0930_1030,or_rev__long__Monday,Q4_WIDE
2022-06-27 10:41:00,2022-06-27 10:42:00,kalman_mom,long,kalman_mom_long,44.400000000001455,-0.0056306306306304465,0.2,-0.023648648648647873,-0.041666666666665304,trail,2022,DEV,MORNING_1030_1200,10,Monday,kalman_mom__long,kalman_mom__long__MORNING_1030_1200,kalman_mom__long__Monday,Q2
2022-06-27 10:55:00,2022-06-27 10:56:00,pd_rev,short,pd_pdh_short,41.80000000000291,-1.0059808612440186,0.2,-1.0251196172248787,-1.0442583732057384,stop,2022,DEV,MORNING_1030_1200,10,Monday,pd_rev__short,pd_rev__short__MORNING_1030_1200,pd_rev__short__Monday,Q1_TIGHT
2022-06-27 13:42:00,2022-06-27 13:43:00,pm_mom,short,pm_mom_short,51.80000000000291,0.8098455598454581,0.2,0.7944015444014436,0.778957528957429,trail,2022,DEV,PM_1330_1500,13,Monday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Monday,Q3
2022-06-28 10:12:00,2022-06-28 10:13:00,or_rev,long,or_rev_long,57.400000000001455,0.9468641114982085,0.2,0.9329268292682437,0.9189895470382788,trail,2022,DEV,OPEN_0930_1030,10,Tuesday,or_rev__long,or_rev__long__OPEN_0930_1030,or_rev__long__Tuesday,Q4_WIDE
2022-06-28 10:23:00,2022-06-28 10:25:00,kalman_mom,short,kalman_mom_short,44.80000000000291,-1.0055803571428568,0.2,-1.0234374999999984,-1.0412946428571401,stop,2022,DEV,OPEN_0930_1030,10,Tuesday,kalman_mom__short,kalman_mom__short__OPEN_0930_1030,kalman_mom__short__Tuesday,Q2
2022-06-28 11:47:00,2022-06-28 11:49:00,ema_rev,long,ema_rev_long,51.0,-1.0049019607843137,0.2,-1.0205882352941176,-1.0362745098039214,stop,2022,DEV,MORNING_1030_1200,11,Tuesday,ema_rev__long,ema_rev__long__MORNING_1030_1200,ema_rev__long__Tuesday,Q3
2022-06-28 12:13:00,2022-06-28 12:14:00,ou_lunch,long,ou_lunch_long,41.19999999999709,1.5424757281555195,0.2,1.5230582524273628,1.5036407766992061,trail,2022,DEV,LUNCH_1200_1330,12,Tuesday,ou_lunch__long,ou_lunch__long__LUNCH_1200_1330,ou_lunch__long__Tuesday,Q1_TIGHT
2022-06-28 13:38:00,2022-06-28 13:42:00,pm_mom,short,pm_mom_short,47.80000000000291,-1.0052301255230123,0.2,-1.0219665271966514,-1.0387029288702905,stop,2022,DEV,PM_1330_1500,13,Tuesday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Tuesday,Q2
2022-06-28 14:02:00,2022-06-28 14:03:00,ou_rev,long,ou_rev_long,61.19999999999709,1.2998366013072988,0.2,1.2867647058824616,1.2736928104576244,trail,2022,DEV,PM_1330_1500,14,Tuesday,ou_rev__long,ou_rev__long__PM_1330_1500,ou_rev__long__Tuesday,Q4_WIDE
2022-06-29 10:08:00,2022-06-29 10:09:00,or_rev,short,or_rev_short,59.400000000001455,-0.0042087542087541055,0.2,-0.017676767676767246,-0.031144781144780385,trail,2022,DEV,OPEN_0930_1030,10,Wednesday,or_rev__short,or_rev__short__OPEN_0930_1030,or_rev__short__Wednesday,Q4_WIDE
2022-06-29 10:20:00,2022-06-29 10:21:00,kalman_mom,short,kalman_mom_short,40.400000000001455,-0.0061881188118809655,0.2,-0.025990099009900056,-0.04579207920791915,trail,2022,DEV,OPEN_0930_1030,10,Wednesday,kalman_mom__short,kalman_mom__short__OPEN_0930_1030,kalman_mom__short__Wednesday,Q1_TIGHT
2022-06-29 14:32:00,2022-06-29 14:38:00,pm_mom,short,pm_mom_short,73.0,0.5582191780821918,0.2,0.5472602739726028,0.5363013698630137,trail,2022,DEV,PM_1330_1500,14,Wednesday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Wednesday,Q4_WIDE
2022-06-29 14:49:00,2022-06-29 14:56:00,trend,short,trend_cont_short,46.19999999999709,-1.0054112554112558,0.2,-1.0227272727272743,-1.0400432900432925,stop,2022,DEV,PM_1330_1500,14,Wednesday,trend__short,trend__short__PM_1330_1500,trend__short__Wednesday,Q2
2022-06-30 11:26:00,2022-06-30 11:27:00,vwap_rev,short,vwap_rev_short,42.0,-1.005952380952381,0.2,-1.025,-1.0440476190476191,stop,2022,DEV,MORNING_1030_1200,11,Thursday,vwap_rev__short,vwap_rev__short__MORNING_1030_1200,vwap_rev__short__Thursday,Q1_TIGHT
2022-06-30 12:11:00,2022-06-30 12:12:00,ou_lunch,short,ou_lunch_short,47.400000000001455,0.6824894514767416,0.2,0.6656118143459404,0.6487341772151393,trail,2022,DEV,LUNCH_1200_1330,12,Thursday,ou_lunch__short,ou_lunch__short__LUNCH_1200_1330,ou_lunch__short__Thursday,Q2
2022-06-30 12:17:00,2022-06-30 12:18:00,ou_lunch,short,ou_lunch_short,42.19999999999709,0.8187203791470449,0.2,0.7997630331754796,0.7808056872039143,trail,2022,DEV,LUNCH_1200_1330,12,Thursday,ou_lunch__short,ou_lunch__short__LUNCH_1200_1330,ou_lunch__short__Thursday,Q1_TIGHT
2022-06-30 14:09:00,2022-06-30 14:11:00,pm_mom,short,pm_mom_short,50.400000000001455,0.7013888888888398,0.2,0.6855158730158244,0.6696428571428089,trail,2022,DEV,PM_1330_1500,14,Thursday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Thursday,Q3
2022-07-01 09:59:00,2022-07-01 10:00:00,ou_rev,short,ou_rev_short,77.0,1.2305194805194806,0.2,1.2201298701298702,1.2097402597402598,trail,2022,DEV,OPEN_0930_1030,9,Friday,ou_rev__short,ou_rev__short__OPEN_0930_1030,ou_rev__short__Friday,Q4_WIDE
2022-07-01 12:16:00,2022-07-01 12:17:00,kalman_mom,short,kalman_mom_short,46.599999999998545,-1.005364806866953,0.2,-1.0225321888412024,-1.039699570815452,stop,2022,DEV,LUNCH_1200_1330,12,Friday,kalman_mom__short,kalman_mom__short__LUNCH_1200_1330,kalman_mom__short__Friday,Q2
2022-07-01 14:06:00,2022-07-01 14:09:00,pm_mom,short,pm_mom_short,47.19999999999709,1.1769067796611512,0.2,1.1599576271187773,1.1430084745764033,trail,2022,DEV,PM_1330_1500,14,Friday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Friday,Q2
2022-07-05 10:35:00,2022-07-05 10:37:00,ou_rev,short,ou_rev_short,64.0,-1.00390625,0.2,-1.01640625,-1.02890625,stop,2022,DEV,MORNING_1030_1200,10,Tuesday,ou_rev__short,ou_rev__short__MORNING_1030_1200,ou_rev__short__Tuesday,Q4_WIDE
2022-07-05 11:01:00,2022-07-05 11:02:00,vwap_scalp,short,vwap_scalp_short,49.0,2.729591836734694,0.2,2.713265306122449,2.6969387755102043,trail,2022,DEV,MORNING_1030_1200,11,Tuesday,vwap_scalp__short,vwap_scalp__short__MORNING_1030_1200,vwap_scalp__short__Tuesday,Q3
2022-07-05 11:53:00,2022-07-05 11:54:00,vwap_scalp,short,vwap_scalp_short,42.80000000000291,-0.005841121495326705,0.2,-0.024532710280372162,-0.04322429906541762,trail,2022,DEV,MORNING_1030_1200,11,Tuesday,vwap_scalp__short,vwap_scalp__short__MORNING_1030_1200,vwap_scalp__short__Tuesday,Q1_TIGHT
