entry_time,exit_time,model,direction,tag,risk_ticks,raw_r,spread_cost_points,primary_r,stress_r,reason,year,period,session,hour,weekday,model_direction,md_session,md_weekday,risk_quartile
2023-03-30 12:52:00,2023-03-30 12:55:00,ou_lunch,long,ou_lunch_long,47.400000000001455,0.8090717299577503,0.2,0.7921940928269492,0.775316455696148,trail,2023,DEV,LUNCH_1200_1330,12,Thursday,ou_lunch__long,ou_lunch__long__LUNCH_1200_1330,ou_lunch__long__Thursday,Q2
2023-03-30 13:49:00,2023-03-30 14:00:00,ou_rev,long,ou_rev_long,54.80000000000291,0.8020072992699773,0.2,0.7874087591239927,0.7728102189780081,trail,2023,DEV,PM_1330_1500,13,Thursday,ou_rev__long,ou_rev__long__PM_1330_1500,ou_rev__long__Thursday,Q3
2023-04-03 11:14:00,2023-04-03 11:18:00,or_rev,long,or_rev_long,50.400000000001455,0.721230158730109,0.2,0.7053571428570936,0.6894841269840781,trail,2023,DEV,MORNING_1030_1200,11,Monday,or_rev__long,or_rev__long__MORNING_1030_1200,or_rev__long__Monday,Q3
2023-04-03 11:33:00,2023-04-03 11:34:00,kalman_mom,long,kalman_mom_long,40.0,-1.00625,0.2,-1.02625,-1.0462500000000001,stop,2023,DEV,MORNING_1030_1200,11,Monday,kalman_mom__long,kalman_mom__long__MORNING_1030_1200,kalman_mom__long__Monday,Q1_TIGHT
2023-04-03 13:38:00,2023-04-03 13:43:00,pm_mom,long,pm_mom_long,46.400000000001455,-1.0053879310344827,0.2,-1.022629310344827,-1.0398706896551713,stop,2023,DEV,PM_1330_1500,13,Monday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Monday,Q2
2023-04-03 13:49:00,2023-04-03 14:03:00,ou_rev,long,ou_rev_long,46.0,-0.005434782608695652,0.2,-0.02282608695652174,-0.04021739130434783,trail,2023,DEV,PM_1330_1500,13,Monday,ou_rev__long,ou_rev__long__PM_1330_1500,ou_rev__long__Monday,Q2
2023-04-03 14:13:00,2023-04-03 14:26:00,ou_rev,long,ou_rev_long,48.0,0.7864583333333334,0.2,0.7697916666666667,0.753125,trail,2023,DEV,PM_1330_1500,14,Monday,ou_rev__long,ou_rev__long__PM_1330_1500,ou_rev__long__Monday,Q2
2023-04-04 11:14:00,2023-04-04 11:15:00,or_rev,long,or_rev_long,50.0,0.735,0.2,0.719,0.703,trail,2023,DEV,MORNING_1030_1200,11,Tuesday,or_rev__long,or_rev__long__MORNING_1030_1200,or_rev__long__Tuesday,Q3
2023-04-04 11:21:00,2023-04-04 11:22:00,vwap_rev,long,vwap_rev_long,46.0,0.8206521739130435,0.2,0.8032608695652174,0.7858695652173913,trail,2023,DEV,MORNING_1030_1200,11,Tuesday,vwap_rev__long,vwap_rev__long__MORNING_1030_1200,vwap_rev__long__Tuesday,Q2
2023-04-04 13:35:00,2023-04-04 13:35:00,trend,long,trend_cont_long,43.599999999998545,-1.0057339449541287,0.2,-1.0240825688073403,-1.042431192660552,stop,2023,DEV,PM_1330_1500,13,Tuesday,trend__long,trend__long__PM_1330_1500,trend__long__Tuesday,Q1_TIGHT
2023-04-05 11:32:00,2023-04-05 11:33:00,ou_lunch,long,ou_lunch_long,41.400000000001455,1.0471014492752904,0.2,1.0277777777777064,1.0084541062801227,trail,2023,DEV,MORNING_1030_1200,11,Wednesday,ou_lunch__long,ou_lunch__long__MORNING_1030_1200,ou_lunch__long__Wednesday,Q1_TIGHT
2023-04-05 11:35:00,2023-04-05 11:44:00,ou_lunch,long,ou_lunch_long,44.599999999998545,-1.0056053811659196,0.2,-1.0235426008968618,-1.0414798206278042,stop,2023,DEV,MORNING_1030_1200,11,Wednesday,ou_lunch__long,ou_lunch__long__MORNING_1030_1200,ou_lunch__long__Wednesday,Q2
2023-04-05 11:58:00,2023-04-05 11:59:00,ou_lunch,long,ou_lunch_long,42.19999999999709,0.7002369668247618,0.2,0.6812796208531965,0.6623222748816312,trail,2023,DEV,MORNING_1030_1200,11,Wednesday,ou_lunch__long,ou_lunch__long__MORNING_1030_1200,ou_lunch__long__Wednesday,Q1_TIGHT
2023-04-05 14:37:00,2023-04-05 14:41:00,pm_mom,long,pm_mom_long,41.400000000001455,1.2161835748791492,0.2,1.1968599033815652,1.1775362318839815,trail,2023,DEV,PM_1330_1500,14,Wednesday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Wednesday,Q1_TIGHT
2023-04-06 10:04:00,2023-04-06 10:04:00,sweep,long,sweep_pdl_long,60.599999999998545,-1.0041254125412542,0.2,-1.0173267326732678,-1.0305280528052811,stop,2023,DEV,OPEN_0930_1030,10,Thursday,sweep__long,sweep__long__OPEN_0930_1030,sweep__long__Thursday,Q4_WIDE
2023-04-06 10:31:00,2023-04-06 10:32:00,kalman_mom,long,kalman_mom_long,41.19999999999709,1.2512135922331686,0.2,1.231796116505012,1.2123786407768553,trail,2023,DEV,MORNING_1030_1200,10,Thursday,kalman_mom__long,kalman_mom__long__MORNING_1030_1200,kalman_mom__long__Thursday,Q1_TIGHT
2023-04-06 11:19:00,2023-04-06 11:22:00,trend,long,trend_cont_long,40.400000000001455,1.2215346534652665,0.2,1.2017326732672473,1.1819306930692284,trail,2023,DEV,MORNING_1030_1200,11,Thursday,trend__long,trend__long__MORNING_1030_1200,trend__long__Thursday,Q1_TIGHT
2023-04-10 09:55:00,2023-04-10 09:56:00,ema_rev,long,ema_rev_long,44.19999999999709,1.1210407239820401,0.2,1.1029411764707266,1.0848416289594134,trail,2023,DEV,OPEN_0930_1030,9,Monday,ema_rev__long,ema_rev__long__OPEN_0930_1030,ema_rev__long__Monday,Q2
2023-04-10 10:06:00,2023-04-10 10:14:00,or_rev,long,or_rev_long,46.80000000000291,1.4091880341878844,0.2,1.3920940170938685,1.3749999999998523,trail,2023,DEV,OPEN_0930_1030,10,Monday,or_rev__long,or_rev__long__OPEN_0930_1030,or_rev__long__Monday,Q2
2023-04-11 10:21:00,2023-04-11 10:24:00,or_rev,long,or_rev_long,40.80000000000291,1.3223039215684618,0.2,1.3026960784312083,1.2830882352939548,trail,2023,DEV,OPEN_0930_1030,10,Tuesday,or_rev__long,or_rev__long__OPEN_0930_1030,or_rev__long__Tuesday,Q1_TIGHT
2023-04-11 10:50:00,2023-04-11 10:51:00,ou_rev,long,ou_rev_long,60.80000000000291,0.903782894736751,0.2,0.8906249999999095,0.877467105263068,trail,2023,DEV,MORNING_1030_1200,10,Tuesday,ou_rev__long,ou_rev__long__MORNING_1030_1200,ou_rev__long__Tuesday,Q4_WIDE
2023-04-12 10:01:00,2023-04-12 10:02:00,trend,short,trend_cont_short,45.80000000000291,1.7237991266373816,0.2,1.7063318777290857,1.6888646288207898,trail,2023,DEV,OPEN_0930_1030,10,Wednesday,trend__short,trend__short__OPEN_0930_1030,trend__short__Wednesday,Q2
2023-04-12 10:12:00,2023-04-12 10:13:00,open_drive,long,open_drive_long,54.19999999999709,0.8957564575646775,0.2,0.8809963099632007,0.8662361623617238,trail,2023,DEV,OPEN_0930_1030,10,Wednesday,open_drive__long,open_drive__long__OPEN_0930_1030,open_drive__long__Wednesday,Q3
2023-04-13 12:08:00,2023-04-13 12:10:00,kalman_mom,long,kalman_mom_long,44.19999999999709,-1.0056561085972855,0.2,-1.023755656108599,-1.0418552036199122,stop,2023,DEV,LUNCH_1200_1330,12,Thursday,kalman_mom__long,kalman_mom__long__LUNCH_1200_1330,kalman_mom__long__Thursday,Q2
2023-04-13 13:42:00,2023-04-13 13:53:00,pm_mom,long,pm_mom_long,47.0,0.675531914893617,0.2,0.6585106382978723,0.6414893617021276,trail,2023,DEV,PM_1330_1500,13,Thursday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Thursday,Q2
2023-04-14 10:58:00,2023-04-14 10:59:00,or_rev,long,or_rev_long,40.80000000000291,1.8370098039213663,0.2,1.8174019607841128,1.7977941176468593,trail,2023,DEV,MORNING_1030_1200,10,Friday,or_rev__long,or_rev__long__MORNING_1030_1200,or_rev__long__Friday,Q1_TIGHT
2023-04-14 12:27:00,2023-04-14 12:32:00,ou_lunch,long,ou_lunch_long,48.80000000000291,-1.0051229508196717,0.2,-1.0215163934426217,-1.0379098360655714,stop,2023,DEV,LUNCH_1200_1330,12,Friday,ou_lunch__long,ou_lunch__long__LUNCH_1200_1330,ou_lunch__long__Friday,Q3
2023-04-14 12:35:00,2023-04-14 12:39:00,ou_lunch,long,ou_lunch_long,45.599999999998545,-1.005482456140351,0.2,-1.0230263157894743,-1.0405701754385979,stop,2023,DEV,LUNCH_1200_1330,12,Friday,ou_lunch__long,ou_lunch__long__LUNCH_1200_1330,ou_lunch__long__Friday,Q2
2023-04-14 12:50:00,2023-04-14 12:53:00,ou_lunch,long,ou_lunch_long,44.19999999999709,0.5780542986426378,0.2,0.5599547511313244,0.5418552036200109,trail,2023,DEV,LUNCH_1200_1330,12,Friday,ou_lunch__long,ou_lunch__long__LUNCH_1200_1330,ou_lunch__long__Friday,Q2
2023-04-14 13:12:00,2023-04-14 13:13:00,vwap_scalp,long,vwap_scalp_long,48.400000000001455,0.6477272727272232,0.2,0.631198347107389,0.6146694214875548,trail,2023,DEV,LUNCH_1200_1330,13,Friday,vwap_scalp__long,vwap_scalp__long__LUNCH_1200_1330,vwap_scalp__long__Friday,Q3
2023-04-14 13:42:00,2023-04-14 13:55:00,pm_mom,long,pm_mom_long,67.40000000000146,0.732195845697292,0.2,0.7203264094955119,0.7084569732937317,trail,2023,DEV,PM_1330_1500,13,Friday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Friday,Q4_WIDE
2023-04-17 14:43:00,2023-04-17 14:58:00,pm_mom,long,pm_mom_long,49.19999999999709,0.7428861788618917,0.2,0.7266260162602647,0.7103658536586377,trail,2023,DEV,PM_1330_1500,14,Monday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Monday,Q3
2023-04-18 10:01:00,2023-04-18 10:01:00,vwap_rev,long,vwap_rev_long,42.400000000001455,-1.0058962264150941,0.2,-1.0247641509433953,-1.0436320754716966,stop,2023,DEV,OPEN_0930_1030,10,Tuesday,vwap_rev__long,vwap_rev__long__OPEN_0930_1030,vwap_rev__long__Tuesday,Q1_TIGHT
2023-04-18 10:09:00,2023-04-18 10:10:00,vwap_rev,long,vwap_rev_long,41.0,0.75,0.2,0.7304878048780488,0.7109756097560975,trail,2023,DEV,OPEN_0930_1030,10,Tuesday,vwap_rev__long,vwap_rev__long__OPEN_0930_1030,vwap_rev__long__Tuesday,Q1_TIGHT
2023-04-18 10:13:00,2023-04-18 10:14:00,trend,short,trend_cont_short,49.599999999998545,-1.0050403225806452,0.2,-1.0211693548387102,-1.0372983870967751,stop,2023,DEV,OPEN_0930_1030,10,Tuesday,trend__short,trend__short__OPEN_0930_1030,trend__short__Tuesday,Q3
2023-04-18 11:07:00,2023-04-18 11:09:00,kalman_mom,long,kalman_mom_long,42.599999999998545,-1.0058685446009392,0.2,-1.0246478873239446,-1.0434272300469498,trail,2023,DEV,MORNING_1030_1200,11,Tuesday,kalman_mom__long,kalman_mom__long__MORNING_1030_1200,kalman_mom__long__Tuesday,Q1_TIGHT
2023-04-19 10:57:00,2023-04-19 11:02:00,pd_rev,long,pd_pdl_long,58.80000000000291,1.3086734693876407,0.2,1.2950680272107706,1.2814625850339005,trail,2023,DEV,MORNING_1030_1200,10,Wednesday,pd_rev__long,pd_rev__long__MORNING_1030_1200,pd_rev__long__Wednesday,Q4_WIDE
2023-04-19 14:02:00,2023-04-19 14:05:00,pm_mom,long,pm_mom_long,51.80000000000291,-1.0048262548262545,0.2,-1.020270270270269,-1.0357142857142836,stop,2023,DEV,PM_1330_1500,14,Wednesday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Wednesday,Q3
2023-04-20 11:43:00,2023-04-20 11:47:00,kalman_mom,long,kalman_mom_long,45.19999999999709,0.631637168141698,0.2,0.6139380530974491,0.5962389380532002,trail,2023,DEV,MORNING_1030_1200,11,Thursday,kalman_mom__long,kalman_mom__long__MORNING_1030_1200,kalman_mom__long__Thursday,Q2
2023-04-20 14:43:00,2023-04-20 14:51:00,trend,short,trend_cont_short,54.400000000001455,0.6314338235293682,0.2,0.6167279411764274,0.6020220588234866,trail,2023,DEV,PM_1330_1500,14,Thursday,trend__short,trend__short__PM_1330_1500,trend__short__Thursday,Q3
2023-04-21 09:54:00,2023-04-21 09:57:00,ou_rev,long,ou_rev_long,49.0,-1.0051020408163265,0.2,-1.0214285714285714,-1.0377551020408162,stop,2023,DEV,OPEN_0930_1030,9,Friday,ou_rev__long,ou_rev__long__OPEN_0930_1030,ou_rev__long__Friday,Q3
2023-04-21 10:04:00,2023-04-21 10:05:00,vwap_scalp,long,vwap_scalp_long,47.80000000000291,-1.0052301255230123,0.2,-1.0219665271966514,-1.0387029288702905,stop,2023,DEV,OPEN_0930_1030,10,Friday,vwap_scalp__long,vwap_scalp__long__OPEN_0930_1030,vwap_scalp__long__Friday,Q2
2023-04-21 10:14:00,2023-04-21 10:16:00,pd_rev,long,pd_pdl_long,41.80000000000291,0.8122009569376729,0.2,0.793062200956813,0.7739234449759531,trail,2023,DEV,OPEN_0930_1030,10,Friday,pd_rev__long,pd_rev__long__OPEN_0930_1030,pd_rev__long__Friday,Q1_TIGHT
2023-04-21 11:05:00,2023-04-21 11:07:00,kalman_mom,long,kalman_mom_long,49.80000000000291,-1.0050200803212848,0.2,-1.0210843373493963,-1.0371485943775078,stop,2023,DEV,MORNING_1030_1200,11,Friday,kalman_mom__long,kalman_mom__long__MORNING_1030_1200,kalman_mom__long__Friday,Q3
2023-04-21 13:43:00,2023-04-21 13:59:00,pm_mom,long,pm_mom_long,43.80000000000291,-1.0057077625570772,0.2,-1.0239726027397245,-1.0422374429223715,stop,2023,DEV,PM_1330_1500,13,Friday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Friday,Q1_TIGHT
2023-04-24 10:47:00,2023-04-24 10:59:00,or_rev,long,or_rev_long,56.0,0.6383928571428571,0.2,0.6241071428571429,0.6098214285714285,trail,2023,DEV,MORNING_1030_1200,10,Monday,or_rev__long,or_rev__long__MORNING_1030_1200,or_rev__long__Monday,Q4_WIDE
2023-04-24 12:19:00,2023-04-24 12:21:00,pd_rev,long,pd_pdl_long,48.80000000000291,0.88012295081956,0.2,0.8637295081966102,0.8473360655736604,trail,2023,DEV,LUNCH_1200_1330,12,Monday,pd_rev__long,pd_rev__long__LUNCH_1200_1330,pd_rev__long__Monday,Q3
2023-04-25 10:16:00,2023-04-25 10:34:00,ou_rev,long,ou_rev_long,47.19999999999709,-1.0052966101694918,0.2,-1.0222457627118657,-1.0391949152542397,stop,2023,DEV,OPEN_0930_1030,10,Tuesday,ou_rev__long,ou_rev__long__OPEN_0930_1030,ou_rev__long__Tuesday,Q2
2023-04-25 10:47:00,2023-04-25 10:48:00,ou_rev,long,ou_rev_long,41.19999999999709,1.1055825242719934,0.2,1.0861650485438368,1.0667475728156801,trail,2023,DEV,MORNING_1030_1200,10,Tuesday,ou_rev__long,ou_rev__long__MORNING_1030_1200,ou_rev__long__Tuesday,Q1_TIGHT
2023-04-25 10:51:00,2023-04-25 10:55:00,pd_rev,long,pd_pdl_long,52.0,-1.0048076923076923,0.2,-1.0201923076923076,-1.0355769230769232,stop,2023,DEV,MORNING_1030_1200,10,Tuesday,pd_rev__long,pd_rev__long__MORNING_1030_1200,pd_rev__long__Tuesday,Q3
2023-04-25 11:45:00,2023-04-25 11:52:00,ou_lunch,long,ou_lunch_long,48.19999999999709,-1.0051867219917014,0.2,-1.0217842323651465,-1.0383817427385915,stop,2023,DEV,MORNING_1030_1200,11,Tuesday,ou_lunch__long,ou_lunch__long__MORNING_1030_1200,ou_lunch__long__Tuesday,Q2
2023-04-25 14:03:00,2023-04-25 14:05:00,ou_rev,long,ou_rev_long,43.19999999999709,-1.0057870370370374,0.2,-1.0243055555555571,-1.042824074074077,stop,2023,DEV,PM_1330_1500,14,Tuesday,ou_rev__long,ou_rev__long__PM_1330_1500,ou_rev__long__Tuesday,Q1_TIGHT
2023-04-25 14:07:00,2023-04-25 14:09:00,ou_rev,long,ou_rev_long,43.599999999998545,-1.0057339449541287,0.2,-1.0240825688073403,-1.042431192660552,trail,2023,DEV,PM_1330_1500,14,Tuesday,ou_rev__long,ou_rev__long__PM_1330_1500,ou_rev__long__Tuesday,Q1_TIGHT
2023-04-26 11:15:00,2023-04-26 11:16:00,or_rev,short,or_rev_short,42.80000000000291,-1.0058411214953267,0.2,-1.024532710280372,-1.0432242990654177,stop,2023,DEV,MORNING_1030_1200,11,Wednesday,or_rev__short,or_rev__short__MORNING_1030_1200,or_rev__short__Wednesday,Q1_TIGHT
2023-04-26 11:33:00,2023-04-26 11:34:00,vwap_scalp,short,vwap_scalp_short,43.599999999998545,-1.0057339449541287,0.2,-1.0240825688073403,-1.042431192660552,stop,2023,DEV,MORNING_1030_1200,11,Wednesday,vwap_scalp__short,vwap_scalp__short__MORNING_1030_1200,vwap_scalp__short__Wednesday,Q1_TIGHT
2023-04-26 11:38:00,2023-04-26 11:41:00,vwap_scalp,short,vwap_scalp_short,46.400000000001455,-1.0053879310344827,0.2,-1.022629310344827,-1.0398706896551713,trail,2023,DEV,MORNING_1030_1200,11,Wednesday,vwap_scalp__short,vwap_scalp__short__MORNING_1030_1200,vwap_scalp__short__Wednesday,Q2
2023-04-26 12:32:00,2023-04-26 12:34:00,ou_lunch,short,ou_lunch_short,43.400000000001455,0.7914746543778202,0.2,0.7730414746543185,0.7546082949308168,trail,2023,DEV,LUNCH_1200_1330,12,Wednesday,ou_lunch__short,ou_lunch__short__LUNCH_1200_1330,ou_lunch__short__Wednesday,Q1_TIGHT
2023-04-26 12:35:00,2023-04-26 12:36:00,ou_lunch,short,ou_lunch_short,50.599999999998545,1.4654150197629168,0.2,1.4496047430830745,1.433794466403232,trail,2023,DEV,LUNCH_1200_1330,12,Wednesday,ou_lunch__short,ou_lunch__short__LUNCH_1200_1330,ou_lunch__short__Wednesday,Q3
2023-04-26 13:07:00,2023-04-26 13:19:00,kalman_mom,short,kalman_mom_short,46.80000000000291,-0.00534188034188001,0.2,-0.02243589743589604,-0.03952991452991207,trail,2023,DEV,LUNCH_1200_1330,13,Wednesday,kalman_mom__short,kalman_mom__short__LUNCH_1200_1330,kalman_mom__short__Wednesday,Q2
2023-04-26 13:51:00,2023-04-26 13:53:00,pm_mom,short,pm_mom_short,45.19999999999709,1.1847345132744769,0.2,1.167035398230228,1.149336283185979,trail,2023,DEV,PM_1330_1500,13,Wednesday,pm_mom__short,pm_mom__short__PM_1330_1500,pm_mom__short__Wednesday,Q2
2023-04-26 14:00:00,2023-04-26 14:03:00,vwap_scalp,long,vwap_scalp_long,44.80000000000291,-1.0055803571428568,0.2,-1.0234374999999984,-1.0412946428571401,stop,2023,DEV,PM_1330_1500,14,Wednesday,vwap_scalp__long,vwap_scalp__long__PM_1330_1500,vwap_scalp__long__Wednesday,Q2
2023-04-26 14:50:00,2023-04-26 14:54:00,ou_rev,long,ou_rev_long,50.0,-1.005,0.2,-1.021,-1.037,stop,2023,DEV,PM_1330_1500,14,Wednesday,ou_rev__long,ou_rev__long__PM_1330_1500,ou_rev__long__Wednesday,Q3
2023-04-27 13:50:00,2023-04-27 13:50:00,pm_mom,long,pm_mom_long,45.80000000000291,-1.0054585152838424,0.2,-1.0229257641921383,-1.0403930131004342,stop,2023,DEV,PM_1330_1500,13,Thursday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Thursday,Q2
2023-04-27 14:44:00,2023-04-27 14:53:00,ou_rev,short,ou_rev_short,41.19999999999709,-1.006067961165049,0.2,-1.0254854368932056,-1.0449029126213623,stop,2023,DEV,PM_1330_1500,14,Thursday,ou_rev__short,ou_rev__short__PM_1330_1500,ou_rev__short__Thursday,Q1_TIGHT
2023-04-28 09:50:00,2023-04-28 09:52:00,open_drive,long,open_drive_long,47.19999999999709,1.1345338983052164,0.2,1.1175847457628425,1.1006355932204686,trail,2023,DEV,OPEN_0930_1030,9,Friday,open_drive__long,open_drive__long__OPEN_0930_1030,open_drive__long__Friday,Q2
2023-04-28 11:51:00,2023-04-28 12:01:00,kalman_mom,long,kalman_mom_long,41.80000000000291,0.9078947368419724,0.2,0.8887559808611125,0.8696172248802526,trail,2023,DEV,MORNING_1030_1200,11,Friday,kalman_mom__long,kalman_mom__long__MORNING_1030_1200,kalman_mom__long__Friday,Q1_TIGHT
2023-05-01 09:47:00,2023-05-01 09:49:00,open_drive,long,open_drive_long,41.400000000001455,1.3369565217390482,0.2,1.3176328502414643,1.2983091787438805,trail,2023,DEV,OPEN_0930_1030,9,Monday,open_drive__long,open_drive__long__OPEN_0930_1030,open_drive__long__Monday,Q1_TIGHT
2023-05-01 11:19:00,2023-05-01 11:21:00,vwap_rev,long,vwap_rev_long,42.599999999998545,1.2946009389672146,0.2,1.2758215962442092,1.257042253521204,trail,2023,DEV,MORNING_1030_1200,11,Monday,vwap_rev__long,vwap_rev__long__MORNING_1030_1200,vwap_rev__long__Monday,Q1_TIGHT
2023-05-02 10:40:00,2023-05-02 10:47:00,ema_rev,long,ema_rev_long,52.80000000000291,-1.0047348484848482,0.2,-1.0198863636363624,-1.035037878787877,stop,2023,DEV,MORNING_1030_1200,10,Tuesday,ema_rev__long,ema_rev__long__MORNING_1030_1200,ema_rev__long__Tuesday,Q3
2023-05-02 11:31:00,2023-05-02 11:34:00,ou_lunch,long,ou_lunch_long,44.0,-1.0056818181818181,0.2,-1.0238636363636362,-1.0420454545454545,stop,2023,DEV,MORNING_1030_1200,11,Tuesday,ou_lunch__long,ou_lunch__long__MORNING_1030_1200,ou_lunch__long__Tuesday,Q1_TIGHT
2023-05-02 12:15:00,2023-05-02 12:21:00,vwap_scalp,long,vwap_scalp_long,44.0,-1.0056818181818181,0.2,-1.0238636363636362,-1.0420454545454545,stop,2023,DEV,LUNCH_1200_1330,12,Tuesday,vwap_scalp__long,vwap_scalp__long__LUNCH_1200_1330,vwap_scalp__long__Tuesday,Q1_TIGHT
2023-05-02 13:54:00,2023-05-02 13:57:00,pm_mom,long,pm_mom_long,42.80000000000291,-1.0058411214953267,0.2,-1.024532710280372,-1.0432242990654177,trail,2023,DEV,PM_1330_1500,13,Tuesday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Tuesday,Q1_TIGHT
2023-05-03 14:16:00,2023-05-03 14:17:00,pm_mom,long,pm_mom_long,66.0,0.6931818181818182,0.2,0.6810606060606061,0.668939393939394,trail,2023,DEV,PM_1330_1500,14,Wednesday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Wednesday,Q4_WIDE
2023-05-04 09:59:00,2023-05-04 10:00:00,open_drive,long,open_drive_long,59.599999999998545,-1.0041946308724834,0.2,-1.0176174496644301,-1.0310402684563766,stop,2023,DEV,OPEN_0930_1030,9,Thursday,open_drive__long,open_drive__long__OPEN_0930_1030,open_drive__long__Thursday,Q4_WIDE
2023-05-04 10:04:00,2023-05-04 10:07:00,open_drive,long,open_drive_long,43.80000000000291,0.7751141552510236,0.2,0.7568493150683764,0.7385844748857292,trail,2023,DEV,OPEN_0930_1030,10,Thursday,open_drive__long,open_drive__long__OPEN_0930_1030,open_drive__long__Thursday,Q1_TIGHT
2023-05-04 10:26:00,2023-05-04 10:27:00,ou_rev,long,ou_rev_long,51.599999999998545,-1.0048449612403103,0.2,-1.020348837209303,-1.0358527131782957,trail,2023,DEV,OPEN_0930_1030,10,Thursday,ou_rev__long,ou_rev__long__OPEN_0930_1030,ou_rev__long__Thursday,Q3
2023-05-04 10:29:00,2023-05-04 10:31:00,ou_rev,long,ou_rev_long,41.80000000000291,-1.0059808612440186,0.2,-1.0251196172248787,-1.0442583732057384,stop,2023,DEV,OPEN_0930_1030,10,Thursday,ou_rev__long,ou_rev__long__OPEN_0930_1030,ou_rev__long__Thursday,Q1_TIGHT
2023-05-04 13:00:00,2023-05-04 13:07:00,pd_rev,long,pd_pdl_long,43.599999999998545,0.6456422018349173,0.2,0.6272935779817056,0.608944954128494,trail,2023,DEV,LUNCH_1200_1330,13,Thursday,pd_rev__long,pd_rev__long__LUNCH_1200_1330,pd_rev__long__Thursday,Q1_TIGHT
2023-05-04 13:19:00,2023-05-04 13:20:00,kalman_mom,long,kalman_mom_long,44.0,-0.005681818181818182,0.2,-0.023863636363636365,-0.04204545454545455,trail,2023,DEV,LUNCH_1200_1330,13,Thursday,kalman_mom__long,kalman_mom__long__LUNCH_1200_1330,kalman_mom__long__Thursday,Q1_TIGHT
2023-05-04 13:36:00,2023-05-04 13:38:00,pm_mom,long,pm_mom_long,51.400000000001455,-1.0048638132295717,0.2,-1.0204280155642016,-1.0359922178988317,stop,2023,DEV,PM_1330_1500,13,Thursday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Thursday,Q3
2023-05-05 10:25:00,2023-05-05 10:30:00,or_rev,short,or_rev_short,44.19999999999709,-1.0056561085972855,0.2,-1.023755656108599,-1.0418552036199122,stop,2023,DEV,OPEN_0930_1030,10,Friday,or_rev__short,or_rev__short__OPEN_0930_1030,or_rev__short__Friday,Q2
2023-05-08 10:03:00,2023-05-08 10:05:00,open_drive,long,open_drive_long,44.19999999999709,-0.005656108597285441,0.2,-0.02375565610859885,-0.04185520361991226,trail,2023,DEV,OPEN_0930_1030,10,Monday,open_drive__long,open_drive__long__OPEN_0930_1030,open_drive__long__Monday,Q2
2023-05-08 10:12:00,2023-05-08 10:12:00,open_drive,long,open_drive_long,47.80000000000291,-1.0052301255230123,0.2,-1.0219665271966514,-1.0387029288702905,stop,2023,DEV,OPEN_0930_1030,10,Monday,open_drive__long,open_drive__long__OPEN_0930_1030,open_drive__long__Monday,Q2
2023-05-08 10:37:00,2023-05-08 10:41:00,or_rev,long,or_rev_long,41.599999999998545,1.061298076923149,0.2,1.0420673076923792,1.0228365384616092,trail,2023,DEV,MORNING_1030_1200,10,Monday,or_rev__long,or_rev__long__MORNING_1030_1200,or_rev__long__Monday,Q1_TIGHT
2023-05-08 14:10:00,2023-05-08 14:13:00,ema_rev,long,ema_rev_long,40.400000000001455,1.6918316831682199,0.2,1.6720297029702007,1.6522277227721818,trail,2023,DEV,PM_1330_1500,14,Monday,ema_rev__long,ema_rev__long__PM_1330_1500,ema_rev__long__Monday,Q1_TIGHT
2023-05-08 14:43:00,2023-05-08 14:49:00,pm_mom,long,pm_mom_long,44.19999999999709,0.6911764705883466,0.2,0.6730769230770333,0.6549773755657198,trail,2023,DEV,PM_1330_1500,14,Monday,pm_mom__long,pm_mom__long__PM_1330_1500,pm_mom__long__Monday,Q2
2023-05-09 09:38:00,2023-05-09 09:39:00,open_drive,long,open_drive_long,41.599999999998545,-1.0060096153846156,0.2,-1.0252403846153855,-1.0444711538461555,stop,2023,DEV,OPEN_0930_1030,9,Tuesday,open_drive__long,open_drive__long__OPEN_0930_1030,open_drive__long__Tuesday,Q1_TIGHT
2023-05-10 09:59:00,2023-05-10 10:00:00,open_drive,long,open_drive_long,46.400000000001455,-0.00538793103448259,0.2,-0.022629310344826875,-0.03987068965517116,trail,2023,DEV,OPEN_0930_1030,9,Wednesday,open_drive__long,open_drive__long__OPEN_0930_1030,open_drive__long__Wednesday,Q2
2023-05-10 10:18:00,2023-05-10 10:19:00,kalman_mom,long,kalman_mom_long,48.80000000000291,-1.0051229508196717,0.2,-1.0215163934426217,-1.0379098360655714,stop,2023,DEV,OPEN_0930_1030,10,Wednesday,kalman_mom__long,kalman_mom__long__OPEN_0930_1030,kalman_mom__long__Wednesday,Q3
