year,sample,entry_model,target_r,trades,tp_pct,sl_pct,time_pct,ambiguous_same_bar_pct,avg_gross_R,pf_gross,avg_net_R_legacy22,pf_net_legacy22,avg_net_R_cost1_5x,pf_net_cost1_5x,median_risk_price,median_entry_delay_minutes,median_legacy_commission_R
2019,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,2.5,430,14.186046511627906,78.83720930232559,6.976744186046512,15.58139534883721,-0.3758206353582679,0.526582721049384,-0.6239727130852787,0.3719577841186979,-0.748048751948784,0.3163131611601046,0.8957500000000209,4.0,0.2456044144360226
2020,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,2.5,429,22.144522144522146,70.3962703962704,7.459207459207459,14.918414918414918,-0.1092071704685696,0.846207781039499,-0.2685869221245963,0.6753335228396689,-0.3482767979526097,0.6069724727400522,1.53325000000018,4.0,0.1434860590249301
2021,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,2.5,455,19.78021978021978,74.06593406593407,6.153846153846154,17.802197802197803,-0.2201035120823408,0.7084694276415232,-0.3988698627833318,0.5529422840618308,-0.4882530381338272,0.4918572758625139,1.2910000000001671,4.0,0.1704105344693814
2022,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,2.5,471,21.231422505307854,74.09766454352442,4.670912951167728,19.53290870488323,-0.1740318204178839,0.7673296316670695,-0.3563808044929284,0.600083761245731,-0.4475552965304506,0.5351945787003156,1.2542500000001835,4.0,0.1754036276659101
2023,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,2.5,447,19.686800894854585,74.72035794183445,5.592841163310962,16.10738255033557,-0.2087524995051438,0.721385563081354,-0.3976065713503429,0.5570223326911463,-0.4920336072729422,0.493656822537129,1.2324999999998454,4.0,0.1784989858012394
2024,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,2.5,481,20.79002079002079,74.22037422037423,4.98960498960499,16.008316008316008,-0.2012722539802839,0.7325490827992288,-0.3643559612557748,0.5853105710103076,-0.4458978148935204,0.5265014544120816,1.4299999999998363,3.0,0.1538461538461714
2025,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,2.5,504,22.81746031746032,71.03174603174604,6.15079365079365,13.293650793650794,-0.1084972115915087,0.8480007062847822,-0.2017660610465742,0.742495905518318,-0.2484004857741069,0.6965054786961682,2.660000000000082,4.0,0.0827068399736745
2011,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,409,17.84841075794621,73.83863080684596,8.312958435207824,11.00244498777506,-0.1325282681211107,0.822144165139969,-0.2857954707288895,0.6678046581820456,-0.3624290720327788,0.6051704669002393,1.4976886596896293,4.0,0.146893013161755
2012,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,392,18.112244897959183,73.21428571428571,8.673469387755102,16.83673469387755,-0.1222360487630723,0.8368619946890155,-0.3174368230517904,0.6458740802603878,-0.4150372101961493,0.5721426827205578,1.154374999999959,4.0,0.1905793379241787
2013,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,397,14.86146095717884,74.3073047858942,10.831234256926953,29.219143576826195,-0.2092858218221578,0.7221362827605021,-0.4078956498280308,0.5518501210385783,-0.5072005638309672,0.487226282041482,1.1579999999999018,2.0,0.1899827288428485
2014,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,400,16.5,76.0,7.5,23.25,-0.2102375129670803,0.7269513943105301,-0.464295508074227,0.5210285753120304,-0.5913245056278003,0.4469692924734185,0.8581250000002001,1.0,0.2563729114849985
2015,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,357,15.406162464985997,75.63025210084034,8.96358543417367,18.487394957983195,-0.2343234813225537,0.6941232162978256,-0.4743951798758531,0.5048343354633161,-0.5944310291525029,0.4363254800324404,0.91800000000012,3.0,0.239651416121973
2016,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,475,15.36842105263158,76.21052631578948,8.421052631578947,15.36842105263158,-0.2218357667124558,0.7103353167686458,-0.4503132376876077,0.524354706817803,-0.5645519731751836,0.4560013938740609,0.9739999999999328,3.0,0.2258726899384139
2017,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,419,13.365155131264917,76.84964200477327,9.785202863961814,24.821002386634845,-0.3080087794239886,0.606800338713363,-0.6226793437448437,0.4005121690413941,-0.780014625905271,0.3314856955920726,0.7052499999999782,3.0,0.3119461183977409
2018,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,475,12.842105263157894,74.94736842105263,12.210526315789473,13.684210526315791,-0.2873464337757634,0.6257542083660521,-0.6025225517626306,0.409646743387637,-0.7601106107560643,0.3376891353152659,0.6922500000000582,4.0,0.3178042614662065
2019,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,430,11.395348837209305,79.76744186046511,8.837209302325581,15.58139534883721,-0.3698546165756112,0.5396605135438449,-0.618006694302622,0.3856360296783268,-0.7420827331661274,0.3302240504523724,0.8957500000000209,4.0,0.2456044144360226
2020,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,429,18.41491841491841,72.72727272727273,8.857808857808857,14.918414918414918,-0.1141987297357292,0.8445015043523578,-0.273578481391756,0.6801834089851068,-0.3532683572197693,0.61442565593309,1.53325000000018,4.0,0.1434860590249301
2021,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,455,15.824175824175825,76.48351648351648,7.6923076923076925,17.802197802197803,-0.2429043344586914,0.688351097585401,-0.4216706851596824,0.5424490371169965,-0.5110538605101779,0.4851892504422486,1.2910000000001671,4.0,0.1704105344693814
2022,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,471,16.985138004246284,76.64543524416136,6.369426751592357,19.53290870488323,-0.2020603294628604,0.7387557103332288,-0.3844093135379049,0.5828792444562415,-0.4755838055754272,0.5225399336142375,1.2542500000001835,4.0,0.1754036276659101
2023,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,447,16.331096196868007,75.6152125279642,8.053691275167784,16.10738255033557,-0.1841973419211656,0.7572278584369998,-0.3730514137663647,0.5897911390821089,-0.4674784496889641,0.5252892057863264,1.2324999999998454,4.0,0.1784989858012394
2024,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,481,17.671517671517673,76.29937629937629,6.029106029106029,16.008316008316008,-0.1943649434341572,0.7486707056162749,-0.3574486507096481,0.6043811672288611,-0.4389905043473937,0.5468040945905753,1.4299999999998363,3.0,0.1538461538461714
2025,DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,504,18.65079365079365,73.21428571428571,8.134920634920634,13.293650793650794,-0.1017606813325893,0.861667940719742,-0.1950295307876547,0.7584453439857437,-0.2416639555151874,0.7134397778117357,2.660000000000082,4.0,0.0827068399736745
2011,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1149,54.65622280243691,27.15404699738904,18.189730200174065,0.7832898172323759,-0.0316769995468016,0.8991551941798023,-0.1109664534893753,0.6795952356680215,-0.1506111804606622,0.5849169489388287,3.6464999999998327,1.0,0.0603318250377101
2012,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1120,54.91071428571429,27.32142857142857,17.767857142857142,0.9821428571428572,-0.0712298201340908,0.7995610055221236,-0.1952630734347879,0.5392072076284928,-0.2572797000851364,0.4396168623980133,3.091500000000224,1.0,0.071162957134601
2013,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1082,52.12569316081331,27.07948243992606,20.794824399260627,1.9408502772643248,-0.0498917882629668,0.8440774587894282,-0.1505807273460971,0.5914916835695935,-0.2009251968876622,0.4897143182708054,3.2036470233585987,1.0,0.068671737981638
2014,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1049,51.09628217349857,29.74261201143947,19.16110581506196,1.1439466158245948,-0.0795016293536619,0.7695938128703645,-0.2130891337522759,0.4799188246227013,-0.2798828859515829,0.369003559971338,2.1900000000000546,1.0,0.1004566210045637
2015,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1045,51.86602870813397,28.51674641148325,19.61722488038277,0.6698564593301436,-0.0787927173632747,0.774390129020324,-0.213509230914075,0.4926263915151081,-0.2808674876894752,0.385496899368478,2.3359999999997854,1.0,0.0941780821917894
2016,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1232,54.1396103896104,29.70779220779221,16.1525974025974,0.8928571428571428,-0.0584183729257204,0.8271240744670336,-0.1779566518153553,0.5443415037935654,-0.2377257912601728,0.4321330882441054,2.427279361363162,1.0,0.09063648157686
2017,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1205,48.38174273858921,31.12033195020747,20.49792531120332,1.161825726141079,-0.1086841218741693,0.6994233252023899,-0.2625189260041313,0.399457586360859,-0.3394363280691124,0.2900682704568527,1.8919999999998252,1.0,0.1162790697674525
2018,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1305,52.95019157088122,30.88122605363985,16.168582375478927,0.9195402298850576,-0.0713096850550544,0.7932062523435947,-0.2285123841324735,0.448306342699439,-0.307113733671183,0.3221063470954481,1.734000000000151,1.0,0.126874279123403
2019,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1177,47.91843670348343,32.54035683942226,19.541206457094308,1.18946474086661,-0.132765071950888,0.6544745555523084,-0.2707298883398832,0.4067596165723978,-0.3397122965343808,0.3122688313538249,2.1344999999996617,1.0,0.1030686343406113
2020,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1102,53.81125226860254,30.217785843920147,15.970961887477314,1.6333938294010888,-0.068298521018086,0.8009075770376352,-0.145305824724516,0.6156547352138795,-0.183809476577731,0.5357732947400249,4.10125000000005,1.0,0.0536422063794074
2021,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1222,51.1456628477905,29.5417348608838,19.312602291325696,1.1456628477905073,-0.0756952427829558,0.7778741699852729,-0.1601064898522176,0.5776170267640054,-0.2023121133868485,0.4922403606447497,3.453000000000202,1.0,0.0637132479456453
2022,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1159,54.5297670405522,30.11216566005177,15.35806729939603,1.380500431406385,-0.0548129905710004,0.8377143876073413,-0.1439944834812103,0.6205954034927299,-0.1885852299363152,0.5297159137131551,3.460119182651852,1.0,0.063581624905588
2023,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1164,55.75601374570447,29.295532646048112,14.948453608247425,1.202749140893471,-0.0415899557225807,0.8728308507349816,-0.1307698676890356,0.642154519437451,-0.175359823672263,0.544509341540097,3.2659593166843024,1.0,0.067362668997809
2024,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1269,55.55555555555556,26.004728132387704,18.43971631205673,0.8668242710795903,-0.0181000450464851,0.940949313457246,-0.0946743559706485,0.721073655210416,-0.1329615114327302,0.6267471496951842,4.230000000000018,1.0,0.0520094562647751
2025,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,0.5,1285,57.50972762645914,28.171206225680933,14.31906614785992,1.634241245136187,-0.0325232969955621,0.900283890191581,-0.0790165972665869,0.7721594523826583,-0.1022632474020993,0.7136847668754225,7.171999999998661,1.0,0.0306748466257725
2011,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1149,33.246301131418626,36.81462140992167,29.939077458659703,0.6962576153176675,-0.0436543686960766,0.8962694293507373,-0.1229438226386503,0.7347288345781398,-0.1625885496099373,0.6647472701829069,3.6464999999998327,1.0,0.0603318250377101
2012,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1120,32.5,35.267857142857146,32.23214285714286,0.625,-0.063830433223321,0.8553420598539595,-0.187863686524018,0.6389863343958936,-0.2498803131743666,0.5540336974753449,3.091500000000224,1.0,0.071162957134601
2013,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1082,33.45656192236599,34.011090573012936,32.53234750462107,1.6635859519408502,-0.0182049575797711,0.9541174660122964,-0.1188938966629013,0.7388106101351144,-0.1692383662044664,0.6507737971750587,3.2036470233585987,1.0,0.068671737981638
2014,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1049,31.935176358436607,36.41563393708294,31.649189704480456,0.5719733079122974,-0.0522746467191157,0.8752126232054405,-0.1858621511177297,0.6253033541478815,-0.2526559033170367,0.5277701622117191,2.1900000000000546,1.0,0.1004566210045637
2015,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1045,31.100478468899524,36.84210526315789,32.057416267942585,0.6698564593301436,-0.0808378218884407,0.8172183426569583,-0.215554335439241,0.5914448215939753,-0.2829125922146412,0.5043439089741008,2.3359999999997854,1.0,0.0941780821917894
2016,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1232,31.412337662337663,38.961038961038966,29.626623376623375,0.6493506493506493,-0.0832328844715413,0.811860413622157,-0.2027711633611762,0.6043375668688161,-0.2625403028059936,0.520993774704865,2.427279361363162,1.0,0.09063648157686
2017,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1205,28.38174273858921,39.004149377593365,32.614107883817425,0.9128630705394192,-0.1161572754640857,0.7413350941287671,-0.2699920795940477,0.5014864439109328,-0.3469094816590287,0.4114657279713292,1.8919999999998252,1.0,0.1162790697674525
2018,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1305,30.727969348659,38.927203065134094,30.344827586206897,0.3831417624521072,-0.0773491885976272,0.823218753608541,-0.2345518876750463,0.555920696377155,-0.3131532372137559,0.4549146583691137,1.734000000000151,1.0,0.126874279123403
2019,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1177,27.357689039932037,40.781648258283774,31.8606627017842,0.9345794392523364,-0.1574625753836792,0.6700628549612423,-0.2954273917726743,0.4777470532702638,-0.3644097999671719,0.4035025220989532,2.1344999999996617,1.0,0.1030686343406113
2020,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1102,33.12159709618875,38.2940108892922,28.584392014519054,1.088929219600726,-0.0608608504029399,0.85908902920714,-0.13786815410937,0.710366256408078,-0.176371805962585,0.6460022609738911,4.10125000000005,1.0,0.0536422063794074
2021,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1222,31.342062193126026,36.90671031096563,31.751227495908346,0.7364975450081833,-0.0684549568912214,0.8381808656455496,-0.1528662039604832,0.675388215367255,-0.1950718274951141,0.6060141039895477,3.453000000000202,1.0,0.0637132479456453
2022,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1159,33.47713546160483,39.25798101811907,27.2648835202761,1.1216566005176878,-0.0562309534661017,0.8713605664265645,-0.1454124463763116,0.7026974259460244,-0.1900031928314166,0.6312480241304884,3.460119182651852,1.0,0.063581624905588
2023,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1164,34.87972508591065,37.97250859106529,27.14776632302405,0.859106529209622,-0.0339877616222926,0.920247187064439,-0.1231676735887475,0.7411110744039205,-0.167757629571975,0.6649950811449433,3.2659593166843024,1.0,0.067362668997809
2024,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1269,33.17572892040977,34.751773049645394,32.07249802994484,0.5516154452324665,-0.0277427875858143,0.9317194857545584,-0.1043170985099776,0.7678970015680393,-0.1426042539720593,0.6973134274718605,4.230000000000018,1.0,0.0520094562647751
2025,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.0,1285,37.27626459143969,36.18677042801556,26.53696498054475,0.933852140077821,0.0024352868452268,1.0058575754286476,-0.0440580134257979,0.9002238610180021,-0.0673046635613103,0.8519315180086832,7.171999999998661,1.0,0.0306748466257725
2011,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1149,22.80243690165361,40.03481288076589,37.1627502175805,0.6092254134029591,-0.022004232439451,0.9517847696112502,-0.1012936863820248,0.798700398126563,-0.1409384133533116,0.7324905870059937,3.6464999999998327,1.0,0.0603318250377101
2012,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1120,19.28571428571429,39.82142857142857,40.89285714285714,0.4464285714285714,-0.0961763250910518,0.8041082849689153,-0.2202095783917488,0.6182869603896091,-0.2822262050420974,0.545079521012254,3.091500000000224,1.0,0.071162957134601
2013,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1082,23.19778188539741,36.96857670979667,39.83364140480592,1.5711645101663587,0.0105828801040933,1.0247538543059247,-0.0901060589790369,0.8162296681918093,-0.140450528520602,0.7309503046865682,3.2036470233585987,1.0,0.068671737981638
2014,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1049,20.019065776930407,40.13346043851287,39.84747378455672,0.4766444232602478,-0.060754341360413,0.8672859845112719,-0.194341845759027,0.6419271661366204,-0.2611355979583341,0.5542398719947648,2.1900000000000546,1.0,0.1004566210045637
2015,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1045,21.24401913875598,39.23444976076555,39.52153110047847,0.6698564593301436,-0.0457117041372026,0.9022947360282534,-0.1804282176880029,0.6766647158428228,-0.2477864744634031,0.5895757822737842,2.3359999999997854,1.0,0.0941780821917894
2016,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1232,20.535714285714285,41.72077922077922,37.743506493506494,0.5681818181818182,-0.0751364729668265,0.8415853538471247,-0.1946747518564614,0.6465543357465362,-0.2544438913012788,0.5684721967537706,2.427279361363162,1.0,0.09063648157686
2017,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1205,18.423236514522824,41.49377593360996,40.08298755186722,0.8298755186721992,-0.1073467443976254,0.7755054485984793,-0.2611815485275874,0.5469017974597435,-0.3380989505925684,0.4606087115857816,1.8919999999998252,1.0,0.1162790697674525
2018,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1305,19.310344827586206,42.8352490421456,37.8544061302682,0.3831417624521072,-0.0846905726768109,0.8234544316770029,-0.24189327175423,0.5836726578108961,-0.3204946212929395,0.4934181472814806,1.734000000000151,1.0,0.126874279123403
2019,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1177,16.99235344095157,43.50042480883602,39.50722175021241,0.7646559048428208,-0.1538719766745832,0.6966884576921613,-0.2918367930635784,0.5152635955401283,-0.3608192012580759,0.4452958039010693,2.1344999999996617,1.0,0.1030686343406113
2020,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1102,21.77858439201452,43.37568058076225,34.84573502722323,0.6352087114337568,-0.0855798722147254,0.8235907356360194,-0.1625871759211555,0.6960715064785681,-0.2010908277743705,0.6409968134033168,4.10125000000005,1.0,0.0536422063794074
2021,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1222,20.78559738134206,40.09819967266776,39.11620294599018,0.5728314238952537,-0.0504441043469323,0.8894379918331912,-0.1348553514161941,0.7348692591002357,-0.1770609749508251,0.6691390205592643,3.453000000000202,1.0,0.0637132479456453
2022,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1159,20.96635030198447,44.08973252804142,34.943917169974114,1.207937877480587,-0.0749389249320111,0.8464887659784097,-0.1641204178422209,0.6993742596767117,-0.2087111642973259,0.6370229323615809,3.460119182651852,1.0,0.063581624905588
2023,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1164,22.33676975945017,42.09621993127148,35.56701030927835,0.6872852233676976,-0.033284774413797,0.9291472375491496,-0.1224646863802519,0.7666332815040042,-0.1670546423634793,0.697656873897464,3.2659593166843024,1.0,0.067362668997809
2024,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1269,21.98581560283688,38.92828999211978,39.08589440504334,0.4728132387706856,-0.0330808239460772,0.9266747962577248,-0.1096551348702406,0.7804746911089099,-0.1479422903323223,0.7175895131296284,4.230000000000018,1.0,0.0520094562647751
2025,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,1.5,1285,22.957198443579767,41.24513618677042,35.797665369649806,0.622568093385214,-0.0195846622737442,0.9582688398264384,-0.066077962544769,0.867396491207604,-0.0893246126802814,0.8258444655509368,7.171999999998661,1.0,0.0306748466257725
2011,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1149,14.360313315926891,42.993907745865975,42.64577893820714,0.3481288076588337,-0.0597734768413376,0.8773133504672572,-0.1390629307839113,0.7415982263095424,-0.1787076577551982,0.6830999439096864,3.6464999999998327,1.0,0.0603318250377101
2012,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1120,13.482142857142856,41.42857142857143,45.08928571428572,0.2678571428571428,-0.0934411603966936,0.8160304452281335,-0.2174744136973907,0.6354632416811294,-0.2794910403477392,0.5642992926156754,3.091500000000224,1.0,0.071162957134601
2013,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1082,16.173752310536045,39.09426987060999,44.73197781885398,1.478743068391867,0.0157454995153216,1.035036715930722,-0.0849434395678086,0.8354570445773386,-0.1352879091093737,0.7540070048528106,3.2036470233585987,1.0,0.068671737981638
2014,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1049,12.96472831267874,42.32602478551001,44.70924690181125,0.3813155386081983,-0.083205124189079,0.8268320311054811,-0.216792628587693,0.6201448556086102,-0.283586380787,0.5400397076440484,2.1900000000000546,1.0,0.1004566210045637
2015,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1045,14.736842105263156,40.66985645933015,44.59330143540669,0.5741626794258373,-0.0431415986014753,0.9107992070784828,-0.1778581121522756,0.6914091499040028,-0.2452163689276757,0.6066718282529098,2.3359999999997854,1.0,0.0941780821917894
2016,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1232,14.285714285714285,42.77597402597403,42.938311688311686,0.6493506493506493,-0.0611109732971846,0.8743128707391825,-0.1806492521868195,0.6803797910252524,-0.2404183916316369,0.6028199609808149,2.427279361363162,1.0,0.09063648157686
2017,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1205,11.950207468879668,42.738589211618255,45.31120331950208,0.6639004149377593,-0.1071037886232405,0.7829095579496009,-0.2609385927532026,0.561394222433297,-0.3378559948181836,0.4779438379580277,1.8919999999998252,1.0,0.1162790697674525
2018,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1305,12.490421455938696,44.52107279693487,42.98850574712644,0.3065134099616858,-0.0912343857805229,0.8164619442675441,-0.248437084857942,0.5879925985059911,-0.3270384343966515,0.502214149028575,1.734000000000151,1.0,0.126874279123403
2019,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1177,10.365335598980458,45.19966015293118,44.43500424808836,0.5947323704333051,-0.1637301452743086,0.6886398400254097,-0.3016949616633038,0.5168432619473847,-0.3706773698578014,0.4507550201416851,2.1344999999996617,1.0,0.1030686343406113
2020,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1102,16.424682395644282,44.918330308529946,38.65698729582577,0.3629764065335753,-0.0628290719191292,0.8745965591387478,-0.1398363756255592,0.7469741377572696,-0.1783400274787743,0.6918600397985856,4.10125000000005,1.0,0.0536422063794074
2021,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1222,14.811783960720131,41.89852700490999,43.289689034369886,0.3273322422258592,-0.0371635944159718,0.921700826943412,-0.1215748414852336,0.7704134741804409,-0.1637804650198646,0.7061470615105355,3.453000000000202,1.0,0.0637132479456453
2022,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1159,14.408973252804142,46.24676445211389,39.34426229508197,0.9490940465918896,-0.0832553424439741,0.8371275346029672,-0.172436835354184,0.6990307168006384,-0.2170275818092889,0.6406887956492158,3.460119182651852,1.0,0.063581624905588
2023,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1164,15.63573883161512,44.41580756013745,39.94845360824743,0.3436426116838488,-0.0350453432779639,0.929004523251512,-0.1242252552444188,0.775072839935299,-0.1688152112276462,0.7098839393457238,3.2659593166843024,1.0,0.067362668997809
2024,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1269,15.760441292356187,41.371158392434985,42.86840031520882,0.3152088258471237,-0.0393243894187248,0.9176232647435878,-0.1158987003428882,0.7809987396887399,-0.1541858558049698,0.7223388114714978,4.230000000000018,1.0,0.0520094562647751
2025,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.0,1285,15.330739299610896,43.65758754863813,41.01167315175097,0.5447470817120622,-0.0291892825109531,0.9410165932096008,-0.0756825827819779,0.8559421649083649,-0.0989292329174903,0.8170325156899839,7.171999999998661,1.0,0.0306748466257725
2011,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.5,1149,10.09573542210618,44.12532637075718,45.77893820713664,0.2610966057441253,-0.064132907958471,0.8713530281651818,-0.1434223619010447,0.739579427581341,-0.1830670888723316,0.6828038568054196,3.6464999999998327,1.0,0.0603318250377101
2012,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.5,1120,10.0,42.32142857142857,47.67857142857143,0.1785714285714285,-0.0908008457494908,0.8244768148061286,-0.2148340990501878,0.6464101589602248,-0.2768507257005364,0.5762143579016555,3.091500000000224,1.0,0.071162957134601
2013,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.5,1082,11.645101663585953,40.38817005545287,47.96672828096119,1.2014787430683918,0.0157411752188096,1.0340468265973517,-0.0849477638643206,0.8403044469323027,-0.1352922334058857,0.7614072463236937,3.2036470233585987,1.0,0.068671737981638
2014,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.5,1049,9.151572926596758,43.088655862726405,47.75977121067683,0.1906577693040991,-0.0837762453445642,0.828485759420557,-0.2173637497431781,0.6253034710138673,-0.2841575019424852,0.5465618666756489,2.1900000000000546,1.0,0.1004566210045637
2015,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.5,1045,9.665071770334928,41.72248803827751,48.61244019138756,0.5741626794258373,-0.0568937757613739,0.8849929887400627,-0.1916102893121742,0.6750966473959852,-0.2589685460875744,0.5940919377537913,2.3359999999997854,1.0,0.0941780821917894
2016,DISPLACEMENT_ORIGIN_ONLY,TOUCH_NEXT_OPEN,2.5,1232,10.47077922077922,43.18181818181818,46.3474025974026,0.5681818181818182,-0.0447532584312453,0.9087465064653204,-0.1642915373208802,0.7120249032540563,-0.2240606767656977,0.633431472018246,2.427279361363162,1.0,0.09063648157686
