segment,type,DEV_n,DEV_mean,DEV_pf,DEV_sum,2024_n,2024_mean,2024_pf,2024_sum,2025_n,2025_mean,2025_pf,2025_sum,all_n,all_mean,all_pf,all_dd
LUNCH_1200_1330,session,344,0.19085320411776632,1.5279499649000565,65.65350221651161,123,-0.026485579632367747,0.9336484813306536,-3.257726294781233,33,0.2468622641651849,1.6942052783994404,8.146454717451102,500,0.14108446127836297,1.3809212963238962,9.067535807571325
MORNING_1030_1200,session,764,0.08045626255725405,1.1857611544929827,61.468584593742094,284,0.1807121224663258,1.4710132511908176,51.322242780436525,87,0.5162163075478932,2.767836779017221,44.91081875666671,1135,0.1389441816130796,1.3389487573008994,20.847040731944624
OPEN_0930_1030,session,607,0.17520037219420023,1.4205643908928811,106.34662592187954,225,0.14535218451643286,1.3377595645038367,32.70424151619739,47,0.1901209170167919,1.3571340920141028,8.93568309978922,879,0.16835785044125842,1.3949320358818198,13.142706804740529
PM_1330_1500,session,635,0.09881683221380938,1.2376118602103718,62.748688455768956,248,0.26771534667632235,1.8592585235524284,66.39340597572794,83,0.1797614259498122,1.3868199792427478,14.920198353834413,966,0.14913280826638853,1.3791908219715239,10.883754783861264
POWER_1500_1600,session,9,0.09859485693485293,1.2121160345830946,0.8873537124136763,1,0.9998248072879556,1e+99,0.9998248072879556,1,-1.0446859903381709,0.0,-1.0446859903381709,11,0.07659022994213283,1.1611492298533053,3.151597338402175
