dt,date,contract,segment,open,high,low,close,volume
2020-02-05 06:30:00,2020-02-05,MNQ 03-20,3,9449.5,9451.75,9420.0,9434.5,6573.0
2020-02-05 06:45:00,2020-02-05,MNQ 03-20,3,9435.0,9443.5,9431.0,9432.0,2336.0
2020-02-05 07:00:00,2020-02-05,MNQ 03-20,3,9432.0,9437.5,9422.5,9437.25,2494.0
2020-02-05 07:15:00,2020-02-05,MNQ 03-20,3,9437.0,9445.0,9435.5,9442.0,1615.0
2020-02-05 07:30:00,2020-02-05,MNQ 03-20,3,9442.5,9445.75,9435.75,9442.0,1554.0
2020-02-05 07:45:00,2020-02-05,MNQ 03-20,3,9442.25,9443.25,9430.0,9433.5,1661.0
2020-02-05 08:00:00,2020-02-05,MNQ 03-20,3,9433.25,9448.75,9429.25,9445.25,2333.0
2020-02-05 08:15:00,2020-02-05,MNQ 03-20,3,9445.25,9459.25,9442.5,9454.75,3404.0
2020-02-06 03:00:00,2020-02-06,MNQ 03-20,3,9450.25,9452.25,9439.5,9443.75,2499.0
2020-02-06 03:15:00,2020-02-06,MNQ 03-20,3,9444.0,9445.75,9436.0,9437.5,1789.0
2020-02-06 03:30:00,2020-02-06,MNQ 03-20,3,9437.25,9442.75,9431.75,9442.25,1559.0
2020-02-06 03:45:00,2020-02-06,MNQ 03-20,3,9442.5,9443.25,9432.25,9434.0,1368.0
2020-02-06 04:00:00,2020-02-06,MNQ 03-20,3,9434.25,9443.0,9430.5,9441.25,1494.0
2020-02-06 04:15:00,2020-02-06,MNQ 03-20,3,9441.0,9443.0,9412.0,9417.0,3274.0
2020-02-06 04:30:00,2020-02-06,MNQ 03-20,3,9417.25,9425.0,9410.5,9414.25,2274.0
2020-02-06 04:45:00,2020-02-06,MNQ 03-20,3,9414.0,9419.5,9409.0,9414.25,1692.0
2020-02-06 05:00:00,2020-02-06,MNQ 03-20,3,9415.25,9417.25,9405.0,9411.5,1347.0
2020-02-06 05:15:00,2020-02-06,MNQ 03-20,3,9411.75,9421.75,9410.5,9419.0,1124.0
2020-02-06 05:30:00,2020-02-06,MNQ 03-20,3,9418.5,9421.0,9412.25,9413.75,798.0
2020-02-06 05:45:00,2020-02-06,MNQ 03-20,3,9413.25,9414.75,9401.75,9403.0,1602.0
2020-02-06 06:00:00,2020-02-06,MNQ 03-20,3,9402.75,9414.25,9401.0,9407.75,1412.0
2020-02-06 06:15:00,2020-02-06,MNQ 03-20,3,9408.0,9413.75,9404.75,9411.0,1102.0
2020-02-06 06:30:00,2020-02-06,MNQ 03-20,3,9410.5,9423.0,9410.5,9421.0,1245.0
2020-02-06 06:45:00,2020-02-06,MNQ 03-20,3,9421.5,9435.25,9418.5,9434.75,2260.0
2020-02-06 07:00:00,2020-02-06,MNQ 03-20,3,9434.5,9436.75,9428.0,9431.5,1815.0
2020-02-06 07:15:00,2020-02-06,MNQ 03-20,3,9431.75,9433.5,9423.25,9424.75,1229.0
2020-02-06 07:30:00,2020-02-06,MNQ 03-20,3,9424.25,9428.5,9421.75,9423.0,1007.0
2020-02-06 07:45:00,2020-02-06,MNQ 03-20,3,9423.0,9425.5,9411.75,9417.25,1529.0
2020-02-06 08:00:00,2020-02-06,MNQ 03-20,3,9417.0,9417.75,9406.25,9410.25,1986.0
2020-02-06 08:15:00,2020-02-06,MNQ 03-20,3,9410.0,9418.5,9408.0,9416.5,1521.0
2020-02-07 03:00:00,2020-02-07,MNQ 03-20,3,9444.0,9449.75,9433.25,9448.75,2652.0
2020-02-07 03:15:00,2020-02-07,MNQ 03-20,3,9448.25,9449.0,9438.25,9445.5,1548.0
2020-02-07 03:30:00,2020-02-07,MNQ 03-20,3,9445.25,9449.0,9436.25,9448.5,1535.0
2020-02-07 03:45:00,2020-02-07,MNQ 03-20,3,9448.75,9450.25,9439.25,9443.5,1352.0
2020-02-07 04:00:00,2020-02-07,MNQ 03-20,3,9444.0,9447.5,9440.25,9441.75,1038.0
2020-02-07 04:15:00,2020-02-07,MNQ 03-20,3,9441.75,9446.5,9436.75,9437.25,1111.0
2020-02-07 04:30:00,2020-02-07,MNQ 03-20,3,9437.25,9439.25,9430.5,9433.0,1537.0
2020-02-07 04:45:00,2020-02-07,MNQ 03-20,3,9433.5,9433.75,9417.5,9421.25,2545.0
2020-02-07 05:00:00,2020-02-07,MNQ 03-20,3,9421.5,9423.5,9404.0,9407.0,3097.0
2020-02-07 05:15:00,2020-02-07,MNQ 03-20,3,9407.0,9414.75,9403.75,9412.75,2193.0
2020-02-07 05:30:00,2020-02-07,MNQ 03-20,3,9413.0,9417.5,9405.0,9409.5,2448.0
2020-02-07 05:45:00,2020-02-07,MNQ 03-20,3,9409.75,9412.75,9403.25,9403.25,1786.0
2020-02-07 06:00:00,2020-02-07,MNQ 03-20,3,9403.0,9407.75,9395.0,9407.5,2923.0
2020-02-07 06:15:00,2020-02-07,MNQ 03-20,3,9407.25,9419.5,9407.0,9413.0,2537.0
2020-02-07 06:30:00,2020-02-07,MNQ 03-20,3,9413.25,9417.5,9410.5,9413.0,1099.0
2020-02-07 06:45:00,2020-02-07,MNQ 03-20,3,9413.25,9421.5,9410.5,9420.5,1161.0
2020-02-07 07:00:00,2020-02-07,MNQ 03-20,3,9420.25,9424.75,9418.75,9421.5,982.0
2020-02-07 07:15:00,2020-02-07,MNQ 03-20,3,9421.5,9431.0,9420.0,9424.5,1898.0
2020-02-07 07:30:00,2020-02-07,MNQ 03-20,3,9424.5,9428.75,9421.5,9423.25,897.0
2020-02-07 07:45:00,2020-02-07,MNQ 03-20,3,9423.5,9430.25,9420.25,9428.5,1070.0
2020-02-07 08:00:00,2020-02-07,MNQ 03-20,3,9429.0,9430.0,9418.25,9421.25,1912.0
2020-02-07 08:15:00,2020-02-07,MNQ 03-20,3,9421.25,9439.75,9420.75,9438.0,2332.0
2020-02-10 03:00:00,2020-02-10,MNQ 03-20,3,9417.0,9424.25,9409.0,9423.0,2341.0
2020-02-10 03:15:00,2020-02-10,MNQ 03-20,3,9423.25,9427.0,9399.5,9406.25,3630.0
2020-02-10 03:30:00,2020-02-10,MNQ 03-20,3,9406.25,9409.25,9392.5,9399.25,2995.0
2020-02-10 03:45:00,2020-02-10,MNQ 03-20,3,9399.5,9399.5,9384.5,9395.25,3380.0
2020-02-10 04:00:00,2020-02-10,MNQ 03-20,3,9395.25,9422.25,9394.5,9414.25,3040.0
2020-02-10 04:15:00,2020-02-10,MNQ 03-20,3,9414.75,9421.5,9409.75,9413.75,1450.0
2020-02-10 04:30:00,2020-02-10,MNQ 03-20,3,9413.0,9416.25,9408.75,9409.25,1045.0
2020-02-10 04:45:00,2020-02-10,MNQ 03-20,3,9409.0,9410.25,9402.25,9404.0,1356.0
2020-02-10 05:00:00,2020-02-10,MNQ 03-20,3,9404.0,9406.0,9395.0,9400.25,1442.0
2020-02-10 05:15:00,2020-02-10,MNQ 03-20,3,9400.5,9403.5,9396.25,9401.5,957.0
2020-02-10 05:30:00,2020-02-10,MNQ 03-20,3,9401.75,9418.5,9399.25,9418.5,1559.0
2020-02-10 05:45:00,2020-02-10,MNQ 03-20,3,9418.5,9430.5,9412.0,9419.5,4964.0
2020-02-10 06:00:00,2020-02-10,MNQ 03-20,3,9419.75,9424.5,9417.5,9418.75,1129.0
2020-02-10 06:15:00,2020-02-10,MNQ 03-20,3,9418.25,9422.5,9418.0,9421.75,607.0
2020-02-10 06:30:00,2020-02-10,MNQ 03-20,3,9421.75,9428.75,9420.25,9426.5,1073.0
2020-02-10 06:45:00,2020-02-10,MNQ 03-20,3,9427.0,9428.25,9420.5,9420.75,513.0
2020-02-10 07:00:00,2020-02-10,MNQ 03-20,3,9420.25,9426.5,9408.5,9413.5,1965.0
2020-02-10 07:15:00,2020-02-10,MNQ 03-20,3,9413.25,9416.5,9411.25,9415.0,515.0
2020-02-10 07:30:00,2020-02-10,MNQ 03-20,3,9415.5,9419.75,9409.5,9417.5,902.0
2020-02-10 07:45:00,2020-02-10,MNQ 03-20,3,9417.0,9420.0,9407.0,9409.75,1250.0
2020-02-10 08:00:00,2020-02-10,MNQ 03-20,3,9410.25,9412.0,9393.75,9403.0,2992.0
2020-02-10 08:15:00,2020-02-10,MNQ 03-20,3,9402.5,9417.25,9401.5,9413.5,1931.0
2020-02-11 03:00:00,2020-02-11,MNQ 03-20,3,9560.5,9566.0,9554.75,9561.0,2532.0
2020-02-11 03:15:00,2020-02-11,MNQ 03-20,3,9561.0,9566.5,9558.5,9559.5,1437.0
2020-02-11 03:30:00,2020-02-11,MNQ 03-20,3,9559.0,9567.5,9558.25,9559.5,922.0
2020-02-11 03:45:00,2020-02-11,MNQ 03-20,3,9559.5,9562.0,9552.5,9557.75,1508.0
2020-02-11 04:00:00,2020-02-11,MNQ 03-20,3,9558.0,9561.5,9545.5,9548.0,2161.0
2020-02-11 04:15:00,2020-02-11,MNQ 03-20,3,9548.25,9555.0,9548.0,9552.0,1305.0
2020-02-11 04:30:00,2020-02-11,MNQ 03-20,3,9552.5,9560.0,9549.75,9554.5,1193.0
2020-02-11 04:45:00,2020-02-11,MNQ 03-20,3,9554.75,9559.0,9550.75,9557.75,659.0
2020-02-11 05:00:00,2020-02-11,MNQ 03-20,3,9557.75,9564.0,9557.75,9561.75,969.0
2020-02-11 05:15:00,2020-02-11,MNQ 03-20,3,9561.75,9566.75,9560.75,9562.5,816.0
2020-02-11 05:30:00,2020-02-11,MNQ 03-20,3,9563.25,9567.25,9563.0,9565.75,525.0
2020-02-11 05:45:00,2020-02-11,MNQ 03-20,3,9565.5,9571.0,9564.0,9567.5,1013.0
2020-02-11 06:00:00,2020-02-11,MNQ 03-20,3,9567.25,9569.25,9564.25,9569.0,690.0
2020-02-11 06:15:00,2020-02-11,MNQ 03-20,3,9569.25,9572.5,9560.5,9560.75,894.0
2020-02-11 06:30:00,2020-02-11,MNQ 03-20,3,9561.5,9561.5,9556.25,9558.75,841.0
2020-02-11 06:45:00,2020-02-11,MNQ 03-20,3,9559.0,9563.0,9554.25,9556.75,1269.0
2020-02-11 07:00:00,2020-02-11,MNQ 03-20,3,9556.75,9564.5,9555.25,9563.25,888.0
2020-02-11 07:15:00,2020-02-11,MNQ 03-20,3,9563.5,9572.25,9562.5,9571.5,1259.0
2020-02-11 07:30:00,2020-02-11,MNQ 03-20,3,9571.5,9574.5,9567.0,9567.25,996.0
2020-02-11 07:45:00,2020-02-11,MNQ 03-20,3,9567.25,9574.0,9566.25,9571.0,921.0
2020-02-11 08:00:00,2020-02-11,MNQ 03-20,3,9570.75,9572.0,9565.5,9567.75,987.0
2020-02-11 08:15:00,2020-02-11,MNQ 03-20,3,9567.75,9571.0,9566.5,9569.0,958.0
2020-02-12 03:00:00,2020-02-12,MNQ 03-20,3,9556.75,9562.25,9553.0,9555.5,1358.0
2020-02-12 03:15:00,2020-02-12,MNQ 03-20,3,9555.75,9574.0,9555.25,9572.0,2123.0
2020-02-12 03:30:00,2020-02-12,MNQ 03-20,3,9571.75,9584.5,9569.5,9573.75,3340.0
2020-02-12 03:45:00,2020-02-12,MNQ 03-20,3,9573.75,9577.0,9571.25,9572.5,1382.0
2020-02-12 04:00:00,2020-02-12,MNQ 03-20,3,9573.0,9578.25,9571.25,9572.75,1175.0
2020-02-12 04:15:00,2020-02-12,MNQ 03-20,3,9573.0,9573.0,9569.75,9571.25,615.0
2020-02-12 04:30:00,2020-02-12,MNQ 03-20,3,9571.25,9575.0,9568.0,9574.5,723.0
2020-02-12 04:45:00,2020-02-12,MNQ 03-20,3,9574.25,9575.0,9571.5,9573.25,507.0
2020-02-12 05:00:00,2020-02-12,MNQ 03-20,3,9573.0,9573.25,9568.25,9572.0,677.0
2020-02-12 05:15:00,2020-02-12,MNQ 03-20,3,9571.75,9573.25,9567.75,9571.75,503.0
2020-02-12 05:30:00,2020-02-12,MNQ 03-20,3,9571.75,9572.75,9567.75,9572.0,773.0
2020-02-12 05:45:00,2020-02-12,MNQ 03-20,3,9572.25,9576.75,9570.5,9575.0,618.0
2020-02-12 06:00:00,2020-02-12,MNQ 03-20,3,9575.25,9579.0,9574.75,9575.0,682.0
2020-02-12 06:15:00,2020-02-12,MNQ 03-20,3,9575.0,9581.25,9574.25,9577.75,836.0
2020-02-12 06:30:00,2020-02-12,MNQ 03-20,3,9577.75,9581.25,9577.75,9578.25,559.0
2020-02-12 06:45:00,2020-02-12,MNQ 03-20,3,9578.25,9579.25,9576.0,9577.75,523.0
2020-02-12 07:00:00,2020-02-12,MNQ 03-20,3,9577.75,9578.5,9570.0,9574.0,849.0
2020-02-12 07:15:00,2020-02-12,MNQ 03-20,3,9574.0,9577.5,9573.5,9576.0,695.0
2020-02-12 07:30:00,2020-02-12,MNQ 03-20,3,9575.75,9576.25,9571.0,9571.25,649.0
2020-02-12 07:45:00,2020-02-12,MNQ 03-20,3,9571.25,9572.75,9562.75,9569.0,1559.0
2020-02-12 08:00:00,2020-02-12,MNQ 03-20,3,9569.0,9577.5,9566.75,9575.5,1247.0
2020-02-12 08:15:00,2020-02-12,MNQ 03-20,3,9575.5,9578.25,9573.75,9576.25,1182.0
2020-02-13 03:00:00,2020-02-13,MNQ 03-20,3,9566.0,9569.75,9561.75,9563.5,1878.0
2020-02-13 03:15:00,2020-02-13,MNQ 03-20,3,9563.5,9576.0,9562.75,9572.5,1450.0
2020-02-13 03:30:00,2020-02-13,MNQ 03-20,3,9572.25,9575.25,9566.75,9566.75,972.0
2020-02-13 03:45:00,2020-02-13,MNQ 03-20,3,9567.5,9572.0,9566.25,9567.25,673.0
2020-02-13 04:00:00,2020-02-13,MNQ 03-20,3,9567.5,9568.5,9557.25,9563.75,1862.0
2020-02-13 04:15:00,2020-02-13,MNQ 03-20,3,9564.25,9565.0,9550.25,9551.0,1903.0
2020-02-13 04:30:00,2020-02-13,MNQ 03-20,3,9550.75,9553.25,9548.25,9550.5,1425.0
2020-02-13 04:45:00,2020-02-13,MNQ 03-20,3,9550.5,9554.5,9533.5,9543.0,3390.0
2020-02-13 05:00:00,2020-02-13,MNQ 03-20,3,9542.75,9543.5,9511.25,9524.75,6513.0
2020-02-13 05:15:00,2020-02-13,MNQ 03-20,3,9525.0,9549.0,9524.0,9547.0,3677.0
2020-02-13 05:30:00,2020-02-13,MNQ 03-20,3,9547.25,9547.5,9539.0,9542.5,2008.0
2020-02-13 05:45:00,2020-02-13,MNQ 03-20,3,9542.0,9548.0,9534.0,9541.25,1970.0
2020-02-13 06:00:00,2020-02-13,MNQ 03-20,3,9542.0,9542.75,9527.25,9527.25,2636.0
2020-02-13 06:15:00,2020-02-13,MNQ 03-20,3,9527.25,9536.75,9526.75,9530.75,1695.0
2020-02-13 06:30:00,2020-02-13,MNQ 03-20,3,9531.0,9546.0,9526.5,9543.0,2097.0
2020-02-13 06:45:00,2020-02-13,MNQ 03-20,3,9542.75,9557.0,9541.0,9551.5,3050.0
2020-02-13 07:00:00,2020-02-13,MNQ 03-20,3,9551.25,9558.0,9549.25,9551.5,2202.0
2020-02-13 07:15:00,2020-02-13,MNQ 03-20,3,9551.75,9552.25,9537.25,9540.25,1851.0
2020-02-13 07:30:00,2020-02-13,MNQ 03-20,3,9540.0,9547.25,9539.0,9544.0,1385.0
2020-02-13 07:45:00,2020-02-13,MNQ 03-20,3,9544.0,9545.0,9524.0,9541.25,3844.0
2020-02-13 08:00:00,2020-02-13,MNQ 03-20,3,9541.0,9555.0,9540.75,9546.75,3583.0
2020-02-13 08:15:00,2020-02-13,MNQ 03-20,3,9546.75,9559.0,9546.75,9554.75,2005.0
2020-02-14 03:00:00,2020-02-14,MNQ 03-20,3,9641.0,9644.25,9633.75,9636.5,1968.0
2020-02-14 03:15:00,2020-02-14,MNQ 03-20,3,9636.5,9640.0,9633.5,9635.5,904.0
2020-02-14 03:30:00,2020-02-14,MNQ 03-20,3,9635.5,9639.0,9633.75,9636.5,635.0
2020-02-14 03:45:00,2020-02-14,MNQ 03-20,3,9636.5,9638.75,9631.5,9632.5,591.0
2020-02-14 04:00:00,2020-02-14,MNQ 03-20,3,9632.25,9633.75,9625.5,9631.0,1354.0
2020-02-14 04:15:00,2020-02-14,MNQ 03-20,3,9630.75,9635.75,9627.75,9632.0,1168.0
2020-02-14 04:30:00,2020-02-14,MNQ 03-20,3,9632.25,9637.0,9629.5,9635.0,661.0
2020-02-14 04:45:00,2020-02-14,MNQ 03-20,3,9635.0,9636.5,9632.25,9634.25,352.0
2020-02-14 05:00:00,2020-02-14,MNQ 03-20,3,9634.5,9640.5,9633.75,9640.25,684.0
2020-02-14 05:15:00,2020-02-14,MNQ 03-20,3,9640.0,9640.5,9635.75,9637.25,581.0
2020-02-14 05:30:00,2020-02-14,MNQ 03-20,3,9637.5,9640.75,9636.75,9640.25,516.0
2020-02-14 05:45:00,2020-02-14,MNQ 03-20,3,9640.0,9642.75,9638.75,9639.25,674.0
2020-02-14 06:00:00,2020-02-14,MNQ 03-20,3,9639.25,9642.25,9631.5,9632.5,837.0
2020-02-14 06:15:00,2020-02-14,MNQ 03-20,3,9633.0,9639.75,9631.5,9637.0,900.0
2020-02-14 06:30:00,2020-02-14,MNQ 03-20,3,9637.25,9638.75,9634.5,9636.25,425.0
2020-02-14 06:45:00,2020-02-14,MNQ 03-20,3,9636.5,9639.5,9633.0,9639.5,541.0
2020-02-14 07:00:00,2020-02-14,MNQ 03-20,3,9639.25,9645.75,9638.5,9642.25,1327.0
2020-02-14 07:15:00,2020-02-14,MNQ 03-20,3,9642.5,9644.25,9640.75,9643.0,695.0
2020-02-14 07:30:00,2020-02-14,MNQ 03-20,3,9643.0,9647.0,9642.0,9644.5,968.0
2020-02-14 07:45:00,2020-02-14,MNQ 03-20,3,9644.25,9649.5,9643.0,9647.25,877.0
2020-02-14 08:00:00,2020-02-14,MNQ 03-20,3,9647.25,9647.75,9642.0,9643.0,899.0
2020-02-14 08:15:00,2020-02-14,MNQ 03-20,3,9643.25,9643.5,9638.0,9641.0,878.0
2020-02-17 03:00:00,2020-02-17,MNQ 03-20,3,9673.25,9677.25,9670.0,9677.25,1230.0
2020-02-17 03:15:00,2020-02-17,MNQ 03-20,3,9677.25,9681.25,9672.0,9672.25,1407.0
2020-02-17 03:30:00,2020-02-17,MNQ 03-20,3,9672.25,9675.5,9666.0,9670.5,1026.0
2020-02-17 03:45:00,2020-02-17,MNQ 03-20,3,9670.75,9673.0,9668.0,9671.0,833.0
2020-02-17 04:00:00,2020-02-17,MNQ 03-20,3,9671.0,9672.25,9668.25,9671.0,427.0
2020-02-17 04:15:00,2020-02-17,MNQ 03-20,3,9671.0,9671.75,9668.5,9671.0,362.0
2020-02-17 04:30:00,2020-02-17,MNQ 03-20,3,9671.0,9673.5,9670.25,9673.5,296.0
2020-02-17 04:45:00,2020-02-17,MNQ 03-20,3,9673.5,9675.5,9671.75,9673.75,461.0
2020-02-17 05:00:00,2020-02-17,MNQ 03-20,3,9674.0,9677.5,9672.75,9675.25,393.0
2020-02-17 05:15:00,2020-02-17,MNQ 03-20,3,9675.25,9677.0,9673.25,9673.5,264.0
2020-02-17 05:30:00,2020-02-17,MNQ 03-20,3,9673.75,9674.5,9671.25,9671.5,371.0
2020-02-17 05:45:00,2020-02-17,MNQ 03-20,3,9671.5,9673.25,9671.0,9672.5,239.0
2020-02-17 06:00:00,2020-02-17,MNQ 03-20,3,9672.75,9675.5,9672.75,9675.0,207.0
2020-02-17 06:15:00,2020-02-17,MNQ 03-20,3,9674.75,9675.75,9671.75,9672.25,251.0
2020-02-17 06:30:00,2020-02-17,MNQ 03-20,3,9672.0,9674.25,9669.5,9673.5,479.0
2020-02-17 06:45:00,2020-02-17,MNQ 03-20,3,9672.75,9674.75,9672.25,9673.0,205.0
2020-02-17 07:00:00,2020-02-17,MNQ 03-20,3,9672.75,9676.0,9672.75,9673.0,386.0
2020-02-17 07:15:00,2020-02-17,MNQ 03-20,3,9673.0,9675.0,9672.5,9674.5,196.0
2020-02-17 07:30:00,2020-02-17,MNQ 03-20,3,9674.0,9675.0,9660.75,9669.0,2670.0
2020-02-17 07:45:00,2020-02-17,MNQ 03-20,3,9668.75,9669.0,9667.0,9668.0,410.0
2020-02-17 08:00:00,2020-02-17,MNQ 03-20,3,9667.75,9668.75,9664.25,9668.25,428.0
2020-02-17 08:15:00,2020-02-17,MNQ 03-20,3,9668.0,9668.25,9663.25,9665.0,633.0
2020-02-18 03:00:00,2020-02-18,MNQ 03-20,3,9539.25,9563.25,9537.25,9561.75,4133.0
2020-02-18 03:15:00,2020-02-18,MNQ 03-20,3,9561.75,9564.25,9545.5,9546.25,2886.0
2020-02-18 03:30:00,2020-02-18,MNQ 03-20,3,9545.75,9556.75,9543.0,9547.5,2393.0
2020-02-18 03:45:00,2020-02-18,MNQ 03-20,3,9547.5,9552.0,9542.0,9551.0,1650.0
2020-02-18 04:00:00,2020-02-18,MNQ 03-20,3,9551.5,9552.5,9538.0,9539.0,2681.0
2020-02-18 04:15:00,2020-02-18,MNQ 03-20,3,9539.25,9547.0,9535.5,9545.0,2013.0
2020-02-18 04:30:00,2020-02-18,MNQ 03-20,3,9545.25,9549.5,9539.25,9549.0,971.0
2020-02-18 04:45:00,2020-02-18,MNQ 03-20,3,9549.0,9549.75,9545.25,9547.5,803.0
2020-02-18 05:00:00,2020-02-18,MNQ 03-20,3,9548.0,9555.5,9541.25,9553.0,1474.0
2020-02-18 05:15:00,2020-02-18,MNQ 03-20,3,9553.0,9561.5,9552.25,9554.25,1640.0
2020-02-18 05:30:00,2020-02-18,MNQ 03-20,3,9554.5,9567.25,9553.25,9561.5,2615.0
2020-02-18 05:45:00,2020-02-18,MNQ 03-20,3,9561.0,9569.5,9558.75,9567.5,1331.0
2020-02-18 06:00:00,2020-02-18,MNQ 03-20,3,9567.25,9567.5,9561.25,9561.75,1177.0
2020-02-18 06:15:00,2020-02-18,MNQ 03-20,3,9562.25,9564.75,9559.0,9563.75,847.0
2020-02-18 06:30:00,2020-02-18,MNQ 03-20,3,9563.75,9566.25,9558.0,9559.25,823.0
2020-02-18 06:45:00,2020-02-18,MNQ 03-20,3,9560.0,9561.25,9553.25,9555.0,861.0
2020-02-18 07:00:00,2020-02-18,MNQ 03-20,3,9554.5,9564.75,9553.75,9559.0,1203.0
2020-02-18 07:15:00,2020-02-18,MNQ 03-20,3,9559.0,9574.75,9556.25,9570.0,1860.0
2020-02-18 07:30:00,2020-02-18,MNQ 03-20,3,9569.75,9574.25,9568.75,9572.75,1202.0
2020-02-18 07:45:00,2020-02-18,MNQ 03-20,3,9572.0,9572.5,9564.0,9570.25,1183.0
2020-02-18 08:00:00,2020-02-18,MNQ 03-20,3,9570.75,9577.0,9566.25,9575.0,1825.0
2020-02-18 08:15:00,2020-02-18,MNQ 03-20,3,9575.0,9583.75,9574.0,9579.25,2219.0
2020-02-19 03:00:00,2020-02-19,MNQ 03-20,3,9672.25,9674.0,9653.5,9656.75,2813.0
2020-02-19 03:15:00,2020-02-19,MNQ 03-20,3,9656.75,9660.5,9655.25,9655.25,1017.0
2020-02-19 03:30:00,2020-02-19,MNQ 03-20,3,9655.75,9661.75,9652.0,9661.75,1248.0
2020-02-19 03:45:00,2020-02-19,MNQ 03-20,3,9661.75,9664.0,9656.25,9659.25,812.0
2020-02-19 04:00:00,2020-02-19,MNQ 03-20,3,9658.75,9671.0,9658.75,9668.5,1393.0
2020-02-19 04:15:00,2020-02-19,MNQ 03-20,3,9668.0,9671.5,9666.0,9669.5,871.0
2020-02-19 04:30:00,2020-02-19,MNQ 03-20,3,9669.0,9672.75,9664.5,9666.5,862.0
2020-02-19 04:45:00,2020-02-19,MNQ 03-20,3,9666.0,9670.25,9664.75,9668.75,667.0
2020-02-19 05:00:00,2020-02-19,MNQ 03-20,3,9668.25,9668.25,9664.25,9667.5,462.0
2020-02-19 05:15:00,2020-02-19,MNQ 03-20,3,9668.0,9670.75,9666.25,9669.75,457.0
2020-02-19 05:30:00,2020-02-19,MNQ 03-20,3,9669.75,9673.0,9667.5,9669.75,639.0
2020-02-19 05:45:00,2020-02-19,MNQ 03-20,3,9669.75,9670.75,9665.0,9670.0,551.0
2020-02-19 06:00:00,2020-02-19,MNQ 03-20,3,9670.25,9670.75,9664.75,9669.5,445.0
2020-02-19 06:15:00,2020-02-19,MNQ 03-20,3,9669.5,9670.25,9666.25,9668.75,448.0
2020-02-19 06:30:00,2020-02-19,MNQ 03-20,3,9669.25,9670.0,9665.5,9666.75,469.0
2020-02-19 06:45:00,2020-02-19,MNQ 03-20,3,9667.0,9672.0,9662.5,9670.75,887.0
2020-02-19 07:00:00,2020-02-19,MNQ 03-20,3,9671.0,9673.25,9669.25,9673.25,605.0
2020-02-19 07:15:00,2020-02-19,MNQ 03-20,3,9673.25,9676.5,9670.5,9671.75,1420.0
2020-02-19 07:30:00,2020-02-19,MNQ 03-20,3,9671.75,9676.0,9671.0,9674.75,639.0
2020-02-19 07:45:00,2020-02-19,MNQ 03-20,3,9674.5,9686.25,9673.5,9683.5,2221.0
2020-02-19 08:00:00,2020-02-19,MNQ 03-20,3,9683.5,9685.75,9677.75,9681.25,1574.0
2020-02-19 08:15:00,2020-02-19,MNQ 03-20,3,9681.25,9685.5,9679.25,9680.5,837.0
2020-02-20 03:00:00,2020-02-20,MNQ 03-20,3,9741.75,9741.75,9727.5,9731.5,2518.0
2020-02-20 03:15:00,2020-02-20,MNQ 03-20,3,9731.5,9731.5,9708.25,9712.75,4079.0
2020-02-20 03:30:00,2020-02-20,MNQ 03-20,3,9713.0,9716.75,9708.75,9716.0,2151.0
2020-02-20 03:45:00,2020-02-20,MNQ 03-20,3,9716.25,9719.25,9714.0,9716.75,1532.0
2020-02-20 04:00:00,2020-02-20,MNQ 03-20,3,9717.0,9728.75,9716.25,9726.75,1417.0
2020-02-20 04:15:00,2020-02-20,MNQ 03-20,3,9727.0,9729.0,9715.0,9716.75,1893.0
2020-02-20 04:30:00,2020-02-20,MNQ 03-20,3,9716.75,9727.5,9716.0,9724.5,993.0
2020-02-20 04:45:00,2020-02-20,MNQ 03-20,3,9724.5,9728.25,9721.5,9725.25,743.0
2020-02-20 05:00:00,2020-02-20,MNQ 03-20,3,9725.25,9729.5,9721.75,9724.0,1003.0
2020-02-20 05:15:00,2020-02-20,MNQ 03-20,3,9724.0,9725.25,9716.0,9719.5,1237.0
2020-02-20 05:30:00,2020-02-20,MNQ 03-20,3,9719.5,9721.75,9717.5,9718.25,541.0
2020-02-20 05:45:00,2020-02-20,MNQ 03-20,3,9718.75,9720.75,9712.5,9719.25,997.0
2020-02-20 06:00:00,2020-02-20,MNQ 03-20,3,9720.0,9721.75,9714.5,9718.0,973.0
2020-02-20 06:15:00,2020-02-20,MNQ 03-20,3,9718.0,9721.0,9717.0,9720.0,647.0
2020-02-20 06:30:00,2020-02-20,MNQ 03-20,3,9720.0,9722.25,9718.0,9719.0,554.0
2020-02-20 06:45:00,2020-02-20,MNQ 03-20,3,9718.75,9718.75,9705.75,9706.0,1552.0
2020-02-20 07:00:00,2020-02-20,MNQ 03-20,3,9705.75,9717.0,9703.25,9713.75,1620.0
2020-02-20 07:15:00,2020-02-20,MNQ 03-20,3,9714.25,9716.25,9706.25,9711.5,1374.0
2020-02-20 07:30:00,2020-02-20,MNQ 03-20,3,9710.75,9713.0,9708.25,9709.0,856.0
2020-02-20 07:45:00,2020-02-20,MNQ 03-20,3,9709.0,9713.0,9707.5,9713.0,845.0
2020-02-20 08:00:00,2020-02-20,MNQ 03-20,3,9712.75,9718.25,9711.0,9717.0,1131.0
2020-02-20 08:15:00,2020-02-20,MNQ 03-20,3,9716.5,9718.25,9709.25,9710.25,1401.0
2020-02-21 03:00:00,2020-02-21,MNQ 03-20,3,9553.5,9557.5,9538.5,9547.0,4495.0
