test_year,signal_time,entry_time,exit_time,contract,entry,exit,gross_points,friction_points,net_points
2024,2024-07-30 04:30:00,2024-07-30 04:45:00,2024-07-30 05:30:00,MNQ 09-24,19249.5,19211.5,-38.0,4.0,-42.0
2024,2024-08-02 03:00:00,2024-08-02 03:15:00,2024-08-02 04:00:00,MNQ 09-24,18680.75,18702.75,22.0,4.0,18.0
2024,2024-08-05 03:00:00,2024-08-05 03:15:00,2024-08-05 04:00:00,MNQ 09-24,17658.0,17904.0,246.0,4.0,242.0
2024,2024-08-08 03:00:00,2024-08-08 03:15:00,2024-08-08 04:00:00,MNQ 09-24,17990.25,17935.5,-54.75,4.0,-58.75
2024,2024-08-09 07:15:00,2024-08-09 07:30:00,2024-08-09 08:15:00,MNQ 09-24,18529.25,18465.75,-63.5,4.0,-67.5
2024,2024-08-13 08:00:00,2024-08-13 08:15:00,2024-08-13 08:15:00,MNQ 09-24,18755.0,18744.75,-10.25,4.0,-14.25
2024,2024-08-27 03:00:00,2024-08-27 03:15:00,2024-08-27 04:00:00,MNQ 09-24,19605.5,19641.0,35.5,4.0,31.5
2024,2024-08-27 06:00:00,2024-08-27 06:15:00,2024-08-27 07:00:00,MNQ 09-24,19595.5,19588.25,-7.25,4.0,-11.25
2024,2024-09-03 03:00:00,2024-09-03 03:15:00,2024-09-03 04:00:00,MNQ 09-24,19612.0,19613.5,1.5,4.0,-2.5
2024,2024-09-03 04:15:00,2024-09-03 04:30:00,2024-09-03 05:15:00,MNQ 09-24,19589.25,19485.5,-103.75,4.0,-107.75
2024,2024-09-04 03:00:00,2024-09-04 03:15:00,2024-09-04 04:00:00,MNQ 09-24,18894.25,18889.25,-5.0,4.0,-9.0
2024,2024-09-09 03:00:00,2024-09-09 03:15:00,2024-09-09 04:00:00,MNQ 09-24,18589.5,18609.25,19.75,4.0,15.75
2024,2024-09-10 05:00:00,2024-09-10 05:15:00,2024-09-10 06:00:00,MNQ 09-24,18592.75,18634.5,41.75,4.0,37.75
2024,2024-12-19 04:30:00,2024-12-19 04:45:00,2024-12-19 05:30:00,MNQ 03-25,21571.25,21573.5,2.25,4.0,-1.75
2024,2024-12-26 04:45:00,2024-12-26 05:00:00,2024-12-26 05:45:00,MNQ 03-25,21938.0,21938.25,0.25,4.0,-3.75
2024,2024-12-30 07:30:00,2024-12-30 07:45:00,2024-12-30 08:15:00,MNQ 03-25,21499.5,21466.25,-33.25,4.0,-37.25
