landmark_i,side,eidx,pidx,iou,center_err_vseg,lo_err_vseg,hi_err_vseg,score_exact,score_proxy,score_abs_err
161242,1,70907,65958,0.9759666484294673,0.0,0.024843212052955914,0.025853222263429555,0.03324041451426461,0.03346028667524351,0.00021987216097889978
161242,1,70908,65959,0.9899443296904347,0.01960784313768325,0.021248335599689666,0.004464450768293897,0.012007839218974633,0.009901813206377688,0.0021060260125969447
161257,-1,70909,65960,0.9958409377113101,0.019607843136800328,0.0013527548715364932,0.009298528341203274,0.10595762655512636,0.10244160925343977,0.0035160173016865887
161257,-1,70910,65961,0.9937886699138371,0.0,0.00510623435284346,0.0048566448729674425,0.20200128476478246,0.19980056341546426,0.002200721349318202
161257,1,70911,65962,0.9648615825540794,0.019607843136800328,0.036418533672289644,0.04958961546580568,0.533753397116626,0.4965955542015066,0.037157842915119366
161257,1,70912,65963,0.9907120470834268,0.01960784313769199,0.00737476344315555,0.004578640519137855,0.20042997216733963,0.20236872804128733,0.0019387558739477062
161257,1,70913,65964,0.9955054023880642,0.0,0.006205765120127302,0.0030693589932914087,0.15362873103344155,0.17750402292113773,0.023875291887696187
161257,1,70914,65965,0.9759666484290447,0.0,0.02484321205296699,0.025853222264332742,0.04916860997797078,0.048031574986501534,0.001137034991469249
161257,1,70915,65966,0.9899443296904347,0.01960784313769199,0.02124833559969914,0.004464450768295888,0.01628932316949724,0.013519799320596644,0.002769523848900597
161272,-1,70916,65967,0.9958409377113101,0.019607843136800328,0.0013527548715364932,0.009298528341203274,0.10249671000718878,0.1019891889298643,0.000507521077324477
161272,-1,70917,65968,0.9937886699138371,0.0,0.00510623435284346,0.0048566448729674425,0.19770952961806043,0.20056426796946508,0.002854738351404651
161272,1,70918,65969,0.9648615825540794,0.019607843136800328,0.036418533672289644,0.04958961546580568,0.4737288725057671,0.4685428615586992,0.005186010947067943
161272,1,70919,65970,0.9369475478925375,0.01960784313769199,0.09260070346860519,0.006235456620585599,0.19914136114830372,0.20549030037851213,0.006348939230208406
161272,1,70920,65971,0.9979070115664123,0.0,0.0007876324233107323,0.003375470851990133,0.13654478370947,0.15065273319332287,0.014107949483852855
161272,1,70921,65972,0.9759666484290447,0.0,0.02484321205296699,0.025853222264332742,0.04291974784884413,0.04324660486345874,0.0003268570146146149
161272,1,70922,65973,0.9899443296904347,0.01960784313769199,0.02124833559969914,0.004464450768295888,0.013338337282551977,0.011709711068211347,0.0016286262143406297
161287,-1,70923,65974,0.9958409377113101,0.019607843136800328,0.0013527548715364932,0.009298528341203274,0.07572180788521293,0.07532575817162727,0.0003960497135856583
161287,-1,70924,65975,0.9937886699138371,0.0,0.00510623435284346,0.0048566448729674425,0.1449671702605814,0.14716455604354478,0.0021973857829633847
161287,-1,70925,65976,0.9911959015320422,0.01960784313769199,0.008293393604585628,0.005872257521763079,0.6770986417402999,0.6817171519919647,0.00461851025166482
161287,1,70926,65977,0.9736566402305936,0.01960784313769199,0.025164123127420113,0.041816652455804834,0.6535699762051755,0.6514083308607579,0.002161645344417651
161287,1,70928,65978,0.9978613238966335,0.0,0.000878508457140868,0.003375470851990133,0.2509356022798893,0.269062539253419,0.018126936973529684
161287,1,70929,65979,0.9759666484290447,0.0,0.02484321205296699,0.025853222264332742,0.09470948897620206,0.09532123187199669,0.0006117428957946314
161287,1,70930,65980,0.9899443296904347,0.01960784313769199,0.02124833559969914,0.004464450768295888,0.03271952985285073,0.02928902687823186,0.00343050297461887
161302,-1,70931,65981,0.9959220185576061,0.0195312499995403,0.0015134293205322782,0.008887885385001494,0.047397448024991296,0.04712342992008866,0.00027401810490263606
161302,-1,70932,65982,0.9941205955712306,0.0,0.005027968255078561,0.004362533027269447,0.08760656660737262,0.08898593735523534,0.001379370747862721
161302,-1,70933,65983,0.9908094220812793,0.019531250000428477,0.008235953031566564,0.006499519147774185,0.4018503584782542,0.40686085517898285,0.005010496700728673
161302,-1,70934,65984,0.9705848476203198,0.039062499999968775,0.30732298989469886,0.0679958666172173,0.9162418968916267,0.9126636603453705,0.0035782365462562193
161302,1,70935,65985,0.9943854928700793,0.0,0.0033862746580130398,0.007571173281207545,0.5107013507123908,0.5292965359365674,0.01859518522417669
161302,1,70936,65986,0.977798947517885,0.0,0.023832722958696945,0.02281568792916995,0.2803430552932633,0.28133731686982094,0.0009942615765576313
161302,1,70937,65987,0.989068054834803,0.019531250000428477,0.021047652820629467,0.006796613267746248,0.12673470915400448,0.11586648451272064,0.010868224641283841
161317,-1,70938,65988,0.9959528952479821,0.019493177387456317,0.0015969882400681784,0.008704779381491773,0.08708707153950412,0.08658022163359069,0.0005068499059134313
161317,-1,70939,65989,0.9942902903825411,0.0,0.004990208423928706,0.004109928596951357,0.14234308731171602,0.14441997887346641,0.0020768915617503936
161317,-1,70940,65990,0.9906184222986327,0.019493177388342765,0.008204005302261928,0.006811274823505502,0.44775706303009316,0.452865379951651,0.005108316921557832
161317,-1,70941,65991,0.9702540680995169,0.038986354775799086,0.3073169202136225,0.0716317618349129,0.8362562733431845,0.8321272456727866,0.004129027670397911
161317,1,70942,65992,0.9984437465014119,0.0,0.002107227467890154,0.0010207929103345239,0.5978543322521513,0.6140389067639799,0.01618457451182853
161317,1,70943,65993,0.9786703522652411,0.0,0.023340681947737165,0.021389387162085015,0.36994623528785286,0.37061113897071424,0.000664903682861373
161317,1,70944,65994,0.9886219050441755,0.019493177388342765,0.02095176854918808,0.007972373150126742,0.21533802202375443,0.2000595429227204,0.015278479101034026
161332,-1,70945,65995,0.9955158827860331,0.019230769230315158,0.0001626851441799899,0.011083353011215285,0.1677177367873151,0.1669345086988432,0.0007832280884719212
161332,-1,70946,65996,0.9923583853143878,0.0,0.004955287128128788,0.007045987867444044,0.23729155039948477,0.24085311398205045,0.00356156358256568
161332,-1,70947,65997,0.9944289077229611,0.01923076923118967,0.004663177132722805,0.004169619243244883,0.514330904058846,0.5202328438456589,0.005901939786812971
161332,-1,70948,65998,0.9716930140628048,0.038461538461504824,0.2773612286318991,0.09447328747263622,0.7582396566225061,0.7566492042284008,0.0015904523941053794
161332,1,70949,65999,0.9888930604791862,0.01923076923118967,0.01623303314073229,0.008067701416901402,0.6684696914281645,0.6817560257008408,0.013286334272676337
161332,1,70950,66000,0.9715212376556189,0.0,0.02855620238926029,0.031150317702739013,0.4741735470756524,0.4751505222050228,0.0009769751293703943
161347,-1,70951,66002,0.9955978928791759,0.01912045889055619,0.0004348980533350828,0.010540020163329587,0.16021805093846356,0.15926738478879032,0.0009506661496732349
161347,-1,70952,66003,0.9928525962379297,0.0,0.004866500779021608,0.006288664028717465,0.22590631778439033,0.22922863370765453,0.0033223159232642074
161347,-1,70953,66004,0.995098963032954,0.01912045889142569,0.004652734672894093,0.00307321708678976,0.48267517449198843,0.4879393275070981,0.005264153015109685
