scenario,target_r,best_1pct_trades,best_1pct_sum_R,best_1pct_share_total_positive_R,best_5pct_trades,best_5pct_sum_R,best_5pct_share_total_positive_R,mean_net_R_after_removing_best_5pct,pf_after_removing_best_5pct,best_10pct_trades,best_10pct_sum_R,best_10pct_share_total_positive_R
S11_C6_PRIMARY,1.5,5,7.461373330872744,0.03022686809619736,25,37.12546466154617,0.1503994604708155,-0.14921632097408877,0.7482004131511232,50,73.99006928181265,0.29974214738136645
S18_C9_STRESS,1.5,5,7.442386644998742,0.03125299055602733,25,36.95839417634843,0.15520026024656342,-0.16945882018935246,0.715088164835129,50,73.5451050399335,0.3088397019522852
