event_id,source_year,doz_zone_id,objective_zone_id,anchor_zone_id,anchor_family,anchor_variant,partner_zone_id,partner_family,partner_variant,doz_contact_time,objective_contact_time,confluence_time,confirm_time,entry_time,confluence_idx,confirm_idx,entry_idx,direction,anchor_side,anchor_lower,anchor_upper,pair_lower,pair_upper,direct_overlap,doz_origin_time,doz_known_time,doz_source_tf,doz_variant,objective_origin_time,objective_known_time,objective_source_tf,objective_variant,doz_activation_session,objective_activation_session,entry_session,timing_integrity_pass
817a98d97841f5c90d8f53da,2025,DOZ_BODY_00002290,TRANSITION_H_00002660,DOZ_BODY_00002290,DISPLACEMENT_ORIGIN,DOZ_BODY,TRANSITION_H_00002660,OBJECTIVE_LIQUIDITY,TRANSITION_HIGH,2025-01-14T23:00:00+00:00,2025-01-14T23:00:00+00:00,2025-01-14T23:00:00+00:00,2025-01-14T23:00:00+00:00,2025-01-14T23:01:00+00:00,547140,547140,547141,SHORT,RESISTANCE,2679.7905,2680.1585,2679.7905,2680.1585,1.0,2025-01-13T11:15:00+00:00,2025-01-13T12:00:00+00:00,15min,DOZ_BODY,2025-01-14T21:59:00+00:00,2025-01-14T23:00:00+00:00,SESSION,TRANSITION_HIGH,LONDON,ASIA_CME,ASIA_CME,True
6cd7878f2d8f4cb17213502c,2025,DOZ_BASE_00008186,ASIA_CME_L_00002731,ASIA_CME_L_00002731,OBJECTIVE_LIQUIDITY,ASIA_CME_LOW,DOZ_BASE_00008186,DISPLACEMENT_ORIGIN,DOZ_BASE,2025-01-27T02:21:00+00:00,2025-01-27T02:22:00+00:00,2025-01-27T02:22:00+00:00,2025-01-27T02:22:00+00:00,2025-01-27T02:23:00+00:00,564622,564622,564623,LONG,SUPPORT,2752.6459999999997,2754.594,2752.6459999999997,2754.594,1.0,2025-01-24T00:00:00+00:00,2025-01-24T03:00:00+00:00,1h,DOZ_BASE,2025-01-24T07:59:00+00:00,2025-01-24T08:00:00+00:00,SESSION,ASIA_CME_LOW,ASIA_CME,LONDON,ASIA_CME,True
0161a26e6b5b575f9cf5478b,2025,DOZ_LAST_00002352,PDL_00000551,DOZ_LAST_00002352,DISPLACEMENT_ORIGIN,DOZ_LAST,PDL_00000551,OBJECTIVE_LIQUIDITY,PDL,2025-01-27T02:21:00+00:00,2025-01-27T02:19:00+00:00,2025-01-27T02:21:00+00:00,2025-01-27T02:23:00+00:00,2025-01-27T02:24:00+00:00,564621,564623,564624,LONG,SUPPORT,2753.8265,2755.715,2753.8265,2755.715,1.0,2025-01-23T23:45:00+00:00,2025-01-24T00:45:00+00:00,15min,DOZ_LAST,2025-01-24T21:59:00+00:00,2025-01-26T23:00:00+00:00,D1,PDL,ASIA_CME,ASIA_CME,ASIA_CME,True
283474f134809f9515f1c40c,2025,DOZ_BODY_00008233,ASIA_CME_L_00002851,DOZ_BODY_00008233,DISPLACEMENT_ORIGIN,DOZ_BODY,ASIA_CME_L_00002851,OBJECTIVE_LIQUIDITY,ASIA_CME_LOW,2025-02-11T09:00:00+00:00,2025-02-11T09:00:00+00:00,2025-02-11T09:00:00+00:00,2025-02-11T09:00:00+00:00,2025-02-11T09:01:00+00:00,586620,586620,586621,LONG,SUPPORT,2904.175,2905.46,2904.8,2905.46,0.5136186770427464,2025-02-10T20:00:00+00:00,2025-02-11T00:00:00+00:00,1h,DOZ_BODY,2025-02-11T07:59:00+00:00,2025-02-11T08:00:00+00:00,SESSION,ASIA_CME_LOW,ASIA_CME,LONDON,LONDON,True
455b0a2178e10293e6c5ef74,2025,DOZ_BODY_00002482,PDL_00000573,DOZ_BODY_00002482,DISPLACEMENT_ORIGIN,DOZ_BODY,PDL_00000573,OBJECTIVE_LIQUIDITY,PDL,2025-02-28T04:19:00+00:00,2025-02-28T04:19:00+00:00,2025-02-28T04:19:00+00:00,2025-02-28T04:19:00+00:00,2025-02-28T04:20:00+00:00,610819,610819,610820,LONG,SUPPORT,2856.575,2859.025,2856.575,2859.025,1.0,2025-02-09T23:00:00+00:00,2025-02-09T23:30:00+00:00,15min,DOZ_BODY,2025-02-10T21:59:00+00:00,2025-02-10T23:00:00+00:00,D1,PDL,ASIA_CME,ASIA_CME,ASIA_CME,True
cf7083c4731a4c65875f9a35,2025,DOZ_BASE_00002603,NY_PM_H_00002984,NY_PM_H_00002984,OBJECTIVE_LIQUIDITY,NY_PM_HIGH,DOZ_BASE_00002603,DISPLACEMENT_ORIGIN,DOZ_BASE,2025-02-28T20:59:00+00:00,2025-02-28T21:00:00+00:00,2025-02-28T21:00:00+00:00,2025-02-28T21:07:00+00:00,2025-02-28T21:08:00+00:00,611820,611827,611828,SHORT,RESISTANCE,2854.1900000000005,2856.0699999999997,2854.4465,2856.0699999999997,0.8635638297874392,2025-02-28T13:15:00+00:00,2025-02-28T14:00:00+00:00,15min,DOZ_BASE,2025-02-28T20:59:00+00:00,2025-02-28T21:00:00+00:00,SESSION,NY_PM_HIGH,NY_AM,TRANSITION,TRANSITION,True
932f4da1262f022dbcbe6982,2025,DOZ_LAST_00006276,NY_AM_H_00002982,NY_AM_H_00002982,OBJECTIVE_LIQUIDITY,NY_AM_HIGH,DOZ_LAST_00006276,DISPLACEMENT_ORIGIN,DOZ_LAST,2025-03-02T23:00:00+00:00,2025-03-02T23:00:00+00:00,2025-03-02T23:00:00+00:00,2025-03-02T23:00:00+00:00,2025-03-02T23:01:00+00:00,614820,614820,614821,SHORT,RESISTANCE,2861.0799999999995,2863.640000000001,2861.0799999999995,2863.0115,0.754492187499847,2025-02-28T12:00:00+00:00,2025-02-28T14:00:00+00:00,30min,DOZ_LAST,2025-02-28T16:59:00+00:00,2025-02-28T17:00:00+00:00,SESSION,NY_AM_HIGH,NY_AM,NY_PM,ASIA_CME,True
e40808880fe8a3735341279d,2025,DOZ_BODY_00006439,ASIA_CME_L_00003309,DOZ_BODY_00006439,DISPLACEMENT_ORIGIN,DOZ_BODY,ASIA_CME_L_00003309,OBJECTIVE_LIQUIDITY,ASIA_CME_LOW,2025-05-01T03:13:00+00:00,2025-05-01T03:13:00+00:00,2025-05-01T03:13:00+00:00,2025-05-01T03:14:00+00:00,2025-05-01T03:15:00+00:00,700033,700034,700035,LONG,SUPPORT,3230.745,3231.795,3230.745,3231.3900000000003,0.6142857142860236,2025-04-15T22:00:00+00:00,2025-04-16T00:00:00+00:00,30min,DOZ_BODY,2025-04-16T06:59:00+00:00,2025-04-16T07:00:00+00:00,SESSION,ASIA_CME_LOW,ASIA_CME,LONDON,ASIA_CME,True
8588bd26da712ae276ff39bf,2025,DOZ_BODY_00003049,ASIA_CME_H_00003408,DOZ_BODY_00003049,DISPLACEMENT_ORIGIN,DOZ_BODY,ASIA_CME_H_00003408,OBJECTIVE_LIQUIDITY,ASIA_CME_HIGH,2025-05-05T09:05:00+00:00,2025-05-05T09:05:00+00:00,2025-05-05T09:05:00+00:00,2025-05-05T09:05:00+00:00,2025-05-05T09:06:00+00:00,706145,706145,706146,SHORT,RESISTANCE,3289.7650000000003,3289.9700000000003,3289.7650000000003,3289.9700000000003,1.0,2025-04-30T20:45:00+00:00,2025-04-30T22:15:00+00:00,15min,DOZ_BODY,2025-05-01T06:59:00+00:00,2025-05-01T07:00:00+00:00,SESSION,ASIA_CME_HIGH,ASIA_CME,LONDON,LONDON,True
ab9ce6165dcd958f5ba659c2,2025,DOZ_BODY_00006520,LONDON_L_00003431,LONDON_L_00003431,OBJECTIVE_LIQUIDITY,LONDON_LOW,DOZ_BODY_00006520,DISPLACEMENT_ORIGIN,DOZ_BODY,2025-05-12T01:13:00+00:00,2025-05-12T01:15:00+00:00,2025-05-12T01:15:00+00:00,2025-05-12T01:15:00+00:00,2025-05-12T01:16:00+00:00,715755,715755,715756,LONG,SUPPORT,3257.92,3259.76,3258.24,3259.76,0.8260869565219111,2025-05-05T06:30:00+00:00,2025-05-05T09:00:00+00:00,30min,DOZ_BODY,2025-05-05T11:59:00+00:00,2025-05-05T12:00:00+00:00,SESSION,LONDON_LOW,LONDON,NY_AM,ASIA_CME,True
