event_id,source_year,doz_zone_id,objective_zone_id,anchor_zone_id,anchor_family,anchor_variant,partner_zone_id,partner_family,partner_variant,doz_contact_time,objective_contact_time,confluence_time,confirm_time,entry_time,confluence_idx,confirm_idx,entry_idx,direction,anchor_side,anchor_lower,anchor_upper,pair_lower,pair_upper,direct_overlap,doz_origin_time,doz_known_time,doz_source_tf,doz_variant,objective_origin_time,objective_known_time,objective_source_tf,objective_variant,doz_activation_session,objective_activation_session,entry_session,timing_integrity_pass
d0bffaed88d405d67a169a3f,2020,DOZ_BODY_00002299,LONDON_L_00002599,DOZ_BODY_00002299,DISPLACEMENT_ORIGIN,DOZ_BODY,LONDON_L_00002599,OBJECTIVE_LIQUIDITY,LONDON_LOW,2020-01-08T16:37:00+00:00,2020-01-08T16:37:00+00:00,2020-01-08T16:37:00+00:00,2020-01-08T16:37:00+00:00,2020-01-08T16:38:00+00:00,536677,536677,536678,LONG,SUPPORT,1562.6750000000002,1563.02,1562.7725000000003,1563.02,0.7173913043474249,2020-01-07T06:00:00+00:00,2020-01-07T06:15:00+00:00,15min,DOZ_BODY,2020-01-07T12:59:00+00:00,2020-01-07T13:00:00+00:00,SESSION,LONDON_LOW,ASIA_CME,NY_AM,NY_AM,True
5c754ab468d5e16b0f14625f,2020,DOZ_BODY_00002641,NY_AM_H_00002956,DOZ_BODY_00002641,DISPLACEMENT_ORIGIN,DOZ_BODY,NY_AM_H_00002956,OBJECTIVE_LIQUIDITY,NY_AM_HIGH,2020-02-26T17:18:00+00:00,2020-02-26T17:18:00+00:00,2020-02-26T17:18:00+00:00,2020-02-26T17:18:00+00:00,2020-02-26T17:19:00+00:00,607278,607278,607279,SHORT,RESISTANCE,1644.4335,1644.7985,1644.5785,1644.7985,0.602739726027457,2020-02-26T13:00:00+00:00,2020-02-26T13:45:00+00:00,15min,DOZ_BODY,2020-02-26T16:59:00+00:00,2020-02-26T17:00:00+00:00,SESSION,NY_AM_HIGH,NY_AM,NY_PM,NY_PM,True
b854094dcc5df2e28a0a506d,2020,DOZ_BASE_00005759,ASIA_CME_L_00002815,ASIA_CME_L_00002815,OBJECTIVE_LIQUIDITY,ASIA_CME_LOW,DOZ_BASE_00005759,DISPLACEMENT_ORIGIN,DOZ_BASE,2020-03-13T01:43:00+00:00,2020-03-13T01:44:00+00:00,2020-03-13T01:44:00+00:00,2020-03-13T01:44:00+00:00,2020-03-13T01:45:00+00:00,629384,629384,629385,LONG,SUPPORT,1552.02,1553.06,1552.54,1553.06,0.5,2020-02-06T06:30:00+00:00,2020-02-06T07:00:00+00:00,30min,DOZ_BASE,2020-02-06T07:59:00+00:00,2020-02-06T08:00:00+00:00,SESSION,ASIA_CME_LOW,ASIA_CME,LONDON,ASIA_CME,True
a8aa3414ba6392737937fcda,2020,DOZ_BODY_00005653,NY_AM_L_00003077,DOZ_BODY_00005653,DISPLACEMENT_ORIGIN,DOZ_BODY,NY_AM_L_00003077,OBJECTIVE_LIQUIDITY,NY_AM_LOW,2020-03-13T16:26:00+00:00,2020-03-13T16:25:00+00:00,2020-03-13T16:26:00+00:00,2020-03-13T16:26:00+00:00,2020-03-13T16:27:00+00:00,630266,630266,630267,LONG,SUPPORT,1521.3249999999998,1521.5115,1521.3249999999998,1521.5115,1.0,2020-01-02T11:30:00+00:00,2020-01-02T14:00:00+00:00,30min,DOZ_BODY,2020-03-13T15:59:00+00:00,2020-03-13T16:00:00+00:00,SESSION,NY_AM_LOW,NY_AM,NY_PM,NY_PM,True
7e127e84f606ff411e88e71f,2020,DOZ_LAST_00002781,TRANSITION_L_00003091,TRANSITION_L_00003091,OBJECTIVE_LIQUIDITY,TRANSITION_LOW,DOZ_LAST_00002781,DISPLACEMENT_ORIGIN,DOZ_LAST,2020-03-16T22:00:00+00:00,2020-03-16T22:00:00+00:00,2020-03-16T22:00:00+00:00,2020-03-16T22:00:00+00:00,2020-03-16T22:01:00+00:00,634920,634920,634921,LONG,SUPPORT,1494.1519999999998,1498.2480000000003,1496.2,1498.2480000000003,0.5,2020-03-16T20:15:00+00:00,2020-03-16T21:00:00+00:00,15min,DOZ_LAST,2020-03-16T20:59:00+00:00,2020-03-16T22:00:00+00:00,SESSION,TRANSITION_LOW,TRANSITION,ASIA_CME,ASIA_CME,True
3ee1165a941c8a18179f465d,2020,DOZ_BODY_00007594,NY_AM_H_00003066,NY_AM_H_00003066,OBJECTIVE_LIQUIDITY,NY_AM_HIGH,DOZ_BODY_00007594,DISPLACEMENT_ORIGIN,DOZ_BODY,2020-03-24T18:22:00+00:00,2020-03-24T18:22:00+00:00,2020-03-24T18:22:00+00:00,2020-03-24T18:22:00+00:00,2020-03-24T18:23:00+00:00,646222,646222,646223,SHORT,RESISTANCE,1633.778882212431,1636.198117787569,1633.778882212431,1636.198117787569,1.0,2020-03-12T11:00:00+00:00,2020-03-12T13:00:00+00:00,1h,DOZ_BODY,2020-03-12T15:59:00+00:00,2020-03-12T16:00:00+00:00,SESSION,NY_AM_HIGH,NY_AM,NY_PM,NY_PM,True
8f329504608659a46ee3d62a,2020,DOZ_BODY_00005959,NY_AM_L_00003237,DOZ_BODY_00005959,DISPLACEMENT_ORIGIN,DOZ_BODY,NY_AM_L_00003237,OBJECTIVE_LIQUIDITY,NY_AM_LOW,2020-04-08T00:34:00+00:00,2020-04-08T00:34:00+00:00,2020-04-08T00:34:00+00:00,2020-04-08T00:34:00+00:00,2020-04-08T00:35:00+00:00,666754,666754,666755,LONG,SUPPORT,1638.611,1642.115,1638.611,1641.7565,0.8976883561643668,2020-04-06T13:30:00+00:00,2020-04-06T14:00:00+00:00,30min,DOZ_BODY,2020-04-06T15:59:00+00:00,2020-04-06T16:00:00+00:00,SESSION,NY_AM_LOW,NY_AM,NY_PM,ASIA_CME,True
32f323cb2c5576fb59015ddd,2020,DOZ_BASE_00007640,NY_PM_H_00003368,NY_PM_H_00003368,OBJECTIVE_LIQUIDITY,NY_PM_HIGH,DOZ_BASE_00007640,DISPLACEMENT_ORIGIN,DOZ_BASE,2020-04-24T19:59:00+00:00,2020-04-24T20:00:00+00:00,2020-04-24T20:00:00+00:00,2020-04-24T20:07:00+00:00,2020-04-24T20:08:00+00:00,690960,690967,690968,SHORT,RESISTANCE,1727.1269999999997,1730.343,1728.08,1730.343,0.7036691542288251,2020-04-24T13:00:00+00:00,2020-04-24T16:00:00+00:00,1h,DOZ_BASE,2020-04-24T19:59:00+00:00,2020-04-24T20:00:00+00:00,SESSION,NY_PM_HIGH,NY_PM,TRANSITION,TRANSITION,True
4b78a8d2c2f61128694cc00b,2020,DOZ_BODY_00006061,NY_PM_L_00003597,NY_PM_L_00003597,OBJECTIVE_LIQUIDITY,NY_PM_LOW,DOZ_BODY_00006061,DISPLACEMENT_ORIGIN,DOZ_BODY,2020-06-03T14:03:00+00:00,2020-06-03T14:03:00+00:00,2020-06-03T14:03:00+00:00,2020-06-03T14:03:00+00:00,2020-06-03T14:04:00+00:00,748203,748203,748204,LONG,SUPPORT,1700.0594999999998,1702.1275,1700.0594999999998,1701.36,0.6288684719535415,2020-05-27T15:00:00+00:00,2020-05-27T17:30:00+00:00,30min,DOZ_BODY,2020-05-27T19:59:00+00:00,2020-05-27T20:00:00+00:00,SESSION,NY_PM_LOW,NY_PM,TRANSITION,NY_AM,True
10b381bfa755b44c385025c7,2020,DOZ_BODY_00006079,PDH_00000730,DOZ_BODY_00006079,DISPLACEMENT_ORIGIN,DOZ_BODY,PDH_00000730,OBJECTIVE_LIQUIDITY,PDH,2020-06-11T14:12:00+00:00,2020-06-11T14:12:00+00:00,2020-06-11T14:12:00+00:00,2020-06-11T14:12:00+00:00,2020-06-11T14:13:00+00:00,759732,759732,759733,SHORT,RESISTANCE,1743.2015,1743.9115000000002,1743.2015,1743.9115000000002,1.0,2020-06-02T14:30:00+00:00,2020-06-02T15:30:00+00:00,30min,DOZ_BODY,2020-06-02T20:59:00+00:00,2020-06-02T22:00:00+00:00,D1,PDH,NY_AM,ASIA_CME,NY_AM,True
