scenario,target_r,left_out_year,trades,mean_net_R,sum_net_R,pf_net
S18_C9_STRESS,2.0,2013,287,0.19073044538351552,54.739637825068954,1.3774280159781096
S18_C9_STRESS,2.0,2014,281,0.17461771902351844,49.06757904560868,1.338919511264913
S18_C9_STRESS,2.0,2015,277,0.2412460057036905,66.82514357992227,1.4924922353301477
S18_C9_STRESS,2.0,2016,282,0.21965331431399707,61.94223463654717,1.4432322254197028
S18_C9_STRESS,2.0,2017,277,0.21811476969337643,60.41779120506527,1.4312083789272503
S18_C9_STRESS,2.0,2018,268,0.20346418062554716,54.52840040764664,1.4032886870236763
S18_C9_STRESS,2.0,2019,283,0.25049455455965863,70.8899589403834,1.518941438986098
S18_C9_STRESS,2.0,2020,289,0.22402533291249455,64.74332121171092,1.4472677380016954
S18_C9_STRESS,2.0,2021,286,0.23645598916467125,67.62641290109597,1.4799265744853918
S18_C9_STRESS,2.0,2022,287,0.2327059475605049,66.7866069498649,1.4772596494686105
S18_C9_STRESS,2.0,2023,287,0.21307998978284787,61.15395706767734,1.429431212596866
S18_C9_STRESS,2.0,2024,287,0.20470628848930206,58.75070479642969,1.4129254578857668
S18_C9_STRESS,2.0,2025,287,0.1847033733000132,53.009868137103794,1.3668427685401479
S18_C9_STRESS,2.5,2011,288,0.18157859811007787,52.29463625570243,1.34225113645042
S18_C9_STRESS,2.5,2012,290,0.14918182140157568,43.26272820645695,1.2768972903775246
S18_C9_STRESS,2.5,2013,287,0.15221745601634665,43.686409876691485,1.282233287282549
S18_C9_STRESS,2.5,2014,281,0.13460744947528078,37.8246933025539,1.2447701590434064
S18_C9_STRESS,2.5,2015,277,0.21242846521721587,58.8426848651688,1.4045764397250913
S18_C9_STRESS,2.5,2016,282,0.18223052017081445,51.38900668816967,1.343724974854569
S18_C9_STRESS,2.5,2017,277,0.20295995276086226,56.219906914758845,1.377909692389385
S18_C9_STRESS,2.5,2018,268,0.20533388039059813,55.0294799446803,1.3852269807032405
S18_C9_STRESS,2.5,2019,283,0.21796238401805237,61.683354677108824,1.4214498050398752
S18_C9_STRESS,2.5,2020,289,0.1944293884544406,56.19009326333334,1.3636712800799649
S18_C9_STRESS,2.5,2021,286,0.2065495977367778,59.07318495271845,1.3920832764487632
S18_C9_STRESS,2.5,2022,287,0.21161456098079187,60.733379001487265,1.4085623425781038
S18_C9_STRESS,2.5,2023,287,0.18057340946704303,51.82456851704135,1.340588442242543
S18_C9_STRESS,2.5,2024,287,0.1783884210733521,51.19747684805205,1.3390440334667377
S18_C9_STRESS,2.5,2025,287,0.18200772594760087,52.236217346961446,1.3439035609215972
S18_C9_STRESS,3.0,2011,288,0.20976578387440833,60.4125457558296,1.3844250006350194
S18_C9_STRESS,3.0,2012,290,0.1754504748502906,50.880637706584274,1.3168982995631453
S18_C9_STRESS,3.0,2013,287,0.16308125218403707,46.80431937681864,1.2922254088999399
S18_C9_STRESS,3.0,2014,281,0.16117064894682975,45.28895235405916,1.2851646758944744
S18_C9_STRESS,3.0,2015,277,0.235204017465516,65.15151283794793,1.431983301805399
S18_C9_STRESS,3.0,2016,282,0.1950599864833222,55.00691618829686,1.3551514004564214
S18_C9_STRESS,3.0,2017,277,0.22143616034254865,61.33781641488598,1.397929856258133
S18_C9_STRESS,3.0,2018,268,0.2265144128529466,60.705862644589686,1.4095484577537085
S18_C9_STRESS,3.0,2019,283,0.25476960768823625,72.09979897577085,1.4787752542279808
S18_C9_STRESS,3.0,2020,289,0.21386852167287407,61.80800276346061,1.3865784759096698
S18_C9_STRESS,3.0,2021,286,0.230333062805367,65.87525596233496,1.4221643744573889
S18_C9_STRESS,3.0,2022,287,0.2294469982634655,65.8512885016146,1.427527301407513
S18_C9_STRESS,3.0,2023,287,0.1994638710285883,57.24613098520484,1.3633782527055054
S18_C9_STRESS,3.0,2024,287,0.20493165974975394,58.81538634817938,1.3786635830382004
S18_C9_STRESS,3.0,2025,287,0.19809800295152827,56.854126847088615,1.3615090713339706
