scenario,target_r,dimension,group,trades,mean_net_R,sum_net_R,pf_net,tp_pct,positive_years,active_years
S10_C6,1.5,doz_tradable_age_bucket,7-30d,42,0.494919760681124,20.786629948607207,2.4281683065107242,54.761904761904766,10,15
S10_C6,1.5,doz_tradable_age_bucket,<1h,7,-0.12206067412189905,-0.8544247188532934,0.7597525472293125,14.285714285714285,3,7
S10_C6,1.5,doz_tradable_age_bucket,>=30d,38,0.17162710583585525,6.521830021762499,1.3426358365503355,44.73684210526316,9,15
S10_C6,2.0,direction,LONG,154,0.4149412792963574,63.900957011639036,1.9100687198934512,37.66233766233766,11,15
S10_C6,2.0,direction,SHORT,150,0.18164258449034695,27.246387673552043,1.3645587649620208,29.333333333333332,8,15
S10_C6,2.0,contact_session,ASIA_CME,80,0.3365469499794821,26.923755998358565,1.8462994106846387,27.500000000000004,10,15
S10_C6,2.0,contact_session,LONDON,61,0.08435940151536128,5.1459234924370385,1.1523160679414701,26.229508196721312,8,15
S10_C6,2.0,contact_session,NY_AM,116,0.4065141957114098,47.15564670252353,1.814264800067287,42.241379310344826,12,15
S10_C6,2.0,contact_session,NY_PM,39,0.34902073640650993,13.611808719853887,1.7333413640439208,38.46153846153847,7,15
S10_C6,2.0,contact_session,TRANSITION,8,-0.2112237784977426,-1.6897902279819408,0.41371720072807183,0.0,3,6
S10_C6,2.0,confirmation_session,ASIA_CME,80,0.3365469499794821,26.923755998358565,1.8462994106846387,27.500000000000004,10,15
S10_C6,2.0,confirmation_session,LONDON,61,0.08435940151536128,5.1459234924370385,1.1523160679414701,26.229508196721312,8,15
S10_C6,2.0,confirmation_session,NY_AM,116,0.4065141957114098,47.15564670252353,1.814264800067287,42.241379310344826,12,15
S10_C6,2.0,confirmation_session,NY_PM,39,0.34902073640650993,13.611808719853887,1.7333413640439208,38.46153846153847,7,15
S10_C6,2.0,confirmation_session,TRANSITION,8,-0.2112237784977426,-1.6897902279819408,0.41371720072807183,0.0,3,6
S10_C6,2.0,entry_session,ASIA_CME,80,0.3365469499794821,26.923755998358565,1.8462994106846387,27.500000000000004,10,15
S10_C6,2.0,entry_session,LONDON,61,0.08435940151536128,5.1459234924370385,1.1523160679414701,26.229508196721312,8,15
S10_C6,2.0,entry_session,NY_AM,116,0.4065141957114098,47.15564670252353,1.814264800067287,42.241379310344826,12,15
S10_C6,2.0,entry_session,NY_PM,39,0.34902073640650993,13.611808719853887,1.7333413640439208,38.46153846153847,7,15
S10_C6,2.0,entry_session,TRANSITION,8,-0.2112237784977426,-1.6897902279819408,0.41371720072807183,0.0,3,6
S10_C6,2.0,exit_session,ASIA_CME,80,0.34150815697798514,27.320652558238812,1.8583215622567988,27.500000000000004,10,15
S10_C6,2.0,exit_session,LONDON,51,0.00829404653240142,0.4229963731524724,1.0150104649032052,23.52941176470588,7,14
S10_C6,2.0,exit_session,NY_AM,116,0.38764680196374746,44.9670290277947,1.7812610365060888,42.241379310344826,11,15
S10_C6,2.0,exit_session,NY_PM,50,0.40349843182866235,20.17492159143312,1.813652659944336,38.0,8,15
S10_C6,2.0,exit_session,TRANSITION,7,-0.2483221236325739,-1.7382548654280172,0.32901803481985287,0.0,4,6
S10_C6,2.0,doz_anchor_source_tf,15min,130,0.32237709087441024,41.909021813673334,1.681716397239205,35.38461538461539,11,15
S10_C6,2.0,doz_anchor_source_tf,1h,75,0.28775159172079806,21.581369379059854,1.6537242347597387,29.333333333333332,9,13
S10_C6,2.0,doz_anchor_source_tf,30min,99,0.27936316659048366,27.656953492457884,1.5480442719631389,34.34343434343434,12,15
S10_C6,2.0,doz_anchor_variant,DOZ_BASE,35,-0.1417279899312743,-4.9604796475946005,0.7308515219621001,14.285714285714285,6,14
S10_C6,2.0,doz_anchor_variant,DOZ_BODY,205,0.4263715863778456,87.40617520745835,1.9274569239714694,38.53658536585366,13,15
