timestamp_utc,open,high,low,close,volume
2026-08-19T22:08:00Z,4522.75,4522.88,4520.92,4521.52,
2026-08-19T22:09:00Z,4521.52,4521.52,4520.79,4521.235,
2026-08-19T22:10:00Z,4521.235,4521.44,4519.205,4519.26,
2026-08-19T22:11:00Z,4519.26,4519.935,4519.08,4519.595,
2026-08-19T22:12:00Z,4519.595,4520.82,4519.46,4520.82,
2026-08-19T22:13:00Z,4520.82,4521.605,4520.13,4521.495,
2026-08-19T22:14:00Z,4521.495,4521.835,4520.19,4520.19,
2026-08-19T22:15:00Z,4520.19,4521.055,4519.72,4520.535,
2026-08-19T22:16:00Z,4520.535,4520.945,4519.97,4519.98,
2026-08-19T22:17:00Z,4519.98,4520.365,4519.68,4519.695,
2026-08-19T22:18:00Z,4519.695,4520.53,4519.41,4519.965,
2026-08-19T22:19:00Z,4519.965,4520.725,4519.965,4520.235,
2026-08-19T22:20:00Z,4520.235,4520.235,4519.295,4519.69,
2026-08-19T22:21:00Z,4519.69,4519.86,4519.35,4519.76,
2026-08-19T22:22:00Z,4519.76,4520.765,4519.76,4520.735,
2026-08-19T22:23:00Z,4520.735,4521.445,4520.13,4520.45,
2026-08-19T22:24:00Z,4520.45,4521.555,4520.27,4521.525,
2026-08-19T22:25:00Z,4521.525,4521.615,4520.325,4521.075,
2026-08-19T22:26:00Z,4521.075,4521.085,4520.06,4520.19,
2026-08-19T22:27:00Z,4520.19,4520.395,4519.715,4520.155,
2026-08-19T22:28:00Z,4520.155,4520.77,4520.135,4520.575,
2026-08-19T22:29:00Z,4520.575,4521.13,4520.17,4521.055,
2026-08-19T22:30:00Z,4521.055,4521.59,4519.88,4521.295,
2026-08-19T22:31:00Z,4521.295,4521.92,4520.915,4521.39,
2026-08-19T22:32:00Z,4521.39,4522.135,4518.395,4518.785,
2026-08-19T22:33:00Z,4518.785,4519.615,4518.445,4518.61,
2026-08-19T22:34:00Z,4518.61,4519.155,4518.165,4519.155,
2026-08-19T22:35:00Z,4519.155,4520.08,4518.87,4519.25,
2026-08-19T22:36:00Z,4519.25,4519.68,4518.655,4519.4,
2026-08-19T22:37:00Z,4519.4,4519.505,4518.625,4518.995,
2026-08-19T22:38:00Z,4518.995,4519.53,4518.515,4518.735,
2026-08-19T22:39:00Z,4518.735,4518.745,4517.77,4518.06,
2026-08-19T22:40:00Z,4518.06,4519.12,4518.06,4518.98,
2026-08-19T22:41:00Z,4518.98,4519.52,4518.585,4518.73,
2026-08-19T22:42:00Z,4518.73,4519.255,4518.19,4518.365,
2026-08-19T22:43:00Z,4518.365,4518.7,4518.005,4518.695,
2026-08-19T22:44:00Z,4518.695,4519.17,4518.51,4518.61,
2026-08-19T22:45:00Z,4518.61,4518.87,4517.965,4518.85,
2026-08-19T22:46:00Z,4518.85,4519.505,4518.475,4519.335,
2026-08-19T22:47:00Z,4519.335,4520.205,4519.27,4520.05,
2026-08-19T22:48:00Z,4520.05,4521.11,4520.04,4521.015,
2026-08-19T22:49:00Z,4521.015,4521.26,4519.685,4519.69,
2026-08-19T22:50:00Z,4519.69,4520.995,4519.69,4520.905,
2026-08-19T22:51:00Z,4520.905,4521.815,4520.87,4521.25,
2026-08-19T22:52:00Z,4521.25,4521.445,4520.01,4520.205,
2026-08-19T22:53:00Z,4520.205,4520.485,4519.05,4519.095,
2026-08-19T22:54:00Z,4519.095,4519.795,4518.9,4519.795,
2026-08-19T22:55:00Z,4519.795,4519.985,4519.45,4519.96,
2026-08-19T22:56:00Z,4519.96,4520.13,4518.955,4519.36,
2026-08-19T22:57:00Z,4519.36,4519.51,4519.18,4519.42,
2026-08-19T22:58:00Z,4519.42,4519.8,4519.42,4519.675,
2026-08-19T22:59:00Z,4519.675,4519.685,4516.63,4518.945,
2026-08-19T23:00:00Z,4518.945,4520.915,4517.47,4520.59,
2026-08-19T23:01:00Z,4520.59,4523.7,4520.56,4523.405,
2026-08-19T23:02:00Z,4523.405,4523.7,4517.94,4518.28,
2026-08-19T23:03:00Z,4518.28,4520.785,4517.825,4520.765,
2026-08-19T23:04:00Z,4520.765,4521.26,4519.535,4521.26,
2026-08-19T23:05:00Z,4521.26,4523.0,4521.24,4522.77,
2026-08-19T23:06:00Z,4522.77,4523.715,4522.28,4523.65,
2026-08-19T23:07:00Z,4523.65,4523.65,4522.0,4523.3,
2026-08-19T23:08:00Z,4523.3,4523.325,4521.405,4521.405,
2026-08-19T23:09:00Z,4521.405,4522.21,4521.285,4521.89,
2026-08-19T23:10:00Z,4521.89,4521.98,4519.9,4520.3,
2026-08-19T23:11:00Z,4520.3,4520.815,4520.005,4520.2,
2026-08-19T23:12:00Z,4520.2,4520.54,4519.925,4520.44,
2026-08-19T23:13:00Z,4520.44,4520.64,4519.93,4520.38,
2026-08-19T23:14:00Z,4520.38,4520.49,4519.445,4519.49,
2026-08-19T23:15:00Z,4519.49,4519.49,4518.185,4518.315,
2026-08-19T23:16:00Z,4518.315,4518.77,4518.315,4518.675,
2026-08-19T23:17:00Z,4518.675,4520.34,4518.48,4519.865,
2026-08-19T23:18:00Z,4519.865,4519.875,4518.65,4519.655,
2026-08-19T23:19:00Z,4519.655,4520.185,4519.17,4520.075,
2026-08-19T23:20:00Z,4520.075,4520.095,4519.125,4519.465,
2026-08-19T23:21:00Z,4519.465,4520.26,4518.435,4518.785,
2026-08-19T23:22:00Z,4518.785,4519.26,4518.42,4518.805,
2026-08-19T23:23:00Z,4518.805,4518.975,4515.48,4517.025,
2026-08-19T23:24:00Z,4517.025,4519.1,4517.025,4519.05,
2026-08-19T23:25:00Z,4519.05,4519.2,4517.705,4517.705,
2026-08-19T23:26:00Z,4517.705,4517.865,4517.005,4517.025,
2026-08-19T23:27:00Z,4517.025,4518.145,4516.325,4517.97,
2026-08-19T23:28:00Z,4517.97,4518.145,4517.6,4517.6,
2026-08-19T23:29:00Z,4517.6,4517.89,4517.155,4517.7,
2026-08-19T23:30:00Z,4517.7,4518.275,4517.14,4517.71,
2026-08-19T23:31:00Z,4517.71,4518.36,4517.255,4517.72,
2026-08-19T23:32:00Z,4517.72,4517.72,4516.56,4517.03,
2026-08-19T23:33:00Z,4517.03,4517.415,4516.705,4516.89,
2026-08-19T23:34:00Z,4516.89,4516.92,4514.705,4514.705,
2026-08-19T23:35:00Z,4514.705,4515.635,4514.255,4514.415,
2026-08-19T23:36:00Z,4514.415,4516.4,4514.34,4516.075,
2026-08-19T23:37:00Z,4516.075,4516.38,4514.07,4514.13,
2026-08-19T23:38:00Z,4514.13,4514.915,4514.1,4514.43,
2026-08-19T23:39:00Z,4514.43,4514.845,4513.98,4514.115,
2026-08-19T23:40:00Z,4514.115,4514.875,4513.88,4514.425,
2026-08-19T23:41:00Z,4514.425,4514.575,4513.765,4514.29,
2026-08-19T23:42:00Z,4514.29,4514.31,4513.68,4514.305,
2026-08-19T23:43:00Z,4514.305,4515.095,4513.795,4514.995,
2026-08-19T23:44:00Z,4514.995,4515.42,4514.4,4514.4,
2026-08-19T23:45:00Z,4514.4,4517.515,4514.355,4517.505,
2026-08-19T23:46:00Z,4517.505,4517.505,4514.76,4514.765,
2026-08-19T23:47:00Z,4514.765,4515.78,4514.755,4515.78,
2026-08-19T23:48:00Z,4515.78,4515.825,4515.0,4515.64,
2026-08-19T23:49:00Z,4515.64,4515.925,4514.22,4514.965,
2026-08-19T23:50:00Z,4514.965,4515.195,4514.485,4514.615,
2026-08-19T23:51:00Z,4514.615,4514.755,4514.205,4514.495,
2026-08-19T23:52:00Z,4514.495,4515.23,4513.9,4514.01,
2026-08-19T23:53:00Z,4514.01,4514.1,4512.48,4512.695,
2026-08-19T23:54:00Z,4512.695,4513.655,4512.185,4513.045,
2026-08-19T23:55:00Z,4513.045,4513.375,4512.16,4512.51,
2026-08-19T23:56:00Z,4512.51,4512.635,4511.455,4512.17,
2026-08-19T23:57:00Z,4512.17,4512.46,4511.525,4512.46,
2026-08-19T23:58:00Z,4512.46,4512.67,4511.86,4512.5,
2026-08-19T23:59:00Z,4512.5,4512.65,4511.48,4511.85,
2026-08-20T00:00:00Z,4511.85,4514.22,4510.39,4513.98,
2026-08-20T00:01:00Z,4513.98,4516.735,4513.55,4515.605,
2026-08-20T00:02:00Z,4515.605,4516.26,4513.695,4515.725,
2026-08-20T00:03:00Z,4515.725,4518.73,4514.995,4516.42,
2026-08-20T00:04:00Z,4516.42,4516.555,4514.88,4514.89,
2026-08-20T00:05:00Z,4514.89,4517.11,4514.31,4517.01,
2026-08-20T00:06:00Z,4517.01,4517.95,4514.54,4515.075,
2026-08-20T00:07:00Z,4515.075,4516.675,4514.115,4516.65,
2026-08-20T00:08:00Z,4516.65,4517.805,4515.975,4517.035,
2026-08-20T00:09:00Z,4517.035,4518.325,4514.505,4515.17,
2026-08-20T00:10:00Z,4515.17,4515.2,4512.685,4514.36,
2026-08-20T00:11:00Z,4514.36,4515.245,4513.985,4514.655,
2026-08-20T00:12:00Z,4514.655,4515.9,4513.805,4513.805,
2026-08-20T00:13:00Z,4513.805,4514.355,4513.105,4513.505,
2026-08-20T00:14:00Z,4513.505,4516.56,4513.11,4516.43,
2026-08-20T00:15:00Z,4516.43,4516.71,4514.47,4515.065,
2026-08-20T00:16:00Z,4515.065,4516.415,4514.635,4516.285,
2026-08-20T00:17:00Z,4516.285,4520.535,4516.075,4520.45,
2026-08-20T00:18:00Z,4520.45,4521.225,4519.575,4520.285,
2026-08-20T00:19:00Z,4520.285,4520.755,4517.705,4517.925,
2026-08-20T00:20:00Z,4517.925,4518.12,4515.16,4515.38,
2026-08-20T00:21:00Z,4515.38,4515.415,4511.135,4511.345,
2026-08-20T00:22:00Z,4511.345,4512.395,4510.595,4510.78,
2026-08-20T00:23:00Z,4510.78,4511.37,4510.395,4510.785,
2026-08-20T00:24:00Z,4510.785,4512.04,4510.275,4511.98,
2026-08-20T00:25:00Z,4511.98,4511.995,4510.775,4511.415,
2026-08-20T00:26:00Z,4511.415,4511.96,4510.86,4510.94,
2026-08-20T00:27:00Z,4510.94,4512.325,4508.71,4509.24,
2026-08-20T00:28:00Z,4509.24,4512.45,4509.205,4511.25,
2026-08-20T00:29:00Z,4511.25,4512.59,4510.45,4510.45,
2026-08-20T00:30:00Z,4510.45,4511.97,4509.445,4511.325,
2026-08-20T00:31:00Z,4511.325,4513.205,4511.01,4512.14,
2026-08-20T00:32:00Z,4512.14,4512.835,4510.47,4510.895,
2026-08-20T00:33:00Z,4510.895,4511.46,4510.68,4510.845,
2026-08-20T00:34:00Z,4510.845,4512.11,4510.51,4511.55,
2026-08-20T00:35:00Z,4511.55,4511.72,4509.115,4509.26,
2026-08-20T00:36:00Z,4509.26,4511.47,4509.26,4511.45,
2026-08-20T00:37:00Z,4511.45,4511.71,4510.88,4511.555,
2026-08-20T00:38:00Z,4511.555,4511.665,4509.69,4510.04,
2026-08-20T00:39:00Z,4510.04,4510.19,4509.08,4509.37,
2026-08-20T00:40:00Z,4509.37,4509.53,4508.095,4508.43,
2026-08-20T00:41:00Z,4508.43,4509.14,4505.78,4505.82,
2026-08-20T00:42:00Z,4505.82,4507.22,4504.38,4504.9,
2026-08-20T00:43:00Z,4504.9,4505.0,4504.025,4504.44,
2026-08-20T00:44:00Z,4504.44,4507.465,4504.255,4506.345,
2026-08-20T00:45:00Z,4506.345,4507.37,4504.79,4507.245,
2026-08-20T00:46:00Z,4507.245,4507.785,4505.475,4506.38,
2026-08-20T00:47:00Z,4506.38,4507.505,4505.325,4506.965,
2026-08-20T00:48:00Z,4506.965,4507.435,4506.09,4506.8,
2026-08-20T00:49:00Z,4506.8,4508.14,4506.665,4507.685,
2026-08-20T00:50:00Z,4507.685,4510.215,4507.535,4508.305,
2026-08-20T00:51:00Z,4508.305,4508.575,4505.345,4506.005,
2026-08-20T00:52:00Z,4506.005,4507.375,4505.57,4507.11,
2026-08-20T00:53:00Z,4507.11,4507.815,4506.38,4507.805,
2026-08-20T00:54:00Z,4507.805,4507.805,4504.94,4506.29,
2026-08-20T00:55:00Z,4506.29,4507.075,4505.455,4505.855,
2026-08-20T00:56:00Z,4505.855,4506.605,4505.045,4506.25,
2026-08-20T00:57:00Z,4506.25,4508.3,4506.195,4508.19,
2026-08-20T00:58:00Z,4508.19,4510.575,4507.9,4509.73,
2026-08-20T00:59:00Z,4509.73,4509.73,4504.035,4504.71,
2026-08-20T01:00:00Z,4504.71,4510.185,4504.475,4507.23,
2026-08-20T01:01:00Z,4507.23,4508.055,4500.195,4500.65,
2026-08-20T01:02:00Z,4500.65,4501.86,4496.12,4496.12,
2026-08-20T01:03:00Z,4496.12,4496.515,4493.74,4494.52,
2026-08-20T01:04:00Z,4494.52,4494.535,4492.725,4493.21,
2026-08-20T01:05:00Z,4493.21,4495.685,4492.96,4494.515,
2026-08-20T01:06:00Z,4494.515,4495.28,4491.88,4491.96,
2026-08-20T01:07:00Z,4491.96,4496.14,4491.96,4495.31,
2026-08-20T01:08:00Z,4495.31,4499.78,4495.31,4497.36,
2026-08-20T01:09:00Z,4497.36,4499.235,4496.815,4498.675,
2026-08-20T01:10:00Z,4498.675,4498.675,4494.28,4494.5,
2026-08-20T01:11:00Z,4494.5,4495.53,4493.105,4493.29,
2026-08-20T01:12:00Z,4493.29,4495.56,4493.11,4495.15,
2026-08-20T01:13:00Z,4495.15,4495.72,4492.435,4492.85,
2026-08-20T01:14:00Z,4492.85,4494.18,4492.85,4493.355,
2026-08-20T01:15:00Z,4493.355,4499.6,4493.33,4496.12,
2026-08-20T01:16:00Z,4496.12,4496.665,4493.445,4493.64,
2026-08-20T01:17:00Z,4493.64,4496.955,4493.585,4496.125,
2026-08-20T01:18:00Z,4496.125,4497.925,4495.765,4496.355,
2026-08-20T01:19:00Z,4496.355,4499.515,4495.505,4498.865,
2026-08-20T01:20:00Z,4498.865,4502.18,4498.735,4501.455,
2026-08-20T01:21:00Z,4501.455,4503.42,4501.195,4501.415,
2026-08-20T01:22:00Z,4501.415,4502.86,4500.73,4501.485,
2026-08-20T01:23:00Z,4501.485,4502.33,4501.13,4501.225,
2026-08-20T01:24:00Z,4501.225,4502.52,4500.745,4502.43,
2026-08-20T01:25:00Z,4502.43,4502.43,4499.19,4499.19,
2026-08-20T01:26:00Z,4499.19,4499.895,4497.745,4498.43,
2026-08-20T01:27:00Z,4498.43,4500.23,4498.03,4499.875,
2026-08-20T01:28:00Z,4499.875,4503.27,4499.38,4500.725,
2026-08-20T01:29:00Z,4500.725,4502.03,4499.865,4500.655,
2026-08-20T01:30:00Z,4500.655,4501.14,4495.655,4501.14,
2026-08-20T01:31:00Z,4501.14,4501.355,4497.44,4498.48,
2026-08-20T01:32:00Z,4498.48,4499.24,4496.43,4498.925,
2026-08-20T01:33:00Z,4498.925,4499.765,4497.01,4499.715,
2026-08-20T01:34:00Z,4499.715,4501.125,4497.415,4498.565,
2026-08-20T01:35:00Z,4498.565,4499.855,4498.005,4498.425,
2026-08-20T01:36:00Z,4498.425,4498.905,4496.045,4497.38,
2026-08-20T01:37:00Z,4497.38,4497.965,4496.185,4496.925,
2026-08-20T01:38:00Z,4496.925,4498.245,4496.155,4497.925,
2026-08-20T01:39:00Z,4497.925,4497.925,4493.755,4495.595,
2026-08-20T01:40:00Z,4495.595,4498.345,4495.16,4498.31,
2026-08-20T01:41:00Z,4498.31,4499.25,4495.295,4496.015,
2026-08-20T01:42:00Z,4496.015,4496.06,4493.535,4494.635,
2026-08-20T01:43:00Z,4494.635,4496.03,4494.23,4495.65,
2026-08-20T01:44:00Z,4495.65,4496.225,4493.89,4493.975,
2026-08-20T01:45:00Z,4493.975,4495.245,4492.865,4492.975,
2026-08-20T01:46:00Z,4492.975,4495.695,4492.92,4494.135,
2026-08-20T01:47:00Z,4494.135,4494.63,4492.6,4492.65,
2026-08-20T01:48:00Z,4492.65,4493.415,4492.455,4492.865,
2026-08-20T01:49:00Z,4492.865,4493.495,4489.335,4489.77,
2026-08-20T01:50:00Z,4489.77,4490.73,4489.64,4490.575,
2026-08-20T01:51:00Z,4490.575,4490.575,4488.64,4489.035,
2026-08-20T01:52:00Z,4489.035,4489.565,4488.785,4489.16,
2026-08-20T01:53:00Z,4489.16,4489.16,4485.73,4486.165,
2026-08-20T01:54:00Z,4486.165,4486.195,4484.59,4485.19,
2026-08-20T01:55:00Z,4485.19,4487.415,4484.875,4486.875,
2026-08-20T01:56:00Z,4486.875,4487.66,4486.025,4487.385,
2026-08-20T01:57:00Z,4487.385,4487.78,4485.54,4486.4,
2026-08-20T01:58:00Z,4486.4,4488.505,4485.715,4487.925,
2026-08-20T01:59:00Z,4487.925,4490.755,4487.34,4489.825,
2026-08-20T02:00:00Z,4489.825,4491.255,4488.65,4490.825,
2026-08-20T02:01:00Z,4490.825,4493.605,4490.645,4493.19,
2026-08-20T02:02:00Z,4493.19,4495.8,4493.035,4494.84,
2026-08-20T02:03:00Z,4494.84,4498.725,4494.08,4497.145,
2026-08-20T02:04:00Z,4497.145,4497.965,4496.095,4497.74,
2026-08-20T02:05:00Z,4497.74,4499.055,4497.47,4497.93,
2026-08-20T02:06:00Z,4497.93,4498.655,4496.04,4496.04,
2026-08-20T02:07:00Z,4496.04,4497.58,4494.88,4495.29,
2026-08-20T02:08:00Z,4495.29,4496.535,4494.25,4494.825,
2026-08-20T02:09:00Z,4494.825,4497.28,4494.825,4495.8,
2026-08-20T02:10:00Z,4495.8,4497.66,4495.7,4497.66,
2026-08-20T02:11:00Z,4497.66,4498.725,4497.66,4497.805,
2026-08-20T02:12:00Z,4497.805,4499.185,4497.42,4498.905,
2026-08-20T02:13:00Z,4498.905,4499.78,4498.375,4498.45,
2026-08-20T02:14:00Z,4498.45,4498.47,4497.06,4497.815,
2026-08-20T02:15:00Z,4497.815,4497.82,4495.305,4496.15,
2026-08-20T02:16:00Z,4496.15,4496.67,4495.325,4495.74,
2026-08-20T02:17:00Z,4495.74,4496.565,4495.74,4496.29,
2026-08-20T02:18:00Z,4496.29,4496.3,4490.755,4490.755,
2026-08-20T02:19:00Z,4490.755,4492.195,4489.585,4491.56,
2026-08-20T02:20:00Z,4491.56,4491.65,4489.75,4490.02,
2026-08-20T02:21:00Z,4490.02,4490.705,4489.62,4490.635,
2026-08-20T02:22:00Z,4490.635,4491.955,4490.525,4491.625,
2026-08-20T02:23:00Z,4491.625,4493.21,4491.335,4492.815,
2026-08-20T02:24:00Z,4492.815,4494.39,4492.545,4494.03,
2026-08-20T02:25:00Z,4494.03,4494.91,4492.505,4492.615,
2026-08-20T02:26:00Z,4492.615,4493.415,4491.985,4492.29,
2026-08-20T02:27:00Z,4492.29,4492.495,4491.82,4491.845,
2026-08-20T02:28:00Z,4491.845,4493.335,4491.27,4493.285,
2026-08-20T02:29:00Z,4493.285,4493.285,4492.27,4492.855,
2026-08-20T02:30:00Z,4492.855,4494.11,4490.96,4492.66,
2026-08-20T02:31:00Z,4492.66,4494.53,4492.42,4494.13,
2026-08-20T02:32:00Z,4494.13,4494.13,4492.12,4493.865,
2026-08-20T02:33:00Z,4493.865,4493.87,4492.495,4492.805,
2026-08-20T02:34:00Z,4492.805,4493.52,4491.665,4491.89,
2026-08-20T02:35:00Z,4491.89,4492.525,4490.685,4491.615,
2026-08-20T02:36:00Z,4491.615,4492.285,4490.615,4490.615,
2026-08-20T02:37:00Z,4490.615,4493.39,4490.385,4493.22,
2026-08-20T02:38:00Z,4493.22,4493.97,4491.69,4492.34,
2026-08-20T02:39:00Z,4492.34,4492.82,4491.685,4492.82,
2026-08-20T02:40:00Z,4492.82,4492.82,4490.695,4491.56,
2026-08-20T02:41:00Z,4491.56,4493.985,4491.18,4493.985,
2026-08-20T02:42:00Z,4493.985,4494.025,4490.64,4490.64,
2026-08-20T02:43:00Z,4490.64,4492.295,4490.3,4491.92,
2026-08-20T02:44:00Z,4491.92,4491.92,4490.345,4490.525,
2026-08-20T02:45:00Z,4490.525,4492.03,4490.36,4491.15,
2026-08-20T02:46:00Z,4491.15,4491.78,4490.495,4491.5,
2026-08-20T02:47:00Z,4491.5,4491.86,4491.135,4491.34,
2026-08-20T02:48:00Z,4491.34,4491.645,4490.545,4490.74,
2026-08-20T02:49:00Z,4490.74,4490.855,4489.085,4489.17,
2026-08-20T02:50:00Z,4489.17,4493.44,4488.955,4493.44,
2026-08-20T02:51:00Z,4493.44,4493.49,4490.705,4490.9,
2026-08-20T02:52:00Z,4490.9,4492.385,4490.645,4491.48,
2026-08-20T02:53:00Z,4491.48,4492.105,4491.02,4491.695,
2026-08-20T02:54:00Z,4491.695,4494.615,4491.675,4493.555,
2026-08-20T02:55:00Z,4493.555,4493.56,4492.055,4492.51,
2026-08-20T02:56:00Z,4492.51,4492.86,4491.155,4491.345,
2026-08-20T02:57:00Z,4491.345,4492.64,4490.905,4491.435,
2026-08-20T02:58:00Z,4491.435,4492.315,4491.395,4492.245,
2026-08-20T02:59:00Z,4492.245,4492.245,4490.575,4490.775,
2026-08-20T03:00:00Z,4490.775,4492.475,4490.775,4492.475,
2026-08-20T03:01:00Z,4492.475,4495.315,4492.475,4495.135,
2026-08-20T03:02:00Z,4495.135,4496.38,4495.125,4495.15,
2026-08-20T03:03:00Z,4495.15,4495.5,4494.165,4494.905,
2026-08-20T03:04:00Z,4494.905,4496.03,4494.71,4495.98,
2026-08-20T03:05:00Z,4495.98,4496.85,4495.295,4496.765,
2026-08-20T03:06:00Z,4496.765,4497.075,4495.775,4497.065,
2026-08-20T03:07:00Z,4497.065,4497.065,4496.09,4496.09,
2026-08-20T03:08:00Z,4496.09,4496.52,4494.105,4494.79,
2026-08-20T03:09:00Z,4494.79,4494.81,4491.605,4492.21,
2026-08-20T03:10:00Z,4492.21,4492.21,4489.045,4489.06,
2026-08-20T03:11:00Z,4489.06,4489.7,4488.105,4489.35,
2026-08-20T03:12:00Z,4489.35,4491.98,4489.0,4491.965,
2026-08-20T03:13:00Z,4491.965,4492.485,4491.245,4492.255,
2026-08-20T03:14:00Z,4492.255,4492.77,4491.75,4492.77,
2026-08-20T03:15:00Z,4492.77,4492.78,4490.77,4491.795,
2026-08-20T03:16:00Z,4491.795,4492.75,4491.55,4492.235,
2026-08-20T03:17:00Z,4492.235,4492.945,4491.76,4491.805,
2026-08-20T03:18:00Z,4491.805,4492.1,4490.61,4491.285,
2026-08-20T03:19:00Z,4491.285,4493.755,4491.21,4493.005,
2026-08-20T03:20:00Z,4493.005,4493.88,4491.36,4492.685,
2026-08-20T03:21:00Z,4492.685,4494.105,4492.575,4492.585,
2026-08-20T03:22:00Z,4492.585,4494.385,4492.395,4493.925,
2026-08-20T03:23:00Z,4493.925,4496.1,4493.925,4494.965,
2026-08-20T03:24:00Z,4494.965,4495.71,4494.72,4495.265,
2026-08-20T03:25:00Z,4495.265,4495.485,4494.12,4494.51,
2026-08-20T03:26:00Z,4494.51,4496.63,4494.51,4494.845,
2026-08-20T03:27:00Z,4494.845,4494.885,4493.675,4494.46,
2026-08-20T03:28:00Z,4494.46,4494.545,4493.55,4494.535,
2026-08-20T03:29:00Z,4494.535,4494.535,4493.21,4493.595,
2026-08-20T03:30:00Z,4493.595,4494.64,4492.67,4493.195,
2026-08-20T03:31:00Z,4493.195,4496.385,4492.465,4496.305,
2026-08-20T03:32:00Z,4496.305,4496.71,4495.44,4495.465,
2026-08-20T03:33:00Z,4495.465,4496.22,4495.41,4496.045,
2026-08-20T03:34:00Z,4496.045,4498.385,4495.915,4498.005,
2026-08-20T03:35:00Z,4498.005,4498.035,4495.855,4496.02,
2026-08-20T03:36:00Z,4496.02,4496.3,4495.345,4496.175,
2026-08-20T03:37:00Z,4496.175,4496.315,4495.47,4495.575,
2026-08-20T03:38:00Z,4495.575,4496.56,4494.81,4496.29,
2026-08-20T03:39:00Z,4496.29,4497.735,4496.105,4497.505,
2026-08-20T03:40:00Z,4497.505,4498.59,4497.26,4498.35,
2026-08-20T03:41:00Z,4498.35,4498.46,4496.295,4497.025,
2026-08-20T03:42:00Z,4497.025,4497.18,4496.46,4496.47,
2026-08-20T03:43:00Z,4496.47,4497.3,4496.095,4497.245,
2026-08-20T03:44:00Z,4497.245,4498.725,4497.245,4498.015,
2026-08-20T03:45:00Z,4498.015,4498.435,4497.35,4498.03,
2026-08-20T03:46:00Z,4498.03,4498.24,4497.135,4497.795,
2026-08-20T03:47:00Z,4497.795,4498.28,4497.555,4497.565,
2026-08-20T03:48:00Z,4497.565,4497.85,4497.05,4497.565,
2026-08-20T03:49:00Z,4497.565,4498.485,4497.48,4498.48,
2026-08-20T03:50:00Z,4498.48,4498.48,4497.005,4497.21,
2026-08-20T03:51:00Z,4497.21,4498.93,4497.16,4498.89,
2026-08-20T03:52:00Z,4498.89,4499.635,4498.415,4499.61,
2026-08-20T03:53:00Z,4499.61,4500.37,4499.16,4499.35,
2026-08-20T03:54:00Z,4499.35,4500.045,4499.315,4499.925,
2026-08-20T03:55:00Z,4499.925,4501.2,4499.865,4500.43,
2026-08-20T03:56:00Z,4500.43,4500.47,4499.905,4500.03,
2026-08-20T03:57:00Z,4500.03,4500.2,4499.34,4500.15,
2026-08-20T03:58:00Z,4500.15,4500.2,4498.06,4498.155,
