date,open,high,low,close,bars,last_min,sma200,atr14,prior_close,prior_sma200,prior_atr14
2004-07-29,29.5588,29.7376,29.3799,29.6099,78,955,30.62971,0.5513110584119545,29.2931,30.628142999999994,0.5595272936744125
2004-07-30,29.6013,29.8909,29.5077,29.6788,78,955,30.630663999999996,0.5393031256682433,29.6099,30.62971,0.5513110584119545
2004-08-02,29.4736,29.8227,29.3459,29.7461,78,955,30.63072,0.5348386166919403,29.6788,30.630663999999996,0.5393031256682433
2004-08-03,29.6695,29.7384,29.1841,29.2011,78,955,30.627115,0.5367787154996587,29.7461,30.63072,0.5348386166919403
2004-08-04,29.0819,29.3467,28.9626,29.1841,78,955,30.622743999999997,0.5258730929639689,29.2011,30.627115,0.5367787154996587
2004-08-05,29.2522,29.2948,28.622,28.6476,78,955,30.616115999999998,0.5363678720379711,29.1841,30.622743999999997,0.5258730929639689
2004-08-06,28.4432,28.4432,27.813,27.8726,78,955,30.604599999999994,0.5576701668924019,28.6476,30.616115999999998,0.5363678720379711
2004-08-09,27.9407,28.0685,27.8215,27.9322,78,955,30.596736,0.5354794406858018,27.8726,30.604599999999994,0.5576701668924019
2004-08-10,28.0685,28.4687,28.0361,28.4602,78,955,30.590120000000002,0.5355523377796728,27.9322,30.596736,0.5354794406858018
2004-08-11,27.9748,28.1366,27.7278,28.0259,78,955,30.579745,0.5496128850811249,28.4602,30.590120000000002,0.5355523377796728
2004-08-12,27.8385,27.9808,27.566,27.6393,78,955,30.570842,0.5432048218610447,28.0259,30.579745,0.5496128850811249
2004-08-13,27.8045,27.8811,27.549,27.7023,78,955,30.563190499999997,0.5281259060138273,27.6393,30.570842,0.5432048218610447
2004-08-16,27.7704,28.2643,27.75,28.0855,78,955,30.5585615,0.5305454841556966,27.7023,30.563190499999997,0.5281259060138273
2004-08-17,28.2047,28.4772,28.1877,28.2473,78,955,30.554316,0.5206279495731468,28.0855,30.5585615,0.5305454841556966
2004-08-18,28.1536,28.869,28.111,28.8604,78,955,30.5484115,0.5375830960322078,28.2473,30.554316,0.5206279495731468
2004-08-19,28.7242,28.8264,28.4602,28.639,78,955,30.541357500000004,0.5277700177441927,28.8604,30.5484115,0.5375830960322078
2004-08-20,28.5879,29.0733,28.5368,28.9626,78,955,30.536130000000004,0.5283935879053219,28.639,30.541357500000004,0.5277700177441927
2004-08-23,28.9967,29.1841,28.8775,29.0376,78,955,30.5315795,0.5125511887692275,28.9626,30.536130000000004,0.5283935879053219
2004-08-24,29.167,29.2181,28.8008,28.9848,78,955,30.523827999999998,0.5057475324285684,29.0376,30.5315795,0.5125511887692275
2004-08-25,29.018,29.4651,28.869,29.414,78,955,30.519414499999996,0.5122012801122421,28.9848,30.523827999999998,0.5057475324285684
2004-08-26,29.3459,29.4225,29.2181,29.2948,78,955,30.514192,0.4902154743899391,29.414,30.519414499999996,0.5122012801122421
2004-08-27,29.3501,29.5332,29.3288,29.431,78,955,30.508889,0.4722286547906579,29.2948,30.514192,0.4902154743899391
2004-08-30,29.3033,29.3203,28.9678,28.9839,78,955,30.501601500000003,0.4715837508770395,29.431,30.508889,0.4722286547906579
2004-08-31,28.9712,29.0572,28.6688,28.9516,78,955,30.4966125,0.46564205438582246,28.9839,30.501601500000003,0.4715837508770395
2004-09-01,28.8945,29.3373,28.7838,29.1755,78,955,30.493475,0.4719176219296922,28.9516,30.4966125,0.46564205438582246
2004-09-02,29.1074,29.7035,29.0904,29.5928,78,955,30.488934,0.4820020775061427,29.1755,30.493475,0.4719176219296922
2004-09-03,29.3288,29.5247,28.9967,29.0674,78,955,30.481936500000003,0.4901519291128468,29.5928,30.488934,0.4820020775061427
2004-09-07,29.2948,29.4736,29.0563,29.2692,78,955,30.479267500000002,0.48494821989050063,29.0674,30.481936500000003,0.4901519291128468
2004-09-08,29.2181,29.5332,29.1074,29.15,78,955,30.4776625,0.48072334704117936,29.2692,30.479267500000002,0.48494821989050063
2004-09-09,29.3373,29.5928,29.0733,29.4395,78,955,30.480228999999998,0.48349310796680944,29.15,30.4776625,0.48072334704117936
