date,primary_r,stress_r,n
2021-12-06,-1.072572255960417,-1.12786540335883,3
2021-12-07,-0.8729448682671914,-0.9292510062223007,3
2021-12-08,0.6936270190895191,0.6582280959372926,2
2021-12-09,2.445725408227801,2.3962146671544895,3
2021-12-10,-2.8367529950112385,-2.9151835057701025,5
2021-12-13,0.805201137268607,0.7115014401116908,6
2021-12-14,1.6169772057684275,1.5498549039103469,4
2021-12-15,-2.303595336632084,-2.376456848908113,4
2021-12-16,-3.5474123936824413,-3.6617537546368206,8
2021-12-17,2.949776785714029,2.9319196428568874,1
2021-12-20,-2.040191093969146,-2.0708128798503997,2
2021-12-21,-3.0642104961755923,-3.113132778976043,3
2021-12-22,2.0678188244184046,1.963252117645661,6
2021-12-27,1.2772177419352164,1.261088709677154,1
2021-12-28,-0.9858173358690958,-1.0799131763459313,6
2021-12-29,0.6627059831693006,0.5970749520751362,4
2021-12-30,0.010862544664640983,-0.06208091035600405,4
2022-01-03,3.4198841698839217,3.404440154439907,1
2022-01-04,0.388622103761838,0.2924696994756941,6
2022-01-05,2.193445175767157,2.1069948942449805,5
2022-01-06,2.5969918032785415,2.5645983606555918,2
2022-01-07,2.2972689075631263,2.28046218487405,1
2022-01-10,1.4047637788234253,1.340319076320124,4
2022-01-11,-0.6704205638644749,-0.7352241525928092,4
2022-01-12,1.054132682536931,1.0049811509104094,3
2022-01-13,0.8027859237537426,0.7910557184751498,1
2022-01-14,-0.9084783452091154,-0.9746890741415115,4
2022-01-18,-1.0243055555555571,-1.042824074074077,1
2022-01-19,-1.0416686273587108,-1.0734161529653476,2
2022-01-20,2.6998975695077974,2.6326762661916776,4
2022-01-21,1.011550279714419,0.9818426709289045,2
2022-01-24,-0.01822916666666704,-0.032118055555556274,1
2022-01-25,-1.0186832740213534,-1.0329181494661939,1
2022-01-26,5.640051457975895,5.603001715265775,2
2022-01-27,1.609259747102213,1.5829162276080084,2
2022-01-28,-1.252991916949661,-1.3096932414283144,4
2022-01-31,3.631612475543709,3.5741299094564383,4
2022-02-01,3.8432378762541797,3.8066158026755836,2
2022-02-02,1.092192691030001,1.07890365448515,1
2022-02-03,-1.7027020651133569,-1.8251141858784017,8
2022-02-04,0.449436917615218,0.3674656295651444,5
2022-02-07,3.5743243243240674,3.558880308880053,1
2022-02-08,-3.0880511594448197,-3.1551377571170636,4
2022-02-09,2.5536731573863887,2.5215521403281342,2
2022-02-10,2.5086585365853646,2.4723983739837374,2
2022-02-11,1.8496884735203782,1.8372274143303466,1
2022-02-14,4.112593887129933,4.071820226014942,3
2022-02-15,1.2436509386508874,1.1117207638663853,8
2022-02-16,0.30452645801918776,0.2471693271326445,3
2022-02-17,2.614792383262028,2.5864337680335003,2
2022-02-18,0.7467205191936863,0.7111344537816051,2
2022-02-22,0.45364909822020133,0.40463080237970134,3
2022-02-23,2.945247933884179,2.928719008264345,1
2022-02-24,-4.079064766661656,-4.13930458888006,4
2022-02-25,5.1465024441479805,5.110547206399022,2
2022-02-28,4.327507012783817,4.276175580183187,3
2022-03-01,0.2810505360889808,0.2216124835619665,5
2022-03-02,2.556971795727446,2.507683856252593,3
2022-03-03,3.687759336099868,3.671161825726423,1
2022-03-04,-0.37215423465416575,-0.4017320642319959,2
2022-03-07,0.841022422150098,0.8131255012727402,2
2022-03-08,0.807766211397321,0.7585000992892602,3
2022-03-09,-0.36551453240478593,-0.5436890554713685,11
2022-03-10,-0.4871775169290884,-0.5321425435111165,3
2022-03-11,0.966151889534883,0.9403628529900318,2
2022-03-14,2.2680288461539604,2.248798076923191,1
2022-03-15,-0.8764734489351427,-0.9662660274341139,5
2022-03-16,-2.0500920057248013,-2.0882573434198877,2
2022-03-17,-4.962617163001491,-5.163122771450105,12
2022-03-18,2.655848340607857,2.5875202337770746,4
2022-03-21,-0.5165649131275758,-0.5631994047620652,3
2022-03-22,1.798598843004556,1.7474306119742673,3
2022-03-23,-0.5422672700279885,-0.5989357361393977,4
2022-03-24,2.1525342792821007,2.1192441503510704,2
2022-03-25,2.759378065725976,2.694380050166733,4
2022-03-28,-0.5861887564774149,-0.6518563804602684,4
2022-03-29,-1.1998403703407596,-1.2497542843459828,3
2022-03-30,2.5184194495641616,2.48674283839925,2
2022-03-31,2.040480397734693,1.8841266180606822,10
2022-04-01,3.1947547862574064,3.160905673572732,2
2022-04-04,1.923065068493011,1.884800228310364,2
2022-04-05,-7.272422555724863,-7.455322734236276,11
2022-04-06,-2.473910071691987,-2.563159015203265,6
2022-04-07,-0.05946024189404042,-0.09162699433871335,2
2022-04-08,0.6712975550732503,0.5819887161480931,5
2022-04-11,-2.0366254104571855,-2.0645304850912316,2
2022-04-12,-0.046015852337348395,-0.08337044321740639,3
2022-04-13,3.5074786324783522,3.4903846153843365,1
2022-04-14,-4.082411778865442,-4.145201705620064,4
2022-04-18,2.6035646106746047,2.550934372795851,3
2022-04-19,-2.0438345851797366,-2.0772323643642983,2
2022-04-20,2.236330901608748,2.201688178077135,2
2022-04-21,4.166439385239906,4.141672887000738,2
2022-04-22,0.9047131147539847,0.8883196721310349,1
2022-04-25,1.140056306995586,1.0529653566979666,6
2022-04-26,0.8442491630800357,0.8123027259686049,2
2022-04-27,-0.5417566330067338,-0.5840369352870363,3
2022-04-28,-1.5666139938223236,-1.635682531240132,4
2022-04-29,0.8700331125827363,0.8567880794701539,1
2022-05-02,2.2322721081439476,2.1842822846796137,3
2022-05-03,2.1550933220217092,2.1263452914799563,2
2022-05-04,3.9963690733058517,3.939625748854416,4
2022-05-06,-1.0391260162601617,-1.0689363143631418,2
2022-05-09,3.1402671755724043,3.1249999999998854,1
2022-05-10,-0.018617021276595203,-0.0328014184397154,1
2022-05-11,-1.0261194029850766,-1.046019900497516,1
2022-05-12,4.323186362229341,4.282304045987688,3
2022-05-13,2.2938460010595745,2.2612718485171994,2
2022-05-16,-4.088372788962811,-4.155704437696382,4
2022-05-17,-0.10799841232356626,-0.1537532365857114,3
2022-05-18,-1.7130141257798834,-1.779473525595446,4
2022-05-19,4.102697095435993,4.086099585062549,1
2022-05-20,1.5150316455697361,1.5023734177216341,1
2022-05-23,3.185773630059392,3.078017661055709,6
2022-05-24,4.077344594594739,4.047831081081225,2
2022-05-25,-2.233419832839448,-2.3523394203189945,8
2022-05-26,-1.375780666935309,-1.4304975501551218,3
2022-05-27,-2.3158511489456997,-2.4155065913555096,6
2022-05-30,-0.1917454450416871,-0.26023580175784977,4
2022-05-31,1.946157998745027,1.8637978833415954,5
2022-06-01,1.2026374659002106,1.1341125490898354,4
2022-06-02,-0.2683187869589536,-0.3501459168696759,5
2022-06-03,1.4608701293844446,1.3605921885059806,6
2022-06-06,2.02922077922097,2.0119047619049515,1
2022-06-07,-6.1451324714238735,-6.255709592508729,7
2022-06-08,4.388522825150732,4.3551033591731265,2
2022-06-09,2.1077664509006913,2.0634658503359224,3
2022-06-10,-0.472532833020638,-0.5043527204502815,2
2022-06-13,1.2041484716155804,1.1866812227072845,1
2022-06-14,-1.211241907323679,-1.2979689610787648,6
2022-06-15,2.905600474937794,2.851836833566713,3
2022-06-16,-3.065229203138346,-3.1149276436247053,3
2022-06-17,1.5648229280873522,1.4734195929314242,6
2022-06-20,-1.3550898499210735,-1.3907138625593054,2
2022-06-21,-0.21738274616352837,-0.2489386173464112,2
2022-06-22,-0.7003164578849965,-0.8263437321764608,8
2022-06-23,4.162910359016415,4.119718300574888,3
2022-06-24,-0.007989141092262585,-0.054892432264598875,3
2022-06-27,-1.2730499954934362,-1.3398856603811686,4
2022-06-28,0.6767575250873006,0.5800510526637572,6
2022-06-29,-0.5191338654413387,-0.5806787805329783,4
2022-06-30,1.1258907205372446,1.0551351025142433,4
2022-07-01,1.357555308407445,1.3130491635012111,3
2022-07-05,1.6515753576997838,1.5882469616226513,4
2022-07-06,-0.7761694566211133,-0.8792783488925018,7
2022-07-07,0.8093855383867385,0.7272977484400697,5
2022-07-08,-1.5126231183491476,-1.6201428302316112,6
2022-07-11,-0.8423769057497867,-0.9136620408912457,4
2022-07-12,-0.5390672041342598,-0.6140943620224604,4
2022-07-13,-0.5660779171810129,-0.6164229969378567,3
2022-07-14,2.927830080829975,2.8447155199094567,5
2022-07-15,1.4940271354745065,1.3917840047881853,6
2022-07-18,2.037715517241284,2.0204741379309397,1
2022-07-19,-0.33738783744293543,-0.4088656951160399,4
2022-07-20,2.3163507109007027,2.2973933649291376,1
2022-07-21,3.181100071607561,3.1499507697815674,2
2022-07-22,-0.9501992166317548,-1.0265451565554715,5
2022-07-25,3.24685414894096,3.2199856701446676,2
2022-07-26,-2.705199591411577,-2.817245348766135,7
2022-07-27,3.9548939048650205,3.856376429939095,6
2022-07-28,1.4147366946824822,1.329846570599936,5
2022-07-29,0.8024949392712557,0.7663006072874505,2
2022-08-01,0.9353269542559711,0.8654181587882925,4
2022-08-02,1.0229591836733691,1.009353741496499,1
2022-08-03,-1.0443828140327083,-1.0781982913909622,2
2022-08-04,2.447765321129308,2.4017749489133213,3
2022-08-05,2.4682469935245144,2.4338344125809437,2
2022-08-08,-0.22238109589349742,-0.3292389871012128,7
2022-08-09,2.314531090768345,2.24289351510075,4
2022-08-10,-3.0671086024375436,-3.118238966199481,3
2022-08-11,-2.751490670935473,-2.9058760044500076,9
2022-08-15,0.8114583333333333,0.7947916666666667,1
2022-08-16,2.3217876127759562,2.2496492992563875,5
2022-08-17,-1.4079510621771179,-1.545908997279863,8
2022-08-18,2.237952044025068,2.2024174528301,2
2022-08-19,1.152018338365385,1.1199421734478898,2
2022-08-22,0.7183852910762725,0.6024366416483382,7
2022-08-23,2.9360969182490475,2.9001297473446384,2
2022-08-24,1.9849537037039047,1.966435185185385,1
2022-08-25,0.8014335738288865,0.6977734890012174,6
2022-08-26,-0.6643796154903272,-0.7499554666964372,5
2022-08-29,2.4865625000000016,2.450927579365082,2
2022-08-30,-0.16286860540885018,-0.19311732920596292,2
2022-08-31,-1.0240825688073403,-1.042431192660552,1
2022-09-01,-1.0418887408394406,-1.073803971955205,2
2022-09-02,-3.0819257449420463,-3.144345360135987,4
2022-09-06,-3.0664422071598336,-3.117064841186373,3
2022-09-07,2.0232892820490065,1.9786857425998585,3
2022-09-08,3.651620370370684,3.6331018518521647,1
2022-09-09,2.614496476805571,2.5838446858484367,2
2022-09-12,2.3843878453518994,2.329590277934437,3
2022-09-13,-0.1568445385478534,-0.3085636718369179,10
2022-09-14,1.3260266212570313,1.2565819597071053,4
2022-09-15,-0.7761020714326152,-0.8291916356871434,3
2022-09-16,-2.0694549879579,-2.1223730740210613,3
2022-09-19,2.53007975034682,2.494789258745648,2
2022-09-20,2.547498851248092,2.469804764416311,5
2022-09-21,3.913253948390531,3.82357457389295,5
2022-09-22,0.6818910256409864,0.6690705128204739,1
2022-09-23,-1.0222457627118657,-1.0391949152542397,1
2022-09-26,2.664560494742278,2.626464749197587,3
2022-09-27,-0.18801098448739495,-0.26958396252746697,5
2022-09-28,-0.3253184272831866,-0.4706663962790134,9
2022-09-29,2.6149553571426223,2.597098214285481,1
2022-09-30,3.0466435185185183,3.015162037037037,2
2022-10-03,-0.678323282123473,-0.7283885541316881,3
2022-10-04,-1.1573347176079745,-1.1955761351052065,3
2022-10-05,3.297852532273986,3.2425728235682603,3
2022-10-06,0.4018704755404494,0.3415716696834643,4
2022-10-07,-0.03995979987341214,-0.07736339603691911,2
2022-10-10,0.7172395944885682,0.6681960890304122,3
2022-10-11,-1.6888621403323627,-1.7894670611049703,6
2022-10-12,1.2716450216451647,1.2543290043291464,1
2022-10-13,-1.5602983086741806,-1.62789937710808,5
2022-10-14,0.8455128205128205,0.8352564102564102,1
2022-10-17,1.9572471649898282,1.898100913554517,4
2022-10-18,-1.1476686018094577,-1.1896312754984986,3
2022-10-19,-0.06690705128211627,-0.10415583853090382,2
2022-10-20,2.6965348441100097,2.6387214882801002,4
2022-10-21,2.9116329966329966,2.8822727272727273,2
2022-10-24,2.460581768208794,2.409956809109259,3
2022-10-25,-0.5675948971963393,-0.635102173811776,4
2022-10-26,3.029001043363293,3.0003467274023805,2
2022-10-27,1.0717521330909565,0.9937162499452579,5
2022-10-28,0.9695973585788347,0.9341446548231856,2
2022-10-31,2.7053550381163443,2.642839124650372,4
2022-11-01,-2.7231627257546727,-2.8585531366760457,8
2022-11-03,-0.37716375703372407,-0.4368734787685389,4
2022-11-04,-1.0234374999999984,-1.0412946428571401,1
2022-11-07,-1.018551236749117,-1.0326855123674918,1
2022-11-08,2.0666351925623467,1.9751401481840456,6
2022-11-09,-1.126470850022381,-1.1765456587620744,3
2022-11-10,-4.1662711097601814,-4.292953860053654,7
2022-11-11,-0.2704767995765097,-0.30805619266049133,2
2022-11-14,3.259852216748921,3.2401477832513836,1
2022-11-15,2.2566955662516,2.204682491050823,3
2022-11-16,0.03543936219744445,-0.0010512824775582574,3
2022-11-17,0.7895075731342895,0.7452598824638126,3
2022-11-18,-0.6693999081853083,-0.7638607096331036,6
2022-11-21,-0.49490054225404756,-0.5903504976048731,6
2022-11-22,-3.0948875351972127,-3.1671828001093747,4
2022-11-23,-1.0175585284280928,-1.0309364548494968,1
2022-11-28,0.7923006206928171,0.7231072778935281,4
2022-11-29,-3.4138683121272573,-3.4995314781680764,5
2022-11-30,-1.0438116100766703,-1.0771918844208004,2
2022-12-01,2.9838856516306116,2.9244187958845167,4
2022-12-02,2.3267949609706458,2.295138727876899,2
2022-12-05,0.7101006077957126,0.6447912391768016,4
2022-12-06,-3.0588729554712,-3.2359082024811596,10
2022-12-07,-0.7902018175491718,-0.8464727994181993,3
2022-12-08,-0.33036085951914407,-0.37332334087489083,3
2022-12-09,2.474342201318544,2.4048679157188073,4
2022-12-12,1.3011627906976744,1.2825581395348835,1
2022-12-13,2.6731285974750025,2.610501097645565,4
2022-12-14,-1.3733095979904346,-1.4270675442094898,3
2022-12-15,-0.9951482027154425,-1.0924161329062319,6
2022-12-16,-1.0438482343335358,-1.0772564128733724,2
2022-12-19,1.5197916666666667,1.5031249999999998,1
2022-12-20,0.23017186411960822,0.1606429442652748,4
2022-12-21,2.1358395470865754,2.100253481674494,2
2022-12-22,-1.019160583941605,-1.0337591240875894,1
2022-12-23,2.7310536558243976,2.6786501979163524,3
2022-12-27,2.2408675799084605,2.2226027397258132,1
2022-12-28,2.2003997852919,2.1579703658899474,3
2022-12-29,0.8805292472392602,0.8115708429604414,4
2022-12-30,2.087957970703167,2.0346532401282067,3
2023-01-03,3.2717346938775513,3.2439795918367347,2
2023-01-04,-0.46284622911329043,-0.5087500969349659,3
2023-01-05,-1.0210843373493963,-1.0371485943775078,1
2023-01-06,-2.071738996182346,-2.126397278987943,3
2023-01-09,-0.7710317006180527,-0.8218900205997401,3
2023-01-10,-3.3614114727502082,-3.496902624717417,8
2023-01-11,-1.3153760263188532,-1.371643152101823,3
2023-01-12,-3.506610245065337,-3.5840139204316617,5
2023-01-13,-0.025735294117645205,-0.045343137254898705,1
2023-01-16,-1.0188848920863314,-1.0332733812949648,1
2023-01-17,2.2225877192983488,2.2050438596492254,1
2023-01-18,-1.3308278131219968,-1.398068617461952,4
2023-01-19,1.9661944026170832,1.8974899675425394,4
2023-01-20,0.6024104203382401,0.5272314707999626,5
2023-01-23,-0.02408256880734022,-0.04243119266055184,1
2023-01-24,0.599,0.583,1
2023-01-25,2.974911582670064,2.944849690539207,2
2023-01-26,2.0813356164382792,2.0676369863012933,1
2023-01-27,-1.0461413923367529,-1.0812967388790404,2
2023-01-30,0.11235908488071078,0.07342388215240292,2
2023-02-01,-1.0186170212765953,-1.0328014184397156,1
2023-02-02,2.7201819562015754,2.681812430989946,2
2023-02-03,0.5851695550530919,0.5390448625307043,3
2023-02-06,2.757607409492617,2.6811519702399997,5
2023-02-07,-1.3145021023409575,-1.3566657584750548,3
2023-02-08,-4.357745569761194,-4.471583464182421,7
2023-02-09,2.6847636404731086,2.6257383718912455,4
2023-02-10,-1.5349278831736097,-1.629154528444838,6
2023-02-14,-0.4238759836233592,-0.5067559300045767,5
2023-02-15,0.6200305810397193,0.6077981651375789,1
2023-02-16,1.0773073959939659,1.0458127889061373,2
2023-02-17,0.7697771191047709,0.6842303215740984,5
2023-02-21,-0.2310961663224944,-0.29146290189712465,4
2023-02-22,-3.915788874315323,-4.052673650229951,8
2023-02-23,1.9963157793875008,1.9612845425625425,2
2023-02-24,-0.3275687702265786,-0.3598067587752477,2
2023-02-27,-2.0462779589934748,-2.081537356321837,2
2023-02-28,2.2260638297871504,2.2118794326240305,1
2023-03-01,-1.5978920655490916,-1.704027047698747,6
2023-03-02,2.735735630339656,2.6998766595803607,2
2023-03-03,1.747835497835671,1.7305194805196527,1
2023-03-06,-0.6207890324494513,-0.7066968851522146,5
2023-03-07,-1.751660924885834,-1.8125410770343517,4
2023-03-08,-1.0724737761982273,-1.1276918913968768,3
2023-03-09,2.3929011500545148,2.3616853778748883,2
2023-03-10,1.5816115760819591,1.5296816643323148,3
2023-03-13,3.4313186813187992,3.416666666666784,1
2023-03-14,0.6125082679081166,0.5307221741959283,5
2023-03-15,3.32632734368673,3.2987292811264743,2
