sample,events,clean_rejection_pct,failed_auction_pct,accepted_break_pct,unresolved_pct,reaction_0_5sigma_pct,median_mfe_sigma,median_mae_sigma,median_distal_overshoot_sigma,failed_auction_reaction_0_5sigma_pct,failed_auction_median_reclaim_min,failed_auction_median_overshoot_sigma,accepted_break_reaction_0_5sigma_pct
DISPLACEMENT_ORIGIN_ONLY,1290,80.0,15.348837209302326,1.2403100775193798,3.4108527131782944,78.52713178294573,1.14778564003282,0.9258861531731335,0.0,83.33333333333334,2.0,0.2464508800593181,50.0
OBJECTIVE_LIQUIDITY_ONLY,2296,69.07665505226481,19.94773519163763,4.70383275261324,6.2717770034843205,83.8850174216028,1.2452834541162234,1.241658820123367,0.0,86.46288209606988,5.0,0.24897124656622174,76.85185185185185
MEMORY_ONLY,1346,64.56166419019317,19.836552748885588,7.057949479940564,8.543833580980683,78.15750371471026,1.20188251439824,1.3082814050117313,0.019225359388150984,85.39325842696628,6.0,0.20650120674713396,64.21052631578948
FVG_ONLY,73708,49.05980354913985,50.61051717588322,0.3093287024474955,0.020350572529440496,72.76415043143214,1.0040025644470996,0.9877053847245505,0.14240269015369006,71.05672313960969,4.0,0.21611370263340346,65.78947368421053
DOZ_OBJECTIVE_ONLY,37,45.945945945945944,48.648648648648646,5.405405405405405,0.0,75.67567567567568,1.1850580139124964,1.4326170848017648,0.2158587060872375,83.33333333333334,0.5,0.4906714062143301,0.0
DOZ_FVG_ONLY,361,36.28808864265928,48.75346260387812,14.681440443213296,0.2770083102493075,74.79224376731301,1.0220124657838416,0.9873461451339763,0.24890284160107998,75.56818181818183,3.0,0.23843919334394723,71.69811320754717
