datetime,open,high,low,close,volume
2026-08-10 11:49:00,29792.0,29798.25,29786.25,29796.0,643
2026-08-10 11:50:00,29796.5,29812.5,29793.5,29808.25,703
2026-08-10 11:51:00,29808.0,29823.5,29806.5,29821.75,696
2026-08-10 11:52:00,29822.0,29832.0,29821.5,29831.75,677
2026-08-10 11:53:00,29832.25,29836.0,29830.5,29833.25,832
2026-08-10 11:54:00,29834.75,29848.5,29833.5,29846.75,1022
2026-08-10 11:55:00,29846.75,29847.0,29837.5,29841.75,595
2026-08-10 11:56:00,29841.5,29845.75,29838.25,29845.0,391
2026-08-10 11:57:00,29846.25,29854.5,29845.75,29852.75,823
2026-08-10 11:58:00,29852.75,29854.0,29847.0,29848.25,366
2026-08-10 11:59:00,29848.5,29850.75,29842.5,29844.5,432
2026-08-10 12:00:00,29844.75,29858.75,29841.25,29852.75,1015
2026-08-10 12:01:00,29853.0,29854.25,29844.0,29847.75,429
2026-08-10 12:02:00,29848.0,29853.0,29845.75,29851.75,318
2026-08-10 12:03:00,29851.25,29853.75,29845.5,29847.25,284
2026-08-10 12:04:00,29846.75,29850.0,29841.25,29848.0,403
2026-08-10 12:05:00,29848.0,29850.0,29838.0,29844.25,663
2026-08-10 12:06:00,29844.5,29845.5,29831.75,29835.5,545
2026-08-10 12:07:00,29835.0,29839.5,29832.0,29832.25,407
2026-08-10 12:08:00,29832.0,29835.25,29822.25,29822.75,558
2026-08-10 12:09:00,29823.25,29829.25,29816.5,29826.25,667
2026-08-10 12:10:00,29826.0,29829.25,29821.25,29825.0,395
2026-08-10 12:11:00,29823.0,29833.0,29818.0,29819.25,475
2026-08-10 12:12:00,29818.5,29822.5,29811.75,29816.5,521
2026-08-10 12:13:00,29815.75,29825.5,29815.25,29825.5,309
2026-08-10 12:14:00,29826.25,29826.25,29820.75,29822.0,421
2026-08-10 12:15:00,29822.0,29826.75,29804.75,29809.0,842
2026-08-10 12:16:00,29809.5,29831.5,29808.25,29829.75,557
2026-08-10 12:17:00,29830.0,29835.0,29825.75,29826.25,501
2026-08-10 12:18:00,29826.25,29833.0,29821.75,29825.0,442
2026-08-10 12:19:00,29823.75,29828.5,29819.75,29821.5,393
2026-08-10 12:20:00,29821.75,29836.0,29819.75,29831.25,407
2026-08-10 12:21:00,29833.0,29833.5,29818.0,29819.25,327
2026-08-10 12:22:00,29820.5,29826.25,29816.0,29825.25,297
2026-08-10 12:23:00,29825.75,29836.75,29823.25,29836.5,403
2026-08-10 12:24:00,29836.75,29841.0,29827.75,29840.5,515
2026-08-10 12:25:00,29839.75,29843.5,29828.5,29838.75,634
2026-08-10 12:26:00,29839.75,29840.5,29819.0,29819.0,609
2026-08-10 12:27:00,29819.25,29824.5,29811.0,29811.5,433
2026-08-10 12:28:00,29811.0,29819.0,29809.5,29817.5,563
