entry_time,exit_time,direction,model,tag,entry,exit,stop,target,reason,risk_ticks,total_r,moved_be,partial_taken,primary_r,stress_r,half
2026-08-17 14:11:00,2026-08-17 14:13:00,long,ou_rev,ou_rev_long,30094.0,30107.6875,30080.5,30197.25,trail,54.0,1.0138888888888888,False,True,0.9398148148148148,0.8657407407407407,Aug12_20
2026-08-17 14:14:00,2026-08-17 14:20:00,long,ou_rev,ou_rev_long,30102.25,30090.4375,30090.5,30196.5,stop,47.0,-1.00531914893617,False,False,-1.0904255319148932,-1.1755319148936167,Aug12_20
2026-08-17 14:23:00,2026-08-17 14:24:00,long,ou_rev,ou_rev_long,30099.5,30107.6875,30088.75,30195.0,trail,43.0,0.7616279069767442,True,True,0.6686046511627908,0.5755813953488372,Aug12_20
2026-08-18 10:15:00,2026-08-18 10:16:00,long,ou_rev,ou_rev_long,29587.0,29619.9375,29567.5,29671.25,trail,78.0,1.689102564102564,True,True,1.6378205128205128,1.5865384615384615,Aug12_20
2026-08-18 10:23:00,2026-08-18 10:24:00,long,or_rev,or_rev_long,29607.0,29661.4375,29592.25,29700.5,trail,59.0,3.690677966101695,True,True,3.6228813559322037,3.555084745762712,Aug12_20
2026-08-19 10:34:00,2026-08-19 10:34:00,long,or_rev,or_rev_long,29506.25,29491.6875,29491.75,29651.5,stop,58.0,-1.0043103448275863,False,False,-1.0732758620689655,-1.142241379310345,Aug12_20
2026-08-19 10:47:00,2026-08-19 10:48:00,long,trend,trend_cont_long,29561.0,29546.4375,29546.5,29602.0,stop,58.0,-1.0043103448275863,False,False,-1.0732758620689655,-1.142241379310345,Aug12_20
2026-08-19 11:08:00,2026-08-19 11:08:00,long,trend,trend_cont_long,29603.5,29589.1875,29589.25,29636.5,stop,57.0,-1.0043859649122806,False,False,-1.0745614035087718,-1.144736842105263,Aug12_20
2026-08-19 11:20:00,2026-08-19 11:24:00,long,trend,trend_cont_long,29623.0,29603.9375,29604.0,29662.5,stop,76.0,-1.0032894736842106,False,False,-1.055921052631579,-1.1085526315789473,Aug12_20
2026-08-19 13:43:00,2026-08-19 13:46:00,long,pm_mom,pm_mom_long,29538.5,29550.1875,29528.5,29558.5,trail,40.0,1.16875,True,True,1.0687499999999999,0.96875,Aug12_20
2026-08-19 14:19:00,2026-08-19 14:20:00,long,ou_rev,ou_rev_long,29507.25,29507.1875,29491.0,29548.5,trail,65.0,-0.0038461538461538,True,True,-0.06538461538461535,-0.1269230769230769,Aug12_20
2026-08-20 11:25:00,2026-08-20 11:25:00,long,or_rev,or_rev_long,29321.25,29306.6875,29306.75,29404.5,stop,58.0,-1.0043103448275863,False,False,-1.0732758620689655,-1.142241379310345,Aug12_20
2026-08-20 11:37:00,2026-08-20 11:38:00,long,ou_lunch,ou_lunch_long,29301.25,29301.1875,29286.75,29377.75,trail,58.0,-0.0043103448275862,True,True,-0.07327586206896551,-0.1422413793103448,Aug12_20
2026-08-20 12:16:00,2026-08-20 12:18:00,long,ou_lunch,ou_lunch_long,29314.0,29323.1875,29303.5,29369.75,trail,42.0,0.875,True,True,0.7797619047619048,0.6845238095238095,Aug12_20
2026-08-20 13:39:00,2026-08-20 13:45:00,long,vwap_scalp,vwap_scalp_long,29292.5,29300.6875,29281.75,29329.0,trail,43.0,0.7616279069767442,False,True,0.6686046511627908,0.5755813953488372,Aug12_20
2026-08-20 13:51:00,2026-08-20 13:54:00,long,pm_mom,pm_mom_long,29319.75,29302.4375,29302.5,29355.0,stop,69.0,-1.0036231884057971,False,False,-1.0615942028985508,-1.1195652173913044,Aug12_20
2026-08-20 14:05:00,2026-08-20 14:05:00,long,vwap_rev,vwap_rev_long,29260.0,29249.9375,29250.0,29360.75,stop,40.0,-1.00625,False,False,-1.1062500000000002,-1.20625,Aug12_20
2026-08-20 14:16:00,2026-08-20 14:18:00,short,trend,trend_cont_short,29219.0,29219.0625,29233.5,29189.25,trail,58.0,-0.0043103448275862,True,True,-0.07327586206896551,-0.1422413793103448,Aug12_20
