entry_time,exit_time,direction,model,tag,entry,exit,stop,target,reason,risk_ticks,total_r,moved_be,partial_taken,primary_r,stress_r
2026-08-20 10:51:00,2026-08-20 10:53:00,long,pd_rev,pd_pdl_long,29379.75,29398.1875,29366.5,29402.5,trail,53.0,1.3915094339622642,True,True,1.3160377358490567,1.2405660377358492
2026-08-20 11:25:00,2026-08-20 11:25:00,long,or_rev,or_rev_long,29320.5,29306.6875,29306.75,29404.5,stop,55.0,-1.0045454545454546,False,False,-1.0772727272727274,-1.1500000000000001
2026-08-20 11:37:00,2026-08-20 11:38:00,long,ou_lunch,ou_lunch_long,29301.25,29301.1875,29286.75,29377.75,trail,58.0,-0.0043103448275862,True,True,-0.07327586206896551,-0.1422413793103448
2026-08-20 12:16:00,2026-08-20 12:18:00,long,ou_lunch,ou_lunch_long,29314.0,29323.1875,29303.5,29369.75,trail,42.0,0.875,True,True,0.7797619047619048,0.6845238095238095
2026-08-20 13:51:00,2026-08-20 13:54:00,long,pm_mom,pm_mom_long,29320.0,29302.4375,29302.5,29354.25,stop,70.0,-1.0035714285714286,False,False,-1.0607142857142857,-1.1178571428571429
2026-08-20 14:05:00,2026-08-20 14:05:00,long,vwap_rev,vwap_rev_long,29260.5,29249.9375,29250.0,29361.0,stop,42.0,-1.005952380952381,False,False,-1.1011904761904763,-1.1964285714285714
2026-08-20 14:16:00,2026-08-20 14:18:00,short,trend,trend_cont_short,29219.0,29219.0625,29233.5,29189.25,trail,58.0,-0.0043103448275862,True,True,-0.07327586206896551,-0.1422413793103448
2026-08-20 14:27:00,2026-08-20 14:29:00,short,trend,trend_cont_short,29224.75,29234.8125,29234.75,29202.5,stop,40.0,-1.00625,False,False,-1.1062500000000002,-1.20625
