timestamp,open,high,low,close,open_bid,high_bid,low_bid,close_bid,open_ask,high_ask,low_ask,close_ask,spread,gap_abs,gap_pct,ret1_abs,range,bid_gap_abs,ask_gap_abs
2013-09-18 18:00:00+00:00,1314.532,1334.0325,1314.532,1331.6985,1313.156,1333.728,1313.156,1331.1,1315.908,1334.337,1315.908,1332.297,1.1970000000001164,1.0419999999999163,0.0007933063822335277,0.013862686430806459,19.500500000000102,0.5239999999998872,1.5599999999999454
2013-12-18 19:01:00+00:00,1225.0169999999998,1244.0010000000002,1225.0169999999998,1230.795,1224.137,1243.342,1224.137,1230.29,1225.897,1244.66,1225.897,1231.3,1.009999999999991,0.6670000000003711,0.0005441859402589664,0.004169916552716479,18.98400000000038,0.08000000000015461,1.2540000000001328
2013-10-11 12:42:00+00:00,1285.77,1285.7800000000002,1267.1,1271.106,1285.612,1285.622,1266.292,1270.899,1285.928,1285.938,1267.908,1271.313,0.4140000000002146,0.09000000000014552,7.000186671655897e-05,0.011335635616949613,18.68000000000029,0.09000000000014552,0.09000000000014552
2013-07-21 22:12:00+00:00,1298.5475,1315.6815,1298.464,1315.388,1298.211,1314.433,1298.13,1314.142,1298.884,1316.93,1298.798,1316.634,2.491999999999962,0.03249999999979991,2.5028590351131798e-05,0.012994073999915257,17.217499999999973,0.029999999999972715,0.035000000000081855
2013-10-01 12:30:00+00:00,1310.6595000000002,1310.7015,1294.3025,1298.65,1310.342,1310.426,1293.913,1298.342,1310.977,1310.977,1294.692,1298.958,0.6159999999999854,0.2624999999998181,0.00020024074658890316,0.009361350255774115,16.398999999999887,0.4799999999997908,0.044999999999845386
2013-04-18 01:03:00+00:00,1362.2705,1362.2705,1345.892,1353.5345,1361.993,1361.993,1345.259,1352.731,1362.548,1362.548,1346.525,1354.338,1.606999999999971,0.015000000000100044,1.101115025786282e-05,0.006401882759878741,16.37850000000003,0.029999999999972715,0.0
2013-04-15 20:15:00+00:00,1358.373,1358.373,1342.1985,1344.4125,1358.152,1358.152,1341.243,1343.497,1358.594,1358.594,1343.154,1345.328,1.830999999999904,0.07699999999977081,5.66822481502969e-05,0.01033346829106696,16.17450000000008,0.09999999999990905,0.05399999999985994
2013-03-08 13:30:00+00:00,1578.9,1578.9,1563.4,1566.1345,1578.6,1578.6,1562.98,1565.919,1579.2,1579.2,1563.82,1566.35,0.4309999999998126,0.0500000000001819,3.166861956498838e-05,0.008053646641542955,15.5,0.049999999999954525,0.049999999999954525
2013-12-10 13:07:00+00:00,1249.994,1264.5705,1249.8985,1258.0985,1249.83,1263.488,1249.75,1257.939,1250.158,1265.653,1250.047,1258.258,0.31899999999996,0.003499999999803549,2.800021280004567e-06,0.006486449297014696,14.672000000000025,0.006999999999834472,0.0
2013-11-20 19:00:00+00:00,1262.09,1262.1799999999998,1247.9575,1253.0145,1261.923,1262.013,1246.722,1252.752,1262.257,1262.347,1249.193,1253.277,0.525000000000091,0.03749999999990905,2.9713502409692982e-05,0.0071613502607854596,14.222499999999854,0.03999999999996362,0.035000000000081855
2013-12-18 19:00:00+00:00,1235.5935,1235.5935,1221.795,1225.6840000000002,1234.698,1234.698,1221.102,1224.217,1236.489,1236.489,1222.488,1227.151,2.933999999999969,5.604000000000042,0.004514994591916308,0.012498816666968615,13.798499999999876,5.991999999999962,5.2159999999998945
2013-04-15 01:44:00+00:00,1478.4969999999998,1478.66,1465.231,1466.368,1478.346,1478.51,1464.748,1465.885,1478.648,1478.81,1465.714,1466.851,0.966000000000122,0.0009999999997489795,6.763630065613836e-07,0.0082029305456357,13.429000000000087,0.0,0.0019999999999527063
2013-10-30 18:00:00+00:00,1354.06,1354.06,1340.6375,1340.933,1353.642,1353.642,1339.73,1340.028,1354.478,1354.478,1341.545,1341.838,1.8099999999999452,0.16000000000008185,0.0001181491928933865,0.009811552037335192,13.4224999999999,0.07999999999992724,0.2400000000000091
2013-04-15 18:49:00+00:00,1362.8,1364.3200000000002,1351.3,1353.7,1362.552,1363.952,1351.052,1353.452,1363.048,1364.688,1351.548,1353.948,0.4960000000000946,0.2999999999999545,0.00022018348623849873,0.006458715596330267,13.02000000000021,0.2999999999999545,0.2999999999999545
2013-04-15 02:03:00+00:00,1444.1395,1444.3295,1431.7,1433.1535,1443.952,1444.152,1431.152,1431.752,1444.327,1444.507,1432.248,1434.555,2.803000000000111,0.009999999999990905,6.9245867493122365e-06,0.007600426416052075,12.629500000000007,0.0,0.01999999999998181
2013-09-12 06:54:00+00:00,1355.035,1355.348,1343.3175,1347.9920000000002,1354.905,1355.269,1342.183,1347.862,1355.165,1355.427,1344.452,1348.122,0.2599999999999909,0.018499999999903594,1.3652597480397337e-05,0.005211233357206746,12.030499999999847,0.03700000000003456,0.0
2013-04-18 01:04:00+00:00,1353.6015,1355.317,1343.55,1343.55,1352.758,1354.684,1343.252,1343.252,1354.445,1355.95,1343.848,1343.848,0.5960000000000036,0.06700000000000728,4.95000312145773e-05,0.007376612860625298,11.767000000000053,0.027000000000043656,0.1069999999999709
2013-10-01 12:39:00+00:00,1299.837,1299.9,1288.4935,1289.735,1299.662,1299.702,1288.145,1289.373,1300.012,1300.098,1288.842,1290.097,0.7239999999999327,0.02500000000009095,1.923355069817093e-05,0.007752659615390511,11.406500000000051,0.049999999999954525,0.0
2013-09-18 00:21:00+00:00,1304.2055,1304.2155,1292.9555,1295.45,1303.953,1303.973,1291.662,1295.142,1304.458,1304.458,1294.249,1295.758,0.6159999999999854,0.011999999999943611,9.200919325146006e-06,0.006722421681966351,11.259999999999991,0.0,0.023999999999887223
2013-04-15 01:46:00+00:00,1460.4699999999998,1463.212,1452.078,1452.428,1459.687,1462.852,1451.252,1451.952,1461.253,1463.572,1452.904,1452.904,0.9519999999999982,0.032000000000152795,2.1910274686479578e-05,0.005528236181805868,11.134000000000015,0.032000000000152795,0.032000000000152795
2013-11-20 11:26:00+00:00,1270.4145,1270.4145,1259.308,1260.815,1270.243,1270.243,1258.165,1260.315,1270.586,1270.586,1260.451,1261.315,1.0,0.004500000000007276,3.542163553504204e-06,0.007552679843515153,11.106500000000096,0.0,0.009000000000014552
2013-09-29 22:00:00+00:00,1341.74,1352.73,1341.74,1349.99,1341.363,1352.263,1341.363,1349.613,1342.117,1353.197,1342.117,1350.367,0.7539999999999054,5.086999999999989,0.0038057745727574687,0.009977907504789885,10.990000000000009,6.180000000000064,3.9939999999999145
2013-11-25 06:02:00+00:00,1236.824,1236.953,1226.169,1234.598,1236.696,1236.799,1224.864,1234.338,1236.952,1237.107,1227.474,1234.858,0.5199999999999818,0.005499999999983629,4.4468933800582935e-06,0.0017953321364453378,10.783999999999878,0.010999999999967258,0.0
2013-08-02 12:35:00+00:00,1302.2175,1312.7800000000002,1302.0755,1309.6174999999998,1301.738,1312.343,1301.614,1308.869,1302.697,1313.217,1302.537,1310.366,1.497000000000071,0.037500000000136424,2.879786204682642e-05,0.005711575972599858,10.70450000000028,0.02500000000009095,0.049999999999954525
2013-10-17 07:59:00+00:00,1310.1765,1320.6595,1310.1155,1320.4675000000002,1309.993,1320.431,1309.993,1320.257,1310.36,1320.888,1310.238,1320.678,0.4210000000000491,0.1534999999998945,0.00011714606244220502,0.0077366007036396844,10.543999999999869,0.24900000000002365,0.057999999999992724
2013-04-15 08:54:00+00:00,1426.402,1426.5025,1415.9595,1421.116,1426.252,1426.352,1415.499,1420.633,1426.552,1426.653,1416.42,1421.599,0.9659999999998944,0.15250000000014552,0.00010692378857987016,0.003599300122454019,10.54300000000012,0.20000000000004547,0.10500000000001819
2013-04-15 20:16:00+00:00,1343.3405,1345.4025,1335.155,1339.404,1342.705,1344.219,1334.55,1338.771,1343.976,1346.586,1335.76,1340.037,1.2660000000000764,1.071999999999889,0.0007973743177781292,0.0037254190957015654,10.247499999999945,0.7920000000001437,1.3519999999998618
2013-04-15 01:59:00+00:00,1453.9499999999998,1454.2,1444.036,1446.1950000000002,1453.552,1453.952,1443.253,1445.863,1454.348,1454.448,1444.819,1446.527,0.6639999999999873,0.04999999999972715,3.439026067798827e-05,0.005299539170506851,10.163999999999987,0.0,0.09999999999990905
2013-12-31 13:47:00+00:00,1195.7415,1195.8395,1185.855,1188.214,1195.576,1195.653,1185.593,1187.994,1195.907,1196.026,1186.117,1188.434,0.4400000000000545,0.024499999999989086,2.0489798171297292e-05,0.006274896150176179,9.984500000000025,0.03300000000012915,0.015999999999849024
2013-04-15 01:47:00+00:00,1452.044,1459.8359999999998,1449.9905,1458.1265,1451.552,1459.024,1449.433,1457.405,1452.536,1460.648,1450.548,1458.848,1.4429999999999836,0.38400000000001455,0.0002643848782865757,0.0039234302836352875,9.845499999999674,0.40000000000009095,0.36799999999993815
2013-04-16 00:20:00+00:00,1338.3105,1338.65,1328.8145,1330.2,1337.973,1338.352,1328.381,1329.952,1338.648,1338.948,1329.248,1330.448,0.4960000000000946,0.05999999999994543,4.4830635463009256e-05,0.006104811784180764,9.835500000000138,0.01999999999998181,0.10000000000013642
2013-08-15 16:54:00+00:00,1352.0214999999998,1361.83,1352.015,1361.83,1351.87,1361.668,1351.857,1361.668,1352.173,1361.992,1352.173,1361.992,0.3240000000000691,0.07799999999997453,5.768806215812856e-05,0.007196585754228879,9.814999999999827,0.047000000000025466,0.1089999999999236
2013-10-17 08:00:00+00:00,1321.0075000000002,1321.3865,1311.675,1311.9070000000002,1320.747,1321.232,1311.492,1311.726,1321.268,1321.541,1311.858,1312.088,0.3619999999998526,0.5399999999999636,0.0004089460740229983,0.006482931234581768,9.711500000000115,0.4900000000000091,0.5899999999999181
2013-12-18 18:55:00+00:00,1242.81,1242.81,1233.1785,1235.9,1242.583,1242.583,1232.737,1235.663,1243.037,1243.037,1233.62,1236.137,0.4739999999999327,0.22550000000001091,0.00018141074812425784,0.005740383118583381,9.63149999999996,0.2300000000000182,0.22100000000000364
2013-01-30 13:30:00+00:00,1664.7,1674.135,1664.65,1673.802,1664.39,1673.91,1664.34,1673.652,1665.01,1674.36,1664.96,1673.952,0.2999999999999545,0.09999999999990905,6.006727534833557e-05,0.005407256126862103,9.4849999999999,0.09999999999990905,0.09999999999990905
2013-05-23 08:35:00+00:00,1380.362,1389.74,1380.265,1389.4450000000002,1380.129,1389.2,1380.032,1389.2,1380.595,1390.28,1380.498,1389.69,0.4900000000000091,0.01900000000023283,1.376469471735129e-05,0.006594013227147366,9.474999999999909,0.019000000000005457,0.019000000000005457
2013-12-06 13:41:00+00:00,1223.538,1232.3675,1222.932,1231.435,1223.313,1232.065,1222.762,1231.242,1223.763,1232.67,1223.102,1231.628,0.3859999999999672,0.009999999999990905,8.17295275705645e-06,0.006446007839496337,9.435500000000047,0.004999999999881766,0.015000000000100044
2013-04-15 10:09:00+00:00,1395.0285,1395.4705,1386.1245,1389.8715,1394.86,1395.252,1385.96,1389.595,1395.197,1395.689,1386.289,1390.148,0.5529999999998836,0.0010000000002037268,7.168307194964169e-07,0.003697412850409365,9.346000000000004,0.007999999999810825,0.010000000000218279
2013-11-07 13:34:00+00:00,1306.3629999999998,1307.01,1297.7555,1297.778,1306.183,1306.862,1297.572,1297.598,1306.543,1307.158,1297.939,1297.958,0.3600000000001273,1.137000000000171,0.0008695984703634195,0.007435564053537291,9.254500000000007,1.058999999999969,1.2150000000001455
2013-10-17 07:58:00+00:00,1302.095,1311.2305,1302.075,1310.33,1301.942,1310.673,1301.922,1310.242,1302.248,1311.788,1302.228,1310.418,0.1759999999999308,0.17399999999997817,0.00013361294786252162,0.0061899653604593485,9.155499999999847,0.06600000000003092,0.2819999999999254
2013-05-22 14:30:00+00:00,1397.1855,1397.1855,1388.0385,1390.8670000000002,1397.023,1397.023,1387.753,1390.652,1397.348,1397.348,1388.324,1391.082,0.4300000000000636,0.005999999999858119,4.294329016357543e-06,0.004526580644099054,9.146999999999935,0.012000000000170985,0.0
2013-04-30 07:52:00+00:00,1466.725,1475.85,1466.714,1475.0335,1466.573,1475.613,1466.562,1474.79,1466.877,1476.087,1466.866,1475.277,0.48700000000008,0.021500000000060027,1.4658293031590686e-05,0.005649919737323428,9.135999999999967,0.006999999999834472,0.03600000000005821
2013-08-21 18:00:00+00:00,1373.3615,1373.365,1364.335,1366.69,1373.123,1373.123,1363.638,1366.393,1373.6,1373.607,1365.032,1366.987,0.5940000000000509,0.06550000000015643,4.769547133331521e-05,0.004810324940871968,9.029999999999973,0.013000000000147338,0.11799999999993815
2013-05-20 16:04:00+00:00,1379.7334999999998,1388.7,1379.6785,1387.25,1379.552,1388.452,1379.452,1386.952,1379.915,1388.948,1379.905,1387.548,0.5960000000000036,0.1334999999999127,9.67671788923693e-05,0.005545085532038252,9.02150000000006,0.1999999999998181,0.06700000000000728
2013-02-11 13:20:00+00:00,1654.9145,1654.9145,1645.9085,1647.9445,1654.733,1654.733,1645.273,1647.763,1655.096,1655.096,1646.544,1648.126,0.3630000000000564,0.03199999999992542,1.933672028069994e-05,0.004192442665869045,9.006000000000085,0.015999999999849024,0.04800000000000182
2013-12-18 18:59:00+00:00,1235.2375,1244.1280000000002,1235.2375,1241.1975,1235.013,1243.798,1235.013,1240.69,1235.462,1244.458,1235.462,1241.705,1.014999999999873,0.013500000000021828,1.092895290108798e-05,0.00481400136490473,8.890500000000202,0.027000000000043656,0.0
