sample,entry_model,target_r,trades,tp_pct,sl_pct,time_pct,ambiguous_same_bar_pct,avg_gross_R,pf_gross,avg_net_R_legacy22,pf_net_legacy22,avg_net_R_cost1_5x,pf_net_cost1_5x,median_risk_price,median_entry_delay_minutes,median_legacy_commission_R,sum_gross_R,sum_net_R_legacy22,sum_net_R_cost1_5x
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,12,33.33333333333333,66.66666666666666,0.0,8.333333333333332,-0.5000000000000159,0.24999999999997619,-0.7364593116026036,0.11238138233543701,-0.8546889674038973,0.062039140156101374,0.9477500000001555,8.0,0.2334481139019893,-6.00000000000019,-8.837511739231243,-10.256267608846768
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,1.0,12,25.0,75.0,0.0,0.0,-0.5,0.3333333333333333,-0.7364593116025877,0.2114593726548345,-0.8546889674038814,0.16691168803828546,0.9477500000001555,8.0,0.2334481139019893,-6.0,-8.837511739231052,-10.256267608846578
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,1.5,12,16.666666666666664,83.33333333333334,0.0,0.0,-0.5833333333333254,0.30000000000000965,-0.8197926449359131,0.20597324856384558,-0.9380223007372068,0.17136411195489154,0.9477500000001555,8.0,0.2334481139019893,-6.999999999999904,-9.837511739230957,-11.256267608846482
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,2.0,12,16.666666666666664,83.33333333333334,0.0,0.0,-0.5,0.4,-0.7364593116025877,0.2866874344762835,-0.8546889674038814,0.24497962260549042,0.9477500000001555,8.0,0.2334481139019893,-6.0,-8.837511739231052,-10.256267608846578
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,2.5,12,16.666666666666664,83.33333333333334,0.0,0.0,-0.4166666666666747,0.4999999999999904,-0.6531259782692623,0.3674016203887214,-0.7713556340705562,0.3185951332560892,0.9477500000001555,8.0,0.2334481139019893,-5.000000000000096,-7.837511739231148,-9.256267608846674
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,3.0,12,8.333333333333332,91.66666666666666,0.0,0.0,-0.6666666666666666,0.2727272727272727,-0.9031259782692543,0.2060915889268332,-1.021355634070548,0.18161975884343934,0.9477500000001555,8.0,0.2334481139019893,-8.0,-10.837511739231052,-12.256267608846578
DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,0.5,931,43.17937701396348,30.50483351235231,26.31578947368421,0.0,-0.12896892086887957,0.6420633873477996,-0.2226884209316438,0.45237646335726145,-0.2695481709630259,0.3734824051488499,2.6375000000000455,1.0,0.08341232227488007,-120.07006532892689,-207.32291988736037,-250.94934716657713
DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,1.0,931,24.06015037593985,35.44575725026853,40.494092373791624,0.0,-0.12213550791045243,0.7097957170826452,-0.2158550079732166,0.5473309719774827,-0.26271475800459865,0.4803906348829409,2.6375000000000455,1.0,0.08341232227488007,-113.7081578646312,-200.96101242306466,-244.58743970228136
DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,1.5,931,12.996777658431794,37.27175080558539,49.73147153598281,0.10741138560687433,-0.12611815623267028,0.7148437694913095,-0.21983765629543447,0.5615384533372905,-0.2666974063268166,0.4985385514799883,2.6375000000000455,1.0,0.08341232227488007,-117.41600345261604,-204.6688580110495,-248.29528529026624
DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,2.0,931,6.7669172932330826,37.91621911922664,55.316863587540276,0.0,-0.13493631982935003,0.7006614490661662,-0.22865581989211423,0.5528634484039979,-0.2755155699234963,0.4922112247655809,2.6375000000000455,1.0,0.08341232227488007,-125.62571376112487,-212.87856831955835,-256.50499559877505
