sample,entry_model,target_r,trades,tp_pct,sl_pct,time_pct,ambiguous_same_bar_pct,avg_gross_R,pf_gross,avg_net_R_legacy22,pf_net_legacy22,avg_net_R_cost1_5x,pf_net_cost1_5x,median_risk_price,median_entry_delay_minutes,median_legacy_commission_R,sum_gross_R,sum_net_R_legacy22,sum_net_R_cost1_5x
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,11,54.54545454545454,45.45454545454545,0.0,9.090909090909092,-0.18181818181818912,0.5999999999999839,-0.36802875663633167,0.31297392833458526,-0.4611340440454029,0.19977157401677062,1.2025000000001,7.0,0.18295218295216772,-2.0000000000000804,-4.048316322999648,-5.072474484499432
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,1.0,11,36.36363636363637,63.63636363636363,0.0,9.090909090909092,-0.2727272727272727,0.5714285714285714,-0.4589378475454153,0.39299185888248356,-0.5520431349544866,0.32340712349432926,1.2025000000001,7.0,0.18295218295216772,-3.0,-5.048316322999568,-6.072474484499353
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,1.5,11,36.36363636363637,63.63636363636363,0.0,9.090909090909092,-0.0909090909090944,0.8571428571428517,-0.27711966572723695,0.6334712988700466,-0.3702249531363082,0.5462463888490818,1.2025000000001,7.0,0.18295218295216772,-1.0000000000000384,-3.0483163229996064,-4.0724744844993905
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,2.0,11,27.27272727272727,72.72727272727273,0.0,9.090909090909092,-0.18181818181818182,0.75,-0.3680287566363244,0.5741839613272971,-0.46113404404539565,0.5056449957279755,1.2025000000001,7.0,0.18295218295216772,-2.0,-4.048316322999568,-5.072474484499352
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,2.5,11,27.27272727272727,72.72727272727273,0.0,9.090909090909092,-0.04545454545453302,0.9375000000000171,-0.23166512027267558,0.7319591960292771,-0.3247704076817468,0.6518325238612575,1.2025000000001,7.0,0.18295218295216772,-0.4999999999998632,-2.5483163229994314,-3.5724744844992147
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,3.0,11,27.27272727272727,72.72727272727273,0.0,9.090909090909092,0.09090909090909091,1.125,-0.09530148390905166,0.889734430731228,-0.18840677131812286,0.7980200519945129,1.2025000000001,7.0,0.18295218295216772,1.0,-1.0483163229995682,-2.0724744844993515
DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,0.5,824,50.48543689320388,21.2378640776699,28.276699029126213,0.0,-0.009941133803742,0.9636544587949607,-0.0702199519497324,0.7631439670922217,-0.10035936102272762,0.6742865379121001,4.153250000000298,1.0,0.05297056541193269,-8.191494254283407,-57.8612404065795,-82.69611348272755
DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,1.0,824,29.61165048543689,26.820388349514563,43.567961165048544,0.0,0.012522844235846787,1.0369074623034495,-0.04775597391014363,0.8707290078672655,-0.07789538298313883,0.7975643434603147,4.153250000000298,1.0,0.05297056541193269,10.318823650337752,-39.35092250195835,-64.1857955781064
DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,1.5,824,18.203883495145632,29.73300970873786,52.06310679611651,0.0,0.016270371959547298,1.0440378369731003,-0.04400844618644311,0.8908340124865157,-0.0741478552594383,0.8235774903602815,4.153250000000298,1.0,0.05297056541193269,13.406786494666974,-36.262959657629125,-61.09783273377716
DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,2.0,824,12.135922330097088,30.339805825242717,57.52427184466019,0.0,0.03654517759412038,1.0971632409520782,-0.023733640551870022,0.9422564139552094,-0.053873049624865235,0.8743583605451131,4.153250000000298,1.0,0.05297056541193269,30.113226337555194,-19.5565198147409,-44.39139289088895
DISPLACEMENT_ORIGIN_ONLY,CLEAN_REJECTION,2.5,824,8.616504854368932,30.461165048543688,60.922330097087375,0.0,0.054456145202798005,1.144244438126206,-0.00582267294319239,0.985885751671888,-0.03596208201618759,0.9164376008561577,4.153250000000298,1.0,0.05297056541193269,44.871863647105556,-4.797882505190529,-29.63275558133858
