source_year,event_id,stack_id,zone_id,representative_contact_time,confirmation_time,entry_time,confirm_idx,entry_idx,constituent_count,available_doz_members_by_confirmation,available_objective_members_by_confirmation,future_members_after_confirmation,future_doz_members_after_confirmation,future_objective_members_after_confirmation,missing_causal_doz_by_confirmation,missing_causal_objective_by_confirmation,core_classification_violation
2022,5dcbc6fbe6dcc88b61360af7,STACK_00121712,ASIA_CME_L_00003769,2022-06-22T07:13:00+00:00,2022-06-22T07:13:00+00:00,2022-06-22T07:14:00+00:00,773713,773714,3,0,1,2,2,0,True,False,True
