entry_time,exit_time,side,entry,stop,target,risk_price,exit,exit_reason,gross_R,commission_R,net_R,date,scenario
2025-09-12 09:35:00,2025-09-12 10:20:00,SHORT,583.40025414,584.1469,575.9337955400006,0.7466458599999442,584.2053146899999,SL,-1.0782361399552312,0.013393230359572005,-1.0916293703148032,2025-09-12,PRIMARY
2025-09-12 09:35:00,2025-09-12 10:20:00,SHORT,583.3419082800001,584.1469,575.2919910800015,0.8049917199998617,584.26372938,SL,-1.145131157373933,0.024844976045223715,-1.1699761334191565,2025-09-12,STRESS
2025-09-15 09:35:00,2025-09-15 15:55:00,LONG,587.63725785,586.8653,595.3568363499992,0.7719578499999216,590.2029738,TIME,3.323647722476411,0.012954075148016199,3.3106936473283946,2025-09-15,PRIMARY
2025-09-15 09:35:00,2025-09-15 15:55:00,LONG,587.6960157,586.8653,596.0031726999993,0.8307156999999279,590.1439475999999,TIME,2.9467745704097927,0.02407562539145671,2.922698945018336,2025-09-15,STRESS
2025-09-16 09:35:00,2025-09-16 15:55:00,SHORT,590.6119329,591.4192,582.5392619000002,0.80726709999999,589.79227333,TIME,1.015351139666317,0.012387473737007397,1.0029636659293097,2025-09-16,PRIMARY
2025-09-16 09:35:00,2025-09-16 15:55:00,SHORT,590.5528658000001,591.4192,581.8895238000002,0.866334199999983,589.85124666,TIME,0.8098712252154674,0.023085779136966304,0.7867854460785011,2025-09-16,STRESS
2025-09-17 09:35:00,2025-09-17 15:25:00,SHORT,589.10578353,590.1323,578.8406188300007,1.0265164699999332,590.19131323,SL,-1.0574888291855744,0.009741684904481514,-1.067230514090056,2025-09-17,PRIMARY
2025-09-17 09:35:00,2025-09-17 15:25:00,SHORT,589.0468670600001,590.1323,578.1925376600009,1.0854329399999187,590.25032646,SL,-1.1087367589931616,0.018425827393815316,-1.127162586386977,2025-09-17,STRESS
2025-09-18 09:35:00,2025-09-18 09:40:00,LONG,593.97249131,592.8756,604.9414044100005,1.0968913100000464,592.8163124399999,SL,-1.0540505330469134,0.009116673556288432,-1.0631672066032019,2025-09-18,PRIMARY
2025-09-18 09:35:00,2025-09-18 09:40:00,LONG,594.0318826199999,592.8756,605.5947088199995,1.1562826199999563,592.75702488,SL,-1.1025485620461462,0.017296809321583298,-1.1198453713677294,2025-09-18,STRESS
2025-09-19 09:35:00,2025-09-19 09:45:00,SHORT,595.38975507,596.1975,587.3123057699999,0.8077449300000126,596.25711975,SL,-1.0738101197367138,0.012380145796767607,-1.0861902655334814,2025-09-19,PRIMARY
2025-09-19 09:35:00,2025-09-19 09:45:00,SHORT,595.33021014,596.1975,586.6573115399997,0.8672898600000281,596.3167394999999,SL,-1.137485177100919,0.023060341095189736,-1.1605455181961086,2025-09-19,STRESS
2025-09-22 09:35:00,2025-09-22 15:55:00,LONG,597.88308233,596.9545,607.1689056299992,0.9285823299999265,601.40855313,TIME,3.796616289263519,0.010769104339946671,3.7858471849235724,2025-09-22,PRIMARY
2025-09-22 09:35:00,2025-09-22 15:55:00,LONG,597.94286466,596.9545,607.8265112600001,0.988364660000002,601.34840626,TIME,3.445632708073542,0.02023544629772574,3.425397261775816,2025-09-22,STRESS
2025-09-23 09:35:00,2025-09-23 13:40:00,SHORT,601.29866412,601.7982,596.3033053200006,0.4995358799999394,596.3629356505326,TP,9.880628533566092,0.020018582048603222,9.860609951517489,2025-09-23,PRIMARY
2025-09-23 09:35:00,2025-09-23 15:55:00,SHORT,601.2385282399999,601.7982,595.6418106399998,0.5596717600000147,597.4933747800001,TIME,6.691696325717365,0.03573523166507361,6.655961094052292,2025-09-23,STRESS
2025-09-24 09:35:00,2025-09-24 15:55:00,SHORT,597.68362566,599.1317,583.2028822599993,1.448074340000062,595.35612966,TIME,1.6073042216878843,0.006905722809783075,1.6003984988781013,2025-09-24,PRIMARY
2025-09-24 09:35:00,2025-09-24 15:55:00,SHORT,597.62385132,599.1317,582.5453645199995,1.507848680000052,595.41565932,TIME,1.4644652539005862,0.013263930436308313,1.451201323464278,2025-09-24,STRESS
2025-09-25 09:35:00,2025-09-25 10:10:00,SHORT,590.00429367,591.4715,575.3322303700005,1.4672063299999536,591.5306471499999,SL,-1.0403127690976812,0.006815673975452598,-1.0471284430731338,2025-09-25,PRIMARY
2025-09-25 09:35:00,2025-09-25 10:10:00,SHORT,589.94528734,591.4715,574.6831607400006,1.526212659999942,591.5897943,SL,-1.0775083991244097,0.013104333704059801,-1.0906127328284694,2025-09-25,STRESS
2025-09-26 09:35:00,2025-09-26 10:10:00,LONG,594.57705176,592.2006,618.3415693600001,2.376451760000009,592.14137994,SL,-1.0249195296099887,0.0042079541307415225,-1.0291274837407303,2025-09-26,PRIMARY
2025-09-26 09:35:00,2025-09-26 10:10:00,LONG,594.63650352,592.2006,618.9955387200001,2.4359035200000108,592.0821598800001,SL,-1.048622664661179,0.008210505808538719,-1.0568331704697176,2025-09-26,STRESS
2025-09-29 09:35:00,2025-09-29 11:35:00,LONG,598.8919832099999,598.2778,605.0338153099996,0.6141832099999647,598.21797222,SL,-1.097410315075173,0.016281786667532928,-1.113692101742706,2025-09-29,PRIMARY
2025-09-29 09:35:00,2025-09-29 11:35:00,LONG,598.95186642,598.2778,605.6925306200003,0.674066420000031,598.15814444,SL,-1.177513011254811,0.029670666579117055,-1.207183677833928,2025-09-29,STRESS
2025-09-30 09:35:00,2025-09-30 10:45:00,SHORT,596.2356704700001,597.9032,579.560375170001,1.6675295299999107,597.96299032,SL,-1.0358556288955498,0.0059968952993597275,-1.0418525241949095,2025-09-30,PRIMARY
2025-09-30 09:35:00,2025-09-30 10:45:00,SHORT,596.17604094,597.9032,578.9044503400004,1.7271590599999627,598.02278064,SL,-1.069235453045062,0.011579709398623907,-1.080815162443686,2025-09-30,STRESS
2025-10-01 09:35:00,2025-10-01 09:45:00,LONG,597.71836586,595.9358,615.5440244599997,1.782565859999977,595.87620642,SL,-1.033431348225168,0.005609890901871154,-1.0390412391270392,2025-10-01,PRIMARY
2025-10-01 09:35:00,2025-10-01 09:45:00,LONG,597.7781317199999,595.9358,616.2014489199994,1.8423317199999474,595.81661284,SL,-1.064693648112419,0.010855808312305763,-1.0755494564247248,2025-10-01,STRESS
2025-10-02 09:35:00,2025-10-02 15:55:00,SHORT,605.0784861,606.3824,592.0393471,1.3039138999999977,604.98469242,TIME,0.07193241823710621,0.0076692180365590225,0.06426320020054718,2025-10-02,PRIMARY
2025-10-02 09:35:00,2025-10-02 15:55:00,SHORT,605.0179722,606.3824,591.3736942000007,1.3644277999999304,605.04518484,TIME,-0.019944360559069157,0.01465815926647128,-0.03460251982554044,2025-10-02,STRESS
