year,sample,entry_model,target_r,trades,tp_pct,sl_pct,time_pct,ambiguous_same_bar_pct,avg_gross_R,pf_gross,avg_net_R_legacy22,pf_net_legacy22,avg_net_R_cost1_5x,pf_net_cost1_5x,median_risk_price,median_entry_delay_minutes,median_legacy_commission_R,sum_gross_R,sum_net_R_legacy22,sum_net_R_cost1_5x
2011,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,14,28.57142857142857,71.42857142857143,0.0,7.142857142857142,-0.6159044971854856,0.1882767068312945,-0.8115055336506346,0.1089202846400086,-0.909306051883209,0.0784071761601851,1.1269999999999527,6.5,0.1953206239168196,-8.622662960596799,-11.361077471108883,-12.730284726364928
2012,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,11,36.36363636363637,63.63636363636363,0.0,9.090909090909092,-0.4545454545454474,0.2857142857142968,-0.6621287086176552,0.1514184116360406,-0.7659203356537589,0.1012789895690842,1.0305000000000746,7.0,0.2134885977680583,-4.999999999999922,-7.283415794794206,-8.425123692191349
2013,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,11,54.54545454545454,45.45454545454545,0.0,9.090909090909092,-0.1818181818181891,0.5999999999999839,-0.3680287566363316,0.3129739283345852,-0.4611340440454029,0.1997715740167706,1.2025000000001,7.0,0.1829521829521677,-2.0000000000000804,-4.048316322999648,-5.072474484499432
2014,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,15,53.333333333333336,46.66666666666666,0.0,13.333333333333334,-0.1999999999999552,0.5714285714286673,-0.4626321046945266,0.197904175787537,-0.5939481570418123,0.0776562442008665,0.8414999999993142,8.0,0.2614379084969451,-2.9999999999993285,-6.939481570417899,-8.909222355627184
2015,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,7,57.14285714285714,42.85714285714285,0.0,14.285714285714285,-0.1428571428571428,0.6666666666666666,-0.4287421553222934,0.2304896300049197,-0.5716846615548687,0.0800908078644494,0.7575000000001637,5.0,0.2904290429042276,-1.0,-3.0011950872560536,-4.001792630884081
2016,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,16,31.25,68.75,0.0,25.0,-0.5312500000000195,0.2272727272726989,-0.8013102854248143,0.0860827075725246,-0.9363404281372116,0.0368417775135998,0.789000000000101,7.0,0.2799582594782749,-8.500000000000313,-12.820964566797027,-14.981446850195386
2017,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,18,33.33333333333333,66.66666666666666,0.0,27.77777777777778,-0.5000000000000067,0.2499999999999899,-0.818010443599399,0.0611750694486976,-0.9770156653990952,0.0165803411261557,0.7222500000000309,7.5,0.3065636395207328,-9.00000000000012,-14.724187984789182,-17.586281977183713
2018,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,14,57.14285714285714,42.85714285714285,0.0,0.0,-0.142857142857161,0.6666666666666243,-0.4921681586839392,0.1579489714806681,-0.6668236665973283,0.0463107945713876,0.702750000000151,9.0,0.3130733248283145,-2.000000000000254,-6.890354221575149,-9.335531332362596
2019,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,12,33.33333333333333,66.66666666666666,0.0,8.333333333333332,-0.5000000000000159,0.2499999999999761,-0.7364593116026036,0.112381382335437,-0.8546889674038973,0.0620391401561013,0.9477500000001556,8.0,0.2334481139019893,-6.00000000000019,-8.837511739231243,-10.256267608846768
2020,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,19,47.368421052631575,52.63157894736842,0.0,26.31578947368421,-0.2894736842105294,0.4499999999999943,-0.4489690636879714,0.2879657563720426,-0.5287167534266926,0.2255031983106459,1.7299377173778794,7.0,0.1271722084500596,-5.500000000000058,-8.530412210071457,-10.04561831510716
2021,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,8,25.0,75.0,0.0,37.5,-0.6264939611818524,0.1663353352878681,-0.8412714057046853,0.0923581541575778,-0.9486601279661018,0.0649605514145404,0.9635593015867698,6.0,0.22855003088517,-5.011951689454819,-6.730171245637482,-7.589281023728814
2022,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,13,38.46153846153847,61.53846153846154,0.0,46.15384615384615,-0.4230769230769324,0.3124999999999848,-0.614541875724356,0.1638445012661325,-0.7102743520480678,0.1062915853940746,1.0834999999997308,8.0,0.2030456852792382,-5.500000000000122,-7.989044384416629,-9.23356657662488
2023,DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,12,50.0,50.0,0.0,16.666666666666664,-0.2499999999999931,0.5000000000000139,-0.5016304695356828,0.2175851292513849,-0.6274457043035276,0.1183803279319995,0.8062499999999773,8.5,0.2728713916171826,-2.9999999999999174,-6.019565634428194,-7.529348451642332
