sample,entry_model,target_r,years,total_trades,weighted_avg_gross_R,weighted_avg_net_R_legacy22,weighted_avg_net_R_cost1_5x,annual_mean_net_R_legacy22,annual_median_net_R_legacy22,positive_years_net_legacy22,positive_years_cost1_5x,median_pf_net_legacy22,pf_net_gt1_years,min_annual_net_R_legacy22,max_annual_net_R_legacy22,weighted_tp_pct,weighted_sl_pct,weighted_time_pct,weighted_ambiguous_same_bar_pct,median_risk_price_across_years,gate_1,gate_2,gate_3,gate_4,gate_5,gate_6,gate_7,survives_phase_c_v2
DISPLACEMENT_ORIGIN_ONLY,FAILED_AUCTION,2.0,15,2923,-0.16105920787947986,-0.2801885116371701,-0.3397531635160152,-0.27728202919292955,-0.3073551813680841,0,0,0.5860320840527649,0,-0.3998765832337199,-0.1015998435428196,19.876838864180638,62.88060212110845,17.242559014710913,0.06842285323297982,2.152500000000373,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,FAILED_AUCTION,2.5,15,2923,-0.16223780171548965,-0.2813671054731799,-0.3409317573520251,-0.27797353385342355,-0.3142224272337021,0,0,0.5854069668264299,0,-0.4185158463977703,-0.0921646232665681,14.36879917892576,64.31748203900102,21.313718782073213,0.06842285323297982,2.152500000000373,True,False,False,False,False,False,False,False
MEMORY_ONLY,ACCEPTANCE_RETEST,2.5,15,370,-0.1544355866343405,-0.2823372544093008,-0.3462880882967808,-0.32674628788257276,-0.2255776876181918,2,1,0.6584314268813649,2,-1.0936070589070812,0.5675914161689039,16.486486486486488,64.05405405405405,19.45945945945946,5.945945945945946,2.009999999999991,True,False,False,False,False,False,False,False
MEMORY_ONLY,RECLAIM_PULLBACK,0.5,15,4215,-0.17887969672778556,-0.28360459557764695,-0.33596704500257757,-0.2981945620714094,-0.3039465200350867,0,0,0.3957542062680032,0,-0.41277690391134,-0.1559599793652612,53.475682087781735,43.65361803084223,2.870699881376038,1.7319098457888493,2.041000000000849,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,FAILED_AUCTION,3.0,15,2923,-0.1651957695128672,-0.28432507327055745,-0.34388972514940264,-0.2817037664839945,-0.3030276504052147,0,0,0.5989328923405984,0,-0.4217034808367624,-0.0879226118559826,10.673965104344852,65.0701334245638,24.255901471091345,0.06842285323297982,2.152500000000373,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,FAILED_AUCTION,0.5,15,2923,-0.16778082270126837,-0.28691012645895864,-0.3464747783378037,-0.284197784916571,-0.2915136162402338,0,0,0.4258810911033985,0,-0.4309344254949616,-0.1699587885823348,54.25932261375299,43.380088949709204,2.3605884365378036,0.17105713308244955,2.152500000000373,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,FAILED_AUCTION,1.5,15,2923,-0.1680495042966261,-0.2871788080543164,-0.3467434599331616,-0.28370976839729534,-0.3002661876734076,0,0,0.5721371208058921,0,-0.4226378059172022,-0.1134442005369418,27.027027027027028,60.28053369825522,12.692439274717756,0.03421142661648991,2.152500000000373,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,RECLAIM_PULLBACK,2.0,15,462,-0.15018050974009595,-0.2887174411200827,-0.357985906810076,-0.2740095053001785,-0.2576169176529941,1,1,0.6257483934280201,1,-0.8143458737891732,0.2855783155603744,23.376623376623378,66.01731601731602,10.606060606060606,9.956709956709958,1.861250000000041,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,RECLAIM_PULLBACK,2.5,15,462,-0.15657120527810411,-0.29510813665809077,-0.3643766023480841,-0.2818705043520312,-0.2768476868837737,1,0,0.6227905521404083,1,-0.771488730932024,0.0471388433859659,17.965367965367964,68.61471861471861,13.41991341991342,9.956709956709958,1.861250000000041,True,False,False,False,False,False,False,False
MEMORY_ONLY,RECLAIM_PULLBACK,1.0,15,4215,-0.19086393052615766,-0.295588829376019,-0.3479512788009496,-0.3219369618374044,-0.3192011497064795,0,0,0.5081935364375765,0,-0.4759437350296957,-0.1752786310928734,36.8920521945433,55.63463819691578,7.473309608540926,1.6844602609727164,2.041000000000849,True,False,False,False,False,False,False,False
MEMORY_ONLY,RECLAIM_PULLBACK,1.5,15,4215,-0.19139468402194026,-0.29611958287180157,-0.34848203229673225,-0.31756378511947675,-0.3077335396319218,0,0,0.5700506180174278,0,-0.4837487624668032,-0.1256427894715754,27.022538552787662,61.30486358244365,11.672597864768683,1.66073546856465,2.041000000000849,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,FAILED_AUCTION,1.0,15,2923,-0.17705894291729157,-0.29618824667498184,-0.35575289855382697,-0.2935181749736335,-0.311723799714403,0,0,0.5215980111203969,0,-0.4119041675101401,-0.1015384786353974,37.18782073212453,55.11460827916524,7.697570988710229,0.10263427984946973,2.152500000000373,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,RECLAIM_PULLBACK,1.5,15,462,-0.1578806091797244,-0.2964175405597111,-0.3656860062497043,-0.2835776843418794,-0.294625767786247,1,1,0.5692682493746426,1,-0.6883905860136865,0.125640056589155,29.653679653679653,62.33766233766234,8.008658008658008,9.956709956709958,1.861250000000041,True,False,False,False,False,False,False,False
MEMORY_ONLY,ACCEPTANCE_RETEST,3.0,15,370,-0.1754435847491849,-0.3033452525241451,-0.36729608641162514,-0.33933139916559313,-0.2555436192195684,1,1,0.6678006124354816,1,-1.0936070589070812,0.4053711137217235,12.702702702702704,65.4054054054054,21.89189189189189,5.945945945945946,2.009999999999991,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,RECLAIM_PULLBACK,3.0,15,462,-0.17480493391305849,-0.3133418652930452,-0.3826103309830386,-0.29958848282909784,-0.2643803906245079,0,0,0.6829959032127986,0,-0.7392488993904022,-0.0734573651964184,12.987012987012987,70.34632034632034,16.666666666666668,9.956709956709958,1.861250000000041,True,False,False,False,False,False,False,False
MEMORY_ONLY,ACCEPTANCE_RETEST,1.5,15,370,-0.19252685367254374,-0.320428521447504,-0.38437935533498413,-0.3526344288703173,-0.252144558130111,2,1,0.6169426831648881,2,-1.0936070589070812,0.188483860604787,28.64864864864865,60.54054054054054,10.810810810810809,5.945945945945946,2.009999999999991,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,ACCEPTANCE_RETEST,2.5,12,49,-0.11280091123146602,-0.33025994341861403,-0.4389894595121881,-0.29123305250799403,-0.45689289568187375,5,4,0.517610953026163,5,-1.3013261633226914,0.6221084448314447,24.489795918367346,73.46938775510205,2.0408163265306123,14.285714285714286,1.0100000000002183,False,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,ACCEPTANCE_RETEST,1.0,12,49,-0.11280091123146678,-0.33025994341861475,-0.43898945951218893,-0.39956638584132204,-0.39222826318033877,2,1,0.3862577800661051,2,-1.2133850630455505,0.6831131982508826,42.857142857142854,55.10204081632653,2.0408163265306123,16.3265306122449,1.0100000000002183,False,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,ACCEPTANCE_RETEST,2.0,12,49,-0.11280091123146678,-0.33025994341861475,-0.4389894595121888,-0.31993675621169243,-0.3060237479287105,5,4,0.6610659175012971,5,-1.3013261633226914,0.8831131982508825,28.571428571428573,69.38775510204081,2.0408163265306123,14.285714285714286,1.0100000000002183,False,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,ACCEPTANCE_RETEST,1.0,15,580,-0.2294532597145746,-0.33251572840481547,-0.3840469627499359,-0.35513980986527455,-0.3531297600904329,0,0,0.4867114898371887,0,-0.7061939316255532,-0.0936363665938116,36.55172413793103,58.44827586206897,5.0,10.517241379310345,2.0279999999995653,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,RECLAIM_PULLBACK,1.0,15,462,-0.1943286958704505,-0.33286562725043706,-0.4021340929404306,-0.3192860143761631,-0.2912487294645529,0,0,0.5420578482680098,0,-0.7214745941734156,-0.0751481549165257,37.22943722943723,57.57575757575758,5.194805194805195,9.956709956709958,1.861250000000041,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,ACCEPTANCE_RETEST,2.0,15,580,-0.2302648913772981,-0.333327360067539,-0.3848585944126595,-0.34799769890956467,-0.3176378619422835,1,1,0.5991211175658596,1,-0.7650174610373179,0.3209361009241961,21.724137931034484,68.44827586206897,9.827586206896552,10.344827586206897,2.0279999999995653,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,ACCEPTANCE_RETEST,3.0,15,580,-0.24945888902976368,-0.35252135772000465,-0.404052592065125,-0.37377399869387684,-0.3898900914675297,2,1,0.5521279148639099,2,-0.7863483702606685,0.2498134421504142,14.655172413793103,73.10344827586206,12.241379310344827,10.344827586206897,2.0279999999995653,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,RECLAIM_PULLBACK,0.5,15,462,-0.21423297505731947,-0.3527699064373062,-0.42203837212729967,-0.33970521455360747,-0.3278329254394175,0,0,0.3723143968977666,0,-0.70718887988771,-0.1410507957048062,51.082251082251084,46.96969696969697,1.948051948051948,10.822510822510823,1.861250000000041,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,ACCEPTANCE_RETEST,1.5,15,580,-0.25787057418228504,-0.36093304287252587,-0.41246427721764645,-0.36958332026712704,-0.3612466851301405,2,2,0.5233271082297336,2,-0.6591124510315561,0.0875952663095854,26.551724137931036,65.6896551724138,7.758620689655173,10.344827586206897,2.0279999999995653,True,False,False,False,False,False,False,False
MEMORY_ONLY,ACCEPTANCE_RETEST,1.0,15,370,-0.23907051409092844,-0.36697218186588865,-0.4309230157533687,-0.38939420640126937,-0.2758871507083446,0,0,0.5563106834658809,0,-1.0936070589070812,-0.0072817496715761,35.945945945945944,57.027027027027025,7.027027027027027,5.945945945945946,2.009999999999991,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,ACCEPTANCE_RETEST,1.5,12,49,-0.15361723776207628,-0.3710762699492242,-0.47980578604279833,-0.4004923117672398,-0.32269041459537096,4,4,0.5927685908210703,4,-1.3013261633226914,0.5831131982508826,32.6530612244898,65.3061224489796,2.0408163265306123,14.285714285714286,1.0100000000002183,False,False,False,False,False,False,False,False
MEMORY_ONLY,ACCEPTANCE_RETEST,0.5,15,370,-0.2489747443209325,-0.37687641209589284,-0.44082724598337286,-0.3761505537964822,-0.3074089805327588,0,0,0.3865067650948186,0,-0.8367562307586056,-0.2044118540961395,49.729729729729726,47.027027027027025,3.2432432432432434,5.945945945945946,2.009999999999991,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,ACCEPTANCE_RETEST,2.5,15,580,-0.2900855095145966,-0.3931479782048375,-0.4446792125499579,-0.41595161873753833,-0.4424285489008563,1,0,0.4630035769517406,1,-0.8175983702606685,0.0735706570784102,16.379310344827587,72.41379310344827,11.206896551724139,10.344827586206897,2.0279999999995653,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,PASSIVE_TOUCH,2.0,15,14190,-0.2399851053633687,-0.3971497059163436,-0.47573200619283107,-0.400494731387212,-0.3962605889628431,0,0,0.5207326076748052,0,-0.4749622505999024,-0.3225278990605364,22.59337561663143,70.11980267794222,7.286821705426356,21.93093727977449,1.389999999999873,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,ACCEPTANCE_RETEST,0.5,15,580,-0.295632731739115,-0.3986952004293559,-0.4502264347744764,-0.4088162978346779,-0.4349074864565434,0,0,0.2755165226577856,0,-0.5673707080188473,-0.2069512603516235,45.3448275862069,51.37931034482759,3.2758620689655173,10.689655172413794,2.0279999999995653,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,PASSIVE_TOUCH,2.5,15,14190,-0.2470418158733596,-0.40420641642633454,-0.482788716702822,-0.4064702828901909,-0.4071225835396377,0,0,0.5339693263714278,0,-0.4981640658650099,-0.3327491648152836,17.95630725863284,72.79774489076814,9.245947850599013,21.909795630725863,1.389999999999873,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,PASSIVE_TOUCH,3.0,15,14190,-0.2477565206945857,-0.4049211212475605,-0.4835034215240479,-0.40616267230400543,-0.4077844380019009,0,0,0.5414985573397082,0,-0.4894284313168076,-0.3173576730225074,14.587737843551798,74.43269908386188,10.979563072586329,21.895701198026778,1.389999999999873,True,False,False,False,False,False,False,False
MEMORY_ONLY,TOUCH_NEXT_OPEN,2.5,15,7123,-0.25326102020312913,-0.40531620631751825,-0.4813437993747128,-0.4623907595635989,-0.3946979569968151,0,0,0.5005693928896967,0,-1.3200959523491889,-0.2146417239069122,14.263652955215498,64.43914081145584,21.297206233328655,0.477326968973747,2.197576249019676,True,False,False,False,False,False,False,False
MEMORY_ONLY,TOUCH_NEXT_OPEN,0.5,15,7123,-0.25337474528345133,-0.40542993139784045,-0.481457524455035,-0.4630679401332014,-0.4184505856682156,0,0,0.3131020355177437,0,-1.3010147104015466,-0.2298693597810901,50.83532219570406,44.33525200056156,4.829425803734382,1.2915906219289626,2.197576249019676,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,PASSIVE_TOUCH,1.5,15,14190,-0.24980679309782827,-0.4069713936508032,-0.48555369392729064,-0.4104423260790423,-0.4119357182696905,0,0,0.4914637357520598,0,-0.4809742460371747,-0.3348029726668149,28.0338266384778,66.48343904157858,5.4827343199436225,21.994362226920366,1.389999999999873,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,2.5,15,6541,-0.2020449980082407,-0.4080742302557396,-0.5110888463794889,-0.40896268813002284,-0.3976065713503429,0,0,0.5570223326911463,0,-0.6239727130852787,-0.2017660610465742,19.70646690108546,73.55144473322122,6.742088365693319,17.58140957040208,1.1579999999999018,True,False,False,False,False,False,False,False
MEMORY_ONLY,TOUCH_NEXT_OPEN,2.0,15,7123,-0.2562224012610205,-0.40827758737540953,-0.48430518043260423,-0.46860021109386246,-0.3914389285609255,0,0,0.5057587834514081,0,-1.317561881126802,-0.2159722444519995,18.728064017969956,62.92292573353924,18.349010248490803,0.5334830829706584,2.197576249019676,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,1.5,15,6541,-0.20554149200552285,-0.4115707242530216,-0.5145853403767711,-0.412719260781252,-0.3992248028193943,0,0,0.5101729870261217,0,-0.5990489962989833,-0.2389168064612958,30.45405901238343,66.61060999847118,2.9353309891453905,17.734291392753402,1.1579999999999018,True,False,False,False,False,False,False,False
MEMORY_ONLY,TOUCH_NEXT_OPEN,3.0,15,7123,-0.2609340074067256,-0.41298919352111474,-0.48901678657830944,-0.47007182966491173,-0.4074376944662112,0,0,0.5141111746296924,0,-1.328641981095234,-0.2034159622177419,10.683700687912397,65.5201460058964,23.79615330619121,0.37905376947915204,2.197576249019676,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,3.0,15,6541,-0.20863882226443398,-0.4146680545119328,-0.5176826706356822,-0.41656856896063366,-0.4078956498280308,0,0,0.5518501210385783,0,-0.6226793437448437,-0.1950295307876547,15.991438617948326,75.46246751261275,8.546093869438923,17.550833205931816,1.1579999999999018,True,False,False,False,False,False,False,False
MEMORY_ONLY,TOUCH_NEXT_OPEN,1.0,15,7123,-0.26399910358226764,-0.4160542896966567,-0.49208188275385134,-0.48076522124042853,-0.4501539689782989,0,0,0.399703178580906,0,-1.2817397301085134,-0.2176269012657163,34.788712621086624,55.341850343956196,9.869437034957182,0.8283026814544433,2.197576249019676,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,2.0,15,6541,-0.21101253797741135,-0.41704177022491007,-0.5200563863486595,-0.41793158521311913,-0.4028917836907656,0,0,0.5362213928299069,0,-0.6324217718364636,-0.2443769664693066,24.017734291392753,71.05947102889466,4.922794679712582,17.642562299342607,1.1579999999999018,True,False,False,False,False,False,False,False
MEMORY_ONLY,TOUCH_NEXT_OPEN,1.5,15,7123,-0.26721564806393194,-0.419270834178321,-0.49529842723551565,-0.47939260122306926,-0.4138796538043175,0,0,0.4617218344888001,0,-1.2990617328571514,-0.2438183910509305,24.83504141513407,60.53629088867051,14.628667696195423,0.6598343394637091,2.197576249019676,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,1.0,15,6541,-0.21596585500276697,-0.42199508725026574,-0.5250097033740151,-0.4238972320614363,-0.42987921098954,0,0,0.420097069269582,0,-0.6328671049936736,-0.2603622902662594,38.679101054884576,59.99082709065892,1.330071854456505,17.97890230851552,1.1579999999999018,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,PASSIVE_TOUCH,1.0,15,14190,-0.2702500075026358,-0.42741460805561066,-0.5059969083320981,-0.43152679759516305,-0.4279343091512032,0,0,0.4117791260781045,0,-0.5124911988187054,-0.3522572931007674,35.630725863284006,61.007751937984494,3.361522198731501,22.19168428470754,1.389999999999873,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,ACCEPTANCE_RETEST,0.5,12,49,-0.23469387755102944,-0.45215290973817746,-0.5608824258317515,-0.5160104564837843,-0.3841041783027191,1,1,0.2767138904475555,1,-1.2133850630455505,0.288562128319257,51.02040816326531,48.97959183673469,0.0,16.3265306122449,1.0100000000002183,False,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,PASSIVE_TOUCH,0.5,15,14190,-0.29983745877095846,-0.45700205932393345,-0.5355843596004208,-0.4612911278798874,-0.4592287050392957,0,0,0.2484289989926966,0,-0.5280185091377074,-0.3742039401478528,46.941508104298805,51.52219873150106,1.536293164200141,22.88231148696265,1.389999999999873,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,PASSIVE_TOUCH,0.5,15,6541,-0.2578985102112207,-0.4639277424587195,-0.5669423585824689,-0.46728554022608326,-0.4678659544011889,0,0,0.2421869601150703,0,-0.6669146885386426,-0.2793205005093651,49.56428680629873,50.20639046017428,0.22932273352698365,18.697446873566733,1.1579999999999018,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,2.0,15,200,-0.28684452819912987,-0.5170426241840886,-0.6321416721765679,-0.5180707164286409,-0.5972198193649145,0,0,0.3957435501196737,0,-0.857313583893722,-0.0016304695356897,22.5,75.0,2.5,19.0,0.9635593015867698,False,False,False,False,False,False,False,False
MEMORY_ONLY,PASSIVE_TOUCH,3.0,15,4437,-0.3460831891699332,-0.5196847797443851,-0.6064855750316113,-0.5641862187718003,-0.5559050604866363,0,0,0.4224049372403078,0,-0.8708325622673863,-0.3811211475664477,14.8298399819698,78.36375929682218,6.806400721208023,20.86995717827361,1.3509999999998854,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,1.5,15,200,-0.29010696925664886,-0.5203050652416077,-0.635404113234087,-0.5389643762987616,-0.5912714057046651,0,0,0.3620814086530208,0,-0.9287421553222934,-0.0016304695356966,28.0,71.0,1.0,19.5,0.9635593015867698,False,False,False,False,False,False,False,False
MEMORY_ONLY,PASSIVE_TOUCH,2.5,15,4437,-0.3535654217591758,-0.5271670123336277,-0.6139678076208537,-0.577540632560395,-0.5328088841012445,0,0,0.4272383481236719,0,-0.9108325622673864,-0.4059439038070969,17.714672075726842,76.8762677484787,5.409060175794456,20.84741942754113,1.3509999999998854,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,2.5,15,200,-0.303042385686716,-0.5332404816716748,-0.6483395296641542,-0.5318022857183408,-0.6138102854248032,1,0,0.4070293968851614,1,-1.0773685393812025,0.0747706168372722,17.5,78.0,4.5,19.0,0.9635593015867698,False,False,False,False,False,False,False,False
MEMORY_ONLY,PASSIVE_TOUCH,2.0,15,4437,-0.3626593477602412,-0.5362609383346933,-0.6230617336219192,-0.5858162694188116,-0.5700369329612293,0,0,0.3990268987433187,0,-0.8866682252425877,-0.4019211829979286,21.162947937795806,74.57741717376607,4.259634888438134,20.86995717827361,1.3509999999998854,True,False,False,False,False,False,False,False
MEMORY_ONLY,PASSIVE_TOUCH,1.5,15,4437,-0.3627465575427481,-0.5363481481172001,-0.6231489434044261,-0.5864301569718342,-0.5919704913357373,0,0,0.343926068819905,0,-0.8384984415470955,-0.4037203554019507,26.301555104800542,70.65584854631508,3.0425963488843815,20.937570430471037,1.3509999999998854,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,1.0,15,200,-0.32942572717807067,-0.5596238231630294,-0.6747228711555089,-0.5812541900681321,-0.5460008237320835,0,0,0.3079660859790717,0,-1.0001707267508648,-0.2121269584248105,33.5,66.0,0.5,19.5,0.9635593015867698,False,False,False,False,False,False,False,False
MEMORY_ONLY,PASSIVE_TOUCH,1.0,15,4437,-0.38630722907951676,-0.5599088196539687,-0.6467096149411948,-0.5973956159916198,-0.5667761262624879,0,0,0.3173181573212709,0,-0.8233469263955804,-0.4083410246218132,32.612125309894076,65.60739238224025,1.780482307865675,21.027721433400945,1.3509999999998854,True,False,False,False,False,False,False,False
MEMORY_ONLY,PASSIVE_TOUCH,0.5,15,4437,-0.4053021324997774,-0.5789037230742292,-0.6657045183614554,-0.6004908321780401,-0.5798956677080246,0,0,0.1927595509661501,0,-0.9030821153853238,-0.4245969951241674,42.911877394636015,56.34437683119225,0.7437457741717377,21.3657876943881,1.3509999999998854,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,PASSIVE_TOUCH,3.0,15,643,-0.3350651470430594,-0.5792774598919308,-0.7013836163163663,-0.5564123066264101,-0.6215484825363236,0,0,0.4213835482872257,0,-0.838862475999146,-0.0139962671300797,15.396578538102643,81.64852255054433,2.9548989113530326,45.41213063763608,1.0213749999999209,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,PASSIVE_TOUCH,2.5,15,643,-0.34063135383058174,-0.584843666679453,-0.7069498231038885,-0.5653822766065667,-0.5943330161152102,0,0,0.3851504477331233,0,-0.7941726602727684,-0.0695518226856252,17.573872472783826,79.78227060653188,2.6438569206842923,45.56765163297045,1.0213749999999209,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,3.0,15,200,-0.3668710673969306,-0.5970691633818894,-0.7121682113743688,-0.5861541693768566,-0.7162714057046752,1,0,0.3254156113859179,1,-1.0773685393812025,0.0543293597570659,13.5,81.5,5.0,19.0,0.9635593015867698,False,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,TOUCH_NEXT_OPEN,3.0,15,801,-0.26017522536665155,-0.5987028506327021,-0.767966663265727,-0.5913996082497571,-0.419206858122231,3,2,0.5852527996988849,3,-3.086278253116756,0.1792322998099263,15.480649188514358,65.04369538077404,19.475655430711612,3.1210986267166043,1.8457499999999527,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,PASSIVE_TOUCH,2.0,15,643,-0.35648457381229526,-0.6006968866611665,-0.7228030430856022,-0.5893746836351014,-0.6268648094423922,0,0,0.3752297388264521,0,-0.8000291759451861,-0.2362184893523019,20.995334370139968,77.76049766718506,1.244167962674961,45.878693623639194,1.0213749999999209,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,TOUCH_NEXT_OPEN,2.5,15,801,-0.27989255698367704,-0.6184201822497275,-0.7876839948827526,-0.6136921737548356,-0.4130768231885985,2,0,0.5461245342809697,2,-3.072519387868507,0.0587809489855744,19.10112359550562,63.79525593008739,17.10362047440699,3.2459425717852683,1.8457499999999527,True,False,False,False,False,False,False,False
DISPLACEMENT_ORIGIN_ONLY,ACCEPTANCE_RETEST,0.5,15,200,-0.39567307325026,-0.6258711692352188,-0.7409702172276981,-0.6199898839039792,-0.614541875724356,0,0,0.1579489714806681,0,-0.8412714057046853,-0.3680287566363316,40.5,59.5,0.0,20.0,0.9635593015867698,False,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,TOUCH_NEXT_OPEN,1.5,15,801,-0.28978323983194015,-0.6283108650979906,-0.7975746777310158,-0.617215720605725,-0.4284385255254289,0,0,0.4817966061943403,0,-3.0487190967068987,-0.0366767910991602,30.961298377028715,57.55305867665418,11.485642946317103,4.868913857677903,1.8457499999999527,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,TOUCH_NEXT_OPEN,2.0,15,801,-0.29038764244359666,-0.6289152677096471,-0.7981790803426723,-0.6183102880930639,-0.3948950050067709,1,0,0.5342707249503341,1,-3.1469874729748923,0.0201413907190172,23.59550561797753,61.29837702871411,15.106117353308365,4.369538077403246,1.8457499999999527,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,TOUCH_NEXT_OPEN,1.0,15,29225,-0.3748670029497212,-0.6351942026170209,-0.7653578024506706,-0.6456869869647766,-0.2283482568136195,0,0,0.5794175812400773,0,-6.427845181247891,-0.1259977080059163,33.57741659538067,42.16253207869974,24.26005132591959,0.8828058169375534,2.4590000000002874,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,TOUCH_NEXT_OPEN,2.0,15,29225,-0.37561492139848185,-0.6359421210657814,-0.7661057208994312,-0.6462788383112122,-0.2412638470905423,0,0,0.6339696708200853,0,-6.402338440380689,-0.1455552428720672,15.654405474764756,48.48246364414029,35.86313088109495,0.5851154833190761,2.4590000000002874,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,TOUCH_NEXT_OPEN,2.5,15,29225,-0.37575042968840155,-0.636077629355701,-0.766241229189351,-0.6463821182448464,-0.2435842800440376,0,0,0.6201365066155189,0,-6.415655020142217,-0.1497753759355744,11.370402053036784,49.62874251497006,39.00085543199316,0.523524379811805,2.4590000000002874,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,TOUCH_NEXT_OPEN,1.5,15,29225,-0.3769366166949646,-0.6372638163622641,-0.767427416195914,-0.6474347789544145,-0.2294216584597666,0,0,0.6200997046278692,0,-6.399820285713384,-0.1504294745527827,22.340461933276305,46.44311377245509,31.216424294268606,0.69803250641574,2.4590000000002874,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,TOUCH_NEXT_OPEN,3.0,15,29225,-0.3771170414591194,-0.637444241126419,-0.7676078409600688,-0.647260380189909,-0.224675870044076,0,0,0.6288661954036231,0,-6.429682217849581,-0.1473476143933482,8.342172797262618,50.292557741659536,41.365269461077844,0.46877673224978617,2.4590000000002874,True,False,False,False,False,False,False,False
OBJECTIVE_LIQUIDITY_ONLY,TOUCH_NEXT_OPEN,0.5,15,29225,-0.3778375357170729,-0.6381647353843727,-0.7683283352180227,-0.6484834651604531,-0.2271454818024114,0,0,0.4847866055635642,0,-6.4255710650955,-0.1377405840183486,52.75278015397776,33.06073567151412,14.186484174508127,1.2147134302822926,2.4590000000002874,True,False,False,False,False,False,False,False
DOZ_OBJECTIVE_ONLY,TOUCH_NEXT_OPEN,1.0,15,801,-0.30356684461903743,-0.6420944698850879,-0.811358282518113,-0.634650224218608,-0.3940155573323653,0,0,0.4554577166378956,0,-3.0487190967068947,-0.0478699680472652,40.324594257178525,51.18601747815231,8.489388264669163,5.617977528089888,1.8457499999999527,True,False,False,False,False,False,False,False
