datetime,open_yahoo,high_yahoo,low_yahoo,close_yahoo,volume_yahoo,open_get,high_get,low_get,close_get,volume_get,open_abs_diff,high_abs_diff,low_abs_diff,close_abs_diff,max_ohlc_abs_diff
2026-07-28 10:24:00,27697.5,27717.5,27670.0,27677.75,2796,27697.5,27717.5,27670.0,27677.25,2795,0.0,0.0,0.0,0.5,0.5
2026-07-28 10:25:00,27678.5,27691.5,27660.0,27682.25,1261,27677.5,27691.5,27660.0,27682.75,1255,1.0,0.0,0.0,0.5,1.0
2026-07-28 10:26:00,27687.5,27700.5,27672.25,27692.75,1350,27683.5,27700.5,27672.25,27691.75,1349,4.0,0.0,0.0,1.0,4.0
2026-07-28 10:27:00,27693.25,27712.75,27680.25,27690.5,1475,27693.5,27712.75,27680.25,27691.0,1476,0.25,0.0,0.0,0.5,0.5
2026-07-28 10:28:00,27691.0,27708.5,27681.5,27685.75,1175,27690.5,27708.5,27681.5,27682.75,1184,0.5,0.0,0.0,3.0,3.0
2026-07-28 10:29:00,27682.25,27713.5,27677.25,27705.75,1452,27683.5,27713.5,27677.25,27706.5,1439,1.25,0.0,0.0,0.75,1.25
2026-07-28 10:30:00,27707.0,27724.0,27669.0,27684.75,1816,27706.5,27724.0,27669.0,27684.5,1803,0.5,0.0,0.0,0.25,0.5
2026-07-28 10:31:00,27686.25,27720.25,27676.25,27706.75,1643,27686.0,27720.25,27676.25,27707.5,1646,0.25,0.0,0.0,0.75,0.75
2026-07-28 10:32:00,27709.0,27728.5,27688.25,27706.25,1425,27708.75,27728.5,27688.25,27708.0,1422,0.25,0.0,0.0,1.75,1.75
2026-07-28 10:33:00,27709.75,27715.25,27686.0,27707.5,1063,27707.5,27715.25,27686.0,27707.25,1067,2.25,0.0,0.0,0.25,2.25
2026-07-28 10:34:00,27707.25,27718.25,27672.5,27679.25,1267,27707.25,27718.25,27672.5,27679.75,1266,0.0,0.0,0.0,0.5,0.5
2026-07-28 10:35:00,27678.5,27732.5,27672.25,27730.75,1905,27679.0,27732.5,27672.25,27730.75,1901,0.5,0.0,0.0,0.0,0.5
2026-07-28 10:36:00,27731.75,27761.75,27726.75,27744.25,2441,27731.75,27761.75,27726.75,27744.5,2443,0.0,0.0,0.0,0.25,0.25
2026-07-28 10:37:00,27743.75,27761.75,27734.25,27756.0,1335,27746.0,27761.75,27734.25,27756.0,1333,2.25,0.0,0.0,0.0,2.25
2026-07-28 10:38:00,27755.5,27763.0,27713.75,27715.0,1713,27755.5,27763.0,27713.75,27715.0,1710,0.0,0.0,0.0,0.0,0.0
2026-07-28 10:39:00,27715.0,27729.0,27695.25,27723.5,1511,27715.0,27729.0,27695.25,27723.5,1511,0.0,0.0,0.0,0.0,0.0
2026-07-28 10:40:00,27723.5,27756.75,27713.5,27755.0,1679,27722.5,27756.75,27713.5,27754.0,1680,1.0,0.0,0.0,1.0,1.0
2026-07-28 10:41:00,27753.25,27777.75,27749.5,27770.0,2147,27754.25,27777.75,27749.5,27770.5,2147,1.0,0.0,0.0,0.5,1.0
2026-07-28 10:42:00,27769.75,27773.75,27753.75,27771.0,1115,27771.0,27773.75,27753.75,27771.0,1114,1.25,0.0,0.0,0.0,1.25
2026-07-28 10:43:00,27772.0,27792.5,27762.0,27782.0,1928,27772.0,27792.5,27762.0,27782.0,1930,0.0,0.0,0.0,0.0,0.0
2026-07-28 10:44:00,27782.25,27793.0,27768.25,27772.25,1520,27782.25,27793.0,27768.25,27772.25,1518,0.0,0.0,0.0,0.0,0.0
2026-07-28 10:45:00,27770.75,27784.5,27745.75,27750.5,1691,27770.75,27784.5,27745.75,27750.5,1694,0.0,0.0,0.0,0.0,0.0
2026-07-28 10:46:00,27748.5,27783.25,27745.5,27781.75,1552,27749.25,27783.25,27745.5,27782.0,1550,0.75,0.0,0.0,0.25,0.75
2026-07-28 10:47:00,27780.25,27811.25,27779.75,27807.0,2074,27782.25,27811.25,27779.75,27807.0,2076,2.0,0.0,0.0,0.0,2.0
2026-07-28 10:48:00,27805.25,27844.75,27803.75,27840.0,2733,27805.25,27844.75,27803.75,27840.0,2743,0.0,0.0,0.0,0.0,0.0
2026-07-28 10:49:00,27839.75,27856.5,27834.5,27851.25,1853,27839.75,27856.5,27834.5,27851.25,1840,0.0,0.0,0.0,0.0,0.0
2026-07-28 10:50:00,27848.25,27877.75,27847.75,27861.5,2406,27850.25,27877.75,27847.75,27862.75,2407,2.0,0.0,0.0,1.25,2.0
2026-07-28 10:51:00,27863.25,27888.5,27857.25,27882.5,1901,27863.25,27888.5,27857.25,27882.75,1895,0.0,0.0,0.0,0.25,0.25
2026-07-28 10:52:00,27883.0,27888.5,27852.0,27858.75,2461,27882.5,27888.5,27852.0,27858.25,2462,0.5,0.0,0.0,0.5,0.5
2026-07-28 10:53:00,27858.75,27890.0,27858.0,27875.75,1903,27858.75,27890.0,27858.0,27875.75,1901,0.0,0.0,0.0,0.0,0.0
2026-07-28 10:54:00,27875.25,27875.25,27850.0,27853.25,1595,27875.0,27875.25,27850.0,27853.25,1598,0.25,0.0,0.0,0.0,0.25
2026-07-28 10:55:00,27853.25,27876.0,27838.75,27860.0,2492,27853.25,27876.0,27838.75,27859.25,2489,0.0,0.0,0.0,0.75,0.75
2026-07-28 10:56:00,27857.0,27862.75,27836.25,27844.75,1423,27860.25,27862.75,27836.25,27844.75,1421,3.25,0.0,0.0,0.0,3.25
2026-07-28 10:57:00,27844.5,27844.5,27809.25,27819.5,1899,27844.5,27844.5,27809.25,27820.0,1900,0.0,0.0,0.0,0.5,0.5
2026-07-28 10:58:00,27820.25,27824.25,27810.0,27812.5,1227,27819.5,27824.25,27810.0,27812.5,1225,0.75,0.0,0.0,0.0,0.75
2026-07-28 10:59:00,27813.5,27822.0,27797.25,27801.75,1466,27812.5,27822.0,27797.25,27801.75,1467,1.0,0.0,0.0,0.0,1.0
2026-07-28 11:00:00,27803.0,27835.25,27799.5,27832.75,1870,27803.0,27835.25,27799.5,27832.75,1869,0.0,0.0,0.0,0.0,0.0
2026-07-28 11:01:00,27832.75,27838.0,27809.0,27821.75,1426,27832.75,27838.0,27809.0,27821.5,1427,0.0,0.0,0.0,0.25,0.25
2026-07-28 11:02:00,27820.75,27828.5,27798.75,27812.0,1470,27821.25,27828.5,27798.75,27812.0,1469,0.5,0.0,0.0,0.0,0.5
2026-07-28 11:03:00,27811.25,27819.25,27793.5,27796.75,1195,27812.0,27819.25,27793.5,27796.5,1196,0.75,0.0,0.0,0.25,0.75
2026-07-28 11:04:00,27797.75,27807.25,27779.5,27780.25,1535,27797.75,27807.25,27779.5,27780.25,1534,0.0,0.0,0.0,0.0,0.0
2026-07-28 11:05:00,27781.0,27797.75,27768.0,27797.75,1398,27781.0,27798.0,27768.0,27798.0,1399,0.0,0.25,0.0,0.25,0.25
2026-07-28 11:06:00,27796.25,27837.25,27796.25,27810.75,1870,27796.75,27837.25,27796.25,27810.75,1869,0.5,0.0,0.0,0.0,0.5
